N	2gram	Tiupa_Lite_2	Problemy
1	и не	11	31
2	и в	19	29
3	в его	4	24
4	может быть	17	24
5	в этом	9	22
6	а не	20	22
7	в нем	3	19
8	точки зрения	4	19
9	как бы	2	19
10	для него	4	18
11	не только	8	15
12	то что	7	15
13	то же	12	14
14	и его	3	14
15	рядом с	1	14
16	но и	10	14
17	в пределах	1	13
18	с точки	3	13
19	уже не	2	13
20	таким образом	1	12
21	как и	10	12
22	не может	9	12
23	о себе	3	12
24	в самом	1	10
25	в то	9	10
26	в одном	2	10
27	героя и	1	10
28	все эти	1	9
29	все же	2	9
30	это не	1	9
31	же время	9	9
32	но не	5	9
33	в романе	1	9
34	по отношению	4	8
35	что в	4	8
36	в каждом	2	8
37	в том	10	8
38	что он	3	8
39	потому что	2	8
40	до конца	2	8
41	в своем	1	8
42	в своей	1	8
43	отношению к	3	8
44	и на	6	7
45	за пределы	1	7
46	и как	3	7
47	но в	2	7
48	в себе	6	7
49	с другими	1	7
50	том что	7	7
51	не в	4	7
52	вовсе не	2	7
53	так и	7	7
54	прежде всего	4	7
55	художественного видения	2	7
56	мира и	1	7
57	а в	3	7
58	одним из	3	6
59	самом деле	1	6
60	так же	1	6
61	как в	1	6
62	в целом	2	6
63	в мире	9	6
64	его в	1	6
65	могут быть	2	6
66	в единстве	1	6
67	был бы	2	6
68	в конце	2	6
69	так как	3	6
70	как раз	2	6
71	и потому	1	6
72	не могут	1	6
73	о мире	1	6
74	на самом	1	5
75	это и	1	5
76	должна быть	1	5
77	той же	2	5
78	у него	2	5
79	он не	5	5
80	сознаний в	1	5
81	было бы	2	5
82	он и	2	5
83	автора и	1	5
84	мысли и	2	5
85	художественного мира	2	5
86	в сущности	3	5
87	и о	1	5
88	еще не	2	5
89	с ним	2	5
90	ничего не	3	5
91	именно в	1	5
92	и др	3	5
93	более того	1	5
94	мира в	2	5
95	в творчестве	1	5
96	конце концов	1	5
97	и т	2	4
98	идет о	3	4
99	сознания не	1	4
100	и наконец	2	4
101	в этой	3	4
102	перестает быть	3	4
103	человека в	4	4
104	с идеей	2	4
105	но эта	1	4
106	что было	2	4
107	их в	1	4
108	даже в	4	4
109	как мы	1	4
110	в основе	2	4
111	личности в	3	4
112	все то	1	4
113	и с	3	4
114	в построении	1	4
115	в литературе	1	4
116	он есть	1	4
117	тем что	4	4
118	что и	2	4
119	как же	1	4
120	героя о	1	4
121	не было	2	4
122	что же	1	4
123	но это	3	4
124	и для	3	4
125	в результате	2	4
126	героя в	2	4
127	они не	1	4
128	отношения к	1	3
129	отношении к	1	3
130	он знает	1	3
131	я не	5	3
132	ни один	1	3
133	он сам	1	3
134	себе и	3	3
135	в произведениях	1	3
136	в художественном	2	3
137	уже в	2	3
138	и до	2	3
139	порядка в	1	3
140	но именно	1	3
141	подобно тому	2	3
142	далеко не	1	3
143	художественного творчества	2	3
144	в их	3	3
145	тому что	1	3
146	одна из	5	3
147	никогда не	3	3
148	этом отношении	3	3
149	сознаний и	1	3
150	только то	1	3
151	в себя	3	3
152	приводит к	1	3
153	с другой	8	3
154	в них	2	3
155	воспринимается как	1	3
156	ним и	1	3
157	художественном мире	2	3
158	но с	3	3
159	но как	2	3
160	такого героя	1	3
161	мир в	1	3
162	т п	2	3
163	друг друга	2	3
164	целом ряде	1	3
165	тому как	2	3
166	по существу	3	3
167	как к	3	3
168	мире а	1	3
169	в пространстве	1	3
170	и одновременно	2	3
171	бы в	1	3
172	о своем	1	3
173	не знает	2	3
174	другой стороны	4	3
175	время не	1	3
176	в своих	2	3
177	как на	3	3
178	все что	2	3
179	себя как	2	2
180	если б	1	2
181	не поддается	1	2
182	по преимуществу	2	2
183	в кругозоре	3	2
184	на себя	2	2
185	из которых	2	2
186	мы ее	1	2
187	в ней	4	2
188	культурной традиции	1	2
189	бы то	1	2
190	то он	1	2
191	автора но	1	2
192	так что	4	2
193	в истории	2	2
194	и нет	2	2
195	однако не	1	2
196	и к	2	2
197	в противоположность	2	2
198	второго порядка	1	2
199	всех этих	1	2
200	в россии	2	2
201	войти в	1	2
202	ни был	1	2
203	здесь мы	1	2
204	то ни	1	2
205	при этом	6	2
206	не служит	1	2
207	в жизни	2	2
208	как действительность	1	2
209	в отношении	1	2
210	но он	1	2
211	однако в	6	2
212	но они	1	2
213	на себе	1	2
214	поэтому в	1	2
215	со своим	1	2
216	связи с	1	2
217	в сознании	1	2
218	раскрытия и	1	2
219	и вполне	1	2
220	для себя	2	2
221	данном случае	3	2
222	самим собою	1	2
223	идет не	1	2
224	и что	2	2
225	слова а	1	2
226	и сам	2	2
227	что может	1	2
228	он писал	1	2
229	находится в	1	2
230	никак не	1	2
231	а потому	2	2
232	во всей	1	2
233	наконец в	2	2
234	в художественной	3	2
235	нового типа	1	2
236	один из	4	2
237	тот же	2	2
238	хотя бы	2	2
