N	2gram	Medvedev_F_1	StatiiOP
1	и в	24	25
2	в этом	15	24
3	в том	6	20
4	что он	3	19
5	может быть	14	19
6	что в	4	19
7	том что	1	15
8	в этой	6	14
9	и пр	17	13
10	не только	7	12
11	в г	1	12
12	в его	23	12
13	то что	8	12
14	в этих	1	11
15	так что	1	11
16	таким образом	13	10
17	прежде всего	22	10
18	и не	20	10
19	у него	1	9
20	но и	7	9
21	и т	12	8
22	все это	9	8
23	в языке	1	8
24	т е	34	8
25	в своих	2	8
26	из его	1	7
27	с этим	2	7
28	это не	2	7
29	было бы	6	7
30	в то	9	7
31	не может	16	7
32	что касается	1	7
33	точки зрения	16	7
34	что такое	2	7
35	место в	7	6
36	и на	8	6
37	как в	8	6
38	из этих	1	6
39	не в	8	6
40	в русской	1	6
41	между тем	2	6
42	только в	2	6
43	т п	4	6
44	в области	3	6
45	в россии	3	6
46	как бы	6	6
47	а в	6	6
48	как на	4	6
49	в году	2	5
50	то же	10	5
51	независимо от	4	5
52	но в	5	5
53	на то	1	5
54	он не	3	5
55	на почве	13	5
56	ни в	2	5
57	в котором	1	5
58	потому что	1	5
59	и это	2	5
60	так и	18	5
61	в них	3	5
62	с другой	5	5
63	связано с	1	5
64	а не	10	5
65	того что	5	5
66	другой стороны	1	5
67	например в	1	4
68	в которой	4	4
69	из которых	1	4
70	в чем	1	4
71	точка зрения	2	4
72	в общем	3	4
73	все же	3	4
74	не было	3	4
75	и к	4	4
76	то в	1	4
77	в целом	6	4
78	на его	2	4
79	состоит в	1	4
80	в каждом	3	4
81	лишь в	8	4
82	этом смысле	1	4
83	и тем	1	4
84	в жизни	3	4
85	с тем	2	4
86	как и	11	4
87	в эту	2	4
88	а как	2	4
89	у нас	5	4
90	с точки	13	4
91	ничего не	2	4
92	к ней	2	4
93	этом отношении	1	4
94	отличается от	3	4
95	в ней	10	4
96	и с	8	4
97	если бы	4	4
98	можно сказать	1	4
99	а также	1	4
100	к нему	1	4
101	мы видим	1	4
102	всего в	3	4
103	и др	5	4
104	всяком случае	4	4
105	отношение к	3	4
106	в особенности	3	4
107	xix века	1	4
108	в смысле	1	4
109	и для	1	4
110	в отдельных	1	4
111	но это	3	4
112	сказать что	1	4
113	была бы	2	4
114	в своей	11	4
115	из этого	1	4
116	это в	1	4
117	во всяком	4	4
118	по мнению	1	3
119	говорить о	1	3
120	с его	4	3
121	своего рода	1	3
122	кроме того	1	3
123	и наконец	3	3
124	все эти	6	3
125	и если	2	3
126	всех этих	3	3
127	на этом	1	3
128	от нее	2	3
129	в другом	1	3
130	нет в	1	3
131	несмотря на	1	3
132	этой вещи	1	3
133	в их	11	3
134	но он	1	3
135	и более	2	3
136	тому что	1	3
137	на язык	3	3
138	же время	8	3
139	связи с	3	3
140	и здесь	6	3
141	в словах	1	3
142	со стороны	5	3
143	и что	2	3
144	и его	10	3
145	уже не	2	3
146	не так	2	3
147	для него	3	3
148	так как	1	3
149	в системе	2	3
150	как раз	2	3
151	не является	1	3
152	связан с	1	3
153	к которому	2	3
154	что для	1	3
155	одной стороны	4	3
156	до конца	7	3
157	его как	3	3
158	в связи	4	3
159	с этой	4	3
160	между прочим	1	3
161	тем более	1	3
162	к этому	1	3
163	в виде	1	3
164	к материалу	1	2
165	самом деле	6	2
166	он может	1	2
167	той же	1	2
168	в каждой	1	2
169	не был	1	2
170	во всех	5	2
171	тем как	1	2
172	если в	1	2
173	с которыми	1	2
174	нет и	2	2
175	большое значение	1	2
176	что они	1	2
177	языкового мышления	1	2
178	более и	2	2
179	в самом	5	2
180	сюда относятся	1	2
181	в следующих	1	2
182	так сказать	3	2
183	в статье	1	2
184	т д	8	2
185	не как	4	2
186	том чтобы	2	2
187	чтобы в	1	2
188	и по	1	2
189	но все	2	2
190	и может	4	2
191	заключается в	1	2
192	ее в	1	2
193	а с	1	2
194	он и	1	2
195	жизни но	2	2
196	мы не	3	2
197	такой же	1	2
198	и тогда	1	2
199	не мог	1	2
200	которую он	1	2
201	нас не	2	2
202	можно найти	1	2
203	в такой	1	2
204	не столько	1	2
205	что нужно	1	2
206	тем не	1	2
207	для этого	4	2
208	произведения и	8	2
209	соединение с	1	2
210	в отношении	3	2
211	случае в	1	2
212	не менее	11	2
213	история в	1	2
214	самого начала	1	2
215	как о	4	2
216	на котором	1	2
217	одна из	2	2
218	к этим	1	2
219	не имеет	1	2
220	никогда не	4	2
221	и всегда	1	2
222	в русском	1	2
223	он хочет	1	2
224	х годов	1	2
225	этот образ	2	2
226	от того	2	2
227	могут быть	1	2
228	к тому	3	2
229	должен быть	5	2
230	как мы	5	2
231	то она	1	2
232	с ее	7	2
233	нужно сказать	1	2
234	на основе	6	2
235	с самого	1	2
236	что у	1	2
237	на нее	2	2
238	или в	1	2
239	здесь нет	1	2
240	во многом	1	2
241	что отдельные	1	2
242	произведения как	2	2
243	одного из	1	2
244	с одной	4	2
245	и во	1	2
246	от них	1	2
247	борьба с	3	2
248	в форме	1	2
249	и других	3	2
250	движения в	1	2
251	все время	2	2
252	еще не	6	2
253	и ее	10	2
254	что если	1	2
255	вовсе не	10	2
256	должен был	1	2
257	или иной	1	2
258	до сих	6	2
259	в ряде	1	2
260	в предисловии	1	2
261	что не	1	2
262	но есть	2	2
263	не на	2	2
264	ни на	3	2
265	вместе с	2	2
266	но не	3	2
267	для искусства	1	2
268	предисловии к	1	2
269	в сборнике	1	2
270	в последнем	1	2
271	в это	1	2
272	этого слова	3	2
273	сих пор	6	2
274	один из	3	2
275	в результате	2	2
276	его не	2	2
277	в духе	1	2
278	и ни	1	2
279	только что	1	2
280	все более	2	2
281	одной из	2	2
282	в свою	8	2
283	существует в	1	2
284	были и	1	2
285	к этой	4	2
286	ту же	1	1
287	за пределы	2	1
288	прав когда	2	1
289	также и	1	1
290	начинается с	1	1
291	е как	2	1
292	смысле слова	1	1
293	на самом	7	1
294	показаться что	1	1
295	идет о	2	1
296	в первом	1	1
297	по преимуществу	1	1
298	и до	5	1
299	на западе	4	1
300	должна быть	7	1
301	для этих	1	1
302	элементы в	1	1
303	отношения к	6	1
304	в и	1	1
305	на материале	1	1
306	как целому	1	1
307	это совершенно	1	1
308	положения в	2	1
309	вопрос о	2	1
310	нам в	1	1
311	этом не	1	1
312	почти все	1	1
313	на себя	1	1
314	но уже	1	1
315	ему в	1	1
316	направлением в	1	1
317	мы и	1	1
318	самый термин	1	1
319	произведение должно	1	1
320	его основная	1	1
321	значительно отличается	1	1
322	проявляется в	1	1
323	между собой	1	1
324	теряя своей	1	1
325	всего этого	2	1
326	является таким	1	1
327	значительное влияние	1	1
328	тот или	2	1
329	или иначе	2	1
330	два основных	1	1
331	и другие	1	1
332	в сторону	1	1
333	со всеми	3	1
334	тех же	2	1
335	в теме	1	1
336	его развития	1	1
337	чем же	2	1
338	в истории	4	1
339	вследствие чего	1	1
340	опирается на	1	1
341	что как	1	1
342	в своем	11	1
343	однако не	2	1
344	применении к	2	1
345	когда он	3	1
346	целый ряд	3	1
347	и как	3	1
348	но эта	2	1
349	самом начале	1	1
350	более или	6	1
351	материалом и	2	1
352	от этого	2	1
353	при таком	4	1
354	значения как	1	1
355	в литературном	2	1
356	к строфе	1	1
357	так или	1	1
358	эпоху его	1	1
359	думать что	3	1
360	типа все	1	1
361	как он	1	1
362	человек не	3	1
363	к искусству	1	1
364	идей и	1	1
365	языком в	1	1
366	в нем	14	1
367	а несколько	2	1
368	и легко	1	1
369	они в	1	1
370	и социальной	1	1
371	свою собственную	1	1
372	он должен	3	1
373	прочим и	1	1
374	какой бы	1	1
375	этого жанра	1	1
376	существу это	1	1
377	в нее	1	1
378	как оно	1	1
379	подход к	2	1
380	мышления с	1	1
381	чуждые друг	1	1
382	этих форм	1	1
383	на этой	1	1
384	второй половины	1	1
385	подходит к	3	1
386	с начала	2	1
387	в последующих	1	1
388	между отдельными	1	1
389	отражение в	2	1
390	остановиться на	2	1
391	стиля с	1	1
392	который сам	1	1
393	он является	1	1
394	этого не	1	1
395	но каждый	1	1
396	мы видели	2	1
397	мы знаем	1	1
398	зрения ее	1	1
399	нисколько не	2	1
400	их на	2	1
401	или менее	6	1
402	не во	1	1
403	к истории	1	1
404	почти не	2	1
405	на фоне	3	1
406	могло бы	2	1
407	это своеобразие	1	1
408	сторону здесь	1	1
409	не понимает	1	1
410	творчества и	1	1
411	друг другу	1	1
412	значения с	1	1
413	и эти	1	1
414	следующих словах	1	1
415	бы быть	2	1
416	важно лишь	1	1
417	по себе	5	1
418	свою силу	1	1
419	и очень	1	1
420	собою почти	1	1
421	и какие	1	1
422	иной раз	1	1
423	не о	3	1
424	неизбежный и	1	1
425	на него	2	1
426	к изучению	1	1
427	которого он	1	1
428	чтобы стать	2	1
429	того чтобы	1	1
430	не могло	5	1
431	почве этого	1	1
432	его от	1	1
433	своих ранних	1	1
434	к вопросу	1	1
435	в самой	2	1
436	как она	3	1
437	по своей	1	1
438	друг друга	4	1
439	углом зрения	1	1
440	а лишь	2	1
441	поэтической формы	1	1
442	своей статье	3	1
443	было не	1	1
444	и со	2	1
445	том отношении	1	1
446	от их	2	1
447	свое собственное	1	1
448	он противопоставлял	1	1
449	уже о	1	1
450	все то	1	1
451	над другими	1	1
452	зрения своей	1	1
453	по возможности	1	1
454	его с	2	1
455	что является	1	1
456	нам известна	1	1
457	переходя к	1	1
458	в работах	1	1
459	вещей в	2	1
460	как они	1	1
461	и о	1	1
462	потому не	1	1
463	свою очередь	6	1
464	эта борьба	1	1
465	говоря уже	1	1
466	здесь не	3	1
467	в ее	8	1
468	только при	1	1
469	сознательности и	1	1
470	формы и	5	1
471	последнее время	1	1
472	своеобразие но	1	1
473	в произведении	2	1
474	в пределах	6	1
475	так в	1	1
476	приводит к	2	1
477	не те	1	1
478	выражения и	1	1
479	как с	2	1
480	в годы	1	1
481	в образе	1	1
482	по аналогии	3	1
483	в нескольких	1	1
484	здесь он	1	1
485	ясно что	3	1
486	особенно в	3	1
487	не получило	1	1
488	к постановке	1	1
489	она была	2	1
490	вещь как	1	1
491	них есть	1	1
492	из одного	1	1
493	с ним	2	1
494	в содержании	7	1
495	но здесь	1	1
496	этого языка	1	1
497	эту аналогию	1	1
498	быть выражено	1	1
499	в применении	2	1
500	и должно	2	1
501	детальное изучение	1	1
502	язык и	1	1
503	его жизни	1	1
504	влияние на	3	1
505	структура в	1	1
506	может не	1	1
507	не выходит	2	1
508	как у	1	1
509	должно было	1	1
510	связь между	1	1
511	на отдельные	1	1
512	произведение является	2	1
513	их более	1	1
514	за эту	1	1
515	материала к	1	1
516	эти два	1	1
517	что и	2	1
518	сил и	1	1
519	именно в	8	1
520	в свете	1	1
521	известна только	1	1
522	объясняется только	1	1
523	в лучшем	3	1
524	для самого	1	1
525	форм как	1	1
526	а кроме	1	1
527	и самые	1	1
528	в двух	1	1
529	его в	3	1
530	стиль в	1	1
531	менее в	1	1
532	и особые	1	1
533	и иными	1	1
534	который в	1	1
535	являются в	1	1
536	между этими	1	1
537	вопрос об	2	1
538	же он	1	1
539	центр внимания	1	1
540	для всех	1	1
541	именно на	1	1
542	не имеющие	2	1
543	конечно не	4	1
544	литературы в	8	1
545	не можем	2	1
546	ни одного	2	1
547	а это	1	1
548	за счет	1	1
549	от других	1	1
550	не из	4	1
551	историка и	2	1
552	в живом	6	1
553	не дает	2	1
554	в данной	1	1
555	не стал	1	1
556	из них	1	1
557	только одно	1	1
558	и их	10	1
559	слова в	1	1
560	нас только	1	1
561	в одном	2	1
562	в современном	2	1
563	гораздо большей	1	1
564	иногда и	1	1
565	как его	1	1
566	но что	1	1
567	уяснить свое	1	1
568	о другой	2	1
569	того или	2	1
570	во всей	2	1
571	отношении что	1	1
572	и историка	1	1
573	даже и	2	1
574	он работал	1	1
575	не были	1	1
576	ней и	1	1
577	не теряя	1	1
578	и из	1	1
579	имеет и	1	1
580	он останавливается	1	1
581	первый и	1	1
582	и тех	1	1
583	а именно	1	1
584	и создает	1	1
585	как художественное	1	1
586	хiх века	1	1
587	характерно для	1	1
588	котором эти	1	1
589	являются лишь	2	1
590	без рассмотрения	1	1
591	не говоря	1	1
592	и политического	1	1
593	здесь дело	1	1
594	она является	2	1
595	же функции	1	1
596	литература в	4	1
597	и исторической	1	1
598	там где	1	1
599	как политик	1	1
600	как материал	1	1
601	для этой	2	1
602	с помощью	3	1
603	вступает в	2	1
604	в частности	4	1
605	вопросам что	1	1
606	опытом и	1	1
607	подхода к	2	1
608	своеобразия и	1	1
609	требует от	1	1
610	понимает как	1	1
611	в данном	1	1
612	встречается в	1	1
613	наряду с	1	1
614	в той	1	1
615	и этот	1	1
616	этой последней	4	1
617	смысле этого	3	1
618	что же	1	1
619	в литературе	5	1
620	даже с	1	1
621	по существу	2	1
622	об особенностях	1	1
623	является этот	1	1
624	это значит	1	1
625	должно быть	11	1
626	смысл в	1	1
627	эти вопросы	1	1
628	в контексте	1	1
629	в формах	4	1
630	классический стиль	1	1
631	и различные	1	1
632	направления в	6	1
633	лучшем случае	3	1
634	но для	3	1
635	одновременно с	2	1
636	каждой из	3	1
637	интереса к	1	1
638	это уже	1	1
639	однако и	1	1
640	произведениях он	1	1
641	анализа и	1	1
642	совершается в	2	1
643	п в	1	1
644	по принципу	1	1
645	к конкретной	1	1
646	чтобы понять	1	1
647	историк и	1	1
648	последнего времени	1	1
649	для нас	1	1
650	особого рода	1	1
651	и все	6	1
652	у них	3	1
653	места в	2	1
654	бы в	3	1
655	на языке	2	1
656	хотя бы	5	1
657	них и	1	1
658	язык это	1	1
659	в пушкинском	1	1
660	отношении к	2	1
661	гораздо больше	1	1
662	а о	1	1
663	не знает	1	1
664	отношением к	1	1
665	работы и	1	1
666	мы здесь	1	1
667	автора в	1	1
668	является во	1	1
669	или иного	3	1
670	одновременно и	1	1
671	перейти к	2	1
672	живого и	1	1
673	есть и	1	1
674	которая существует	1	1
675	художественного творчества	1	1
676	всеми деталями	1	1
677	жизни и	7	1
678	пути к	1	1
679	как социальная	1	1
680	вполне понятно	2	1
681	поэтики в	1	1
682	также не	1	1
683	этой точки	1	1
684	только не	2	1
685	и эта	1	1
686	так же	4	1
687	они не	3	1
