N	3gram	Bakhtin_sl_1	FransuaR
1	то же время	12	9
2	в то же	12	9
3	прежде всего в	1	4
4	как мы видели	1	4
5	то есть в	1	4
6	в свою очередь	2	3
7	как мы видим	1	3
8	с точки зрения	8	3
9	но в то	4	3
10	так и в	3	3
11	в том что	1	3
12	а следовательно и	1	2
13	дело в том	1	2
14	более или менее	3	2
15	имеем в виду	1	2
16	но по существу	2	2
17	в этом отношении	1	2
18	в большинстве случаев	6	2
19	можно было бы	2	2
20	в значительной степени	1	2
21	как и в	1	2
22	все они в	1	2
23	бы оно ни	1	2
24	не должно быть	1	2
25	оно ни было	1	2
26	мы имеем в	1	2
27	в свое время	1	2
28	и в сущности	2	1
29	то есть для	2	1
30	до наших дней	1	1
31	с таким же	1	1
32	тем чем они	1	1
33	все дело в	1	1
34	в новом свете	1	1
35	мы уже сказали	2	1
36	же время этот	1	1
37	же время и	1	1
38	объединять в себе	1	1
39	в том и	2	1
40	и в более	1	1
41	это отношение к	1	1
42	глубокое различие между	1	1
43	же время в	1	1
44	таким образом на	1	1
45	но и в	1	1
46	на самом же	1	1
47	по аналогии с	1	1
48	кроме того и	1	1
49	со всех сторон	1	1
50	может объединять в	1	1
51	и не в	1	1
52	и у него	1	1
53	имеет дело не	2	1
54	лишь абстрактный момент	1	1
55	как мы сказали	4	1
56	в данном случае	3	1
57	дело не с	2	1
58	не только в	2	1
59	как у рабле	1	1
60	и все его	1	1
61	а также и	1	1
62	со всеми его	1	1
63	и в отношении	1	1
64	и в этом	2	1
65	с жизнью и	1	1
66	и во всяком	1	1
67	о том что	1	1
68	в одной плоскости	1	1
69	и ничем не	1	1
70	все эти формы	1	1
71	том и в	2	1
72	и до наших	1	1
73	во всем своем	1	1
74	из самых основных	1	1
75	таким образом в	3	1
76	во всяком случае	5	1
77	и все это	1	1
78	в первом случае	2	1
79	в одном из	1	1
80	с самого начала	1	1
81	как мы уже	2	1
82	с полной очевидностью	1	1
83	выходит за пределы	3	1
84	именно потому что	1	1
85	и прежде всего	1	1
86	самом же деле	1	1
87	находит свое выражение	1	1
88	они как бы	2	1
89	в другом случае	2	1
90	мы не знаем	1	1
91	оно лишь абстрактный	1	1
92	мы видим что	1	1
93	и в том	2	1
94	чем они были	1	1
95	в последнем счете	1	1
96	и в другом	2	1
