N	3gram	Voloshinov_1	Problemy
1	то же время	1	10
2	в то же	1	10
3	на самом деле	1	9
4	с самого начала	2	8
5	по отношению к	3	6
6	но в то	1	4
7	одно и то	3	3
8	и то же	2	3
9	с другой стороны	2	3
10	не может быть	4	3
11	вполне понятно что	3	2
12	в каждом слове	1	2
13	и к тому	1	2
14	и наконец в	2	2
15	почему же не	1	2
16	с точки зрения	5	2
17	и не может	1	2
18	в отличие от	1	2
19	он и не	1	2
20	можно было бы	1	2
21	него прежде всего	1	2
22	подобно тому как	1	2
23	в том что	2	2
24	мы чувствуем что	1	1
25	тот же самый	1	1
26	эта интонация в	1	1
27	с ними и	1	1
28	почти никогда не	1	1
29	в чем же	1	1
30	а вовсе не	1	1
31	и эта интонация	1	1
32	в самом деле	2	1
33	из него все	1	1
34	не входит в	1	1
35	то что в	1	1
36	и т.д и	1	1
37	петербургской поэмы двойник	1	1
38	во всей своей	1	1
39	может быть и	1	1
40	в своей статье	1	1
41	к тому что	1	1
42	и сводится к	1	1
43	в данном случае	2	1
44	но там где	1	1
45	и как бы	1	1
46	в этот момент	1	1
47	так и для	1	1
48	это конечно не	1	1
49	прежде всего в	1	1
50	то же слово	2	1
51	потому что они	1	1
52	что же такое	1	1
53	чем иным как	2	1
54	но тем не	1	1
55	как и в	1	1
56	и вместе с	1	1
57	к нему те	1	1
58	не чем иным	2	1
59	на всем протяжении	1	1
60	тем не менее	1	1
61	в двух разных	2	1
62	для того чтобы	1	1
63	всей своей полноте	1	1
64	для него прежде	1	1
65	то же самое	1	1
66	в этом отношении	1	1
