N	3gram	Losev_Dial_3	Myshleni
1	с точки зрения	14	18
2	в том что	3	15
3	с другой стороны	2	9
4	с одной стороны	3	8
5	о том что	5	6
6	из того что	2	5
7	так же как	2	5
8	не может быть	6	5
9	в то время	4	5
10	же как и	1	4
11	до сих пор	1	4
12	то время как	4	4
13	в этом отношении	1	4
14	таким образом что	1	3
15	такой же мере	1	3
16	в силу этого	2	3
17	на то что	3	3
18	то же самое	1	3
19	сам по себе	5	3
20	к тому что	2	3
21	в такой же	1	3
22	и в отношении	1	3
23	во всяком случае	2	3
24	в этом вопросе	1	3
25	том что в	1	2
26	и то же	2	2
27	и той же	1	2
28	на первый план	4	2
29	в зависимости от	2	2
30	то же время	1	2
31	одно и то	2	2
32	и в частности	1	2
33	в данном случае	1	2
34	от того что	1	2
35	я не могу	1	2
36	и таким образом	1	2
37	не может сказать	1	2
38	ничего не может	1	2
39	в одном из	1	2
40	в самом деле	5	2
41	речь идет о	1	2
42	в то же	1	2
43	одной и той	1	2
44	только тогда когда	3	2
45	всего от того	1	1
46	а следовательно и	1	1
47	в чистом виде	1	1
48	чем именно заключается	1	1
49	на самом деле	1	1
50	зависит прежде всего	1	1
51	как раз и	3	1
52	что с точки	1	1
53	и не может	1	1
54	и в то	1	1
55	так как мы	1	1
56	хотя и не	2	1
57	представить себе что	1	1
58	точно так же	2	1
59	не то же	1	1
60	и как бы	1	1
61	в одинаковой мере	2	1
62	с этой точки	2	1
63	по крайней мере	5	1
64	одной стороны и	1	1
65	мы говорим об	1	1
66	ее в виде	1	1
67	внешний мир в	1	1
68	нас в данном	1	1
69	имели в виду	1	1
70	содержит в себе	1	1
71	то что является	1	1
72	если бы мы	1	1
73	тот факт что	1	1
74	и в этом	2	1
75	или по крайней	1	1
76	того что она	2	1
77	столько же сколько	1	1
78	что все решительно	2	1
79	не в силах	1	1
80	как показывает самое	1	1
81	того кто его	1	1
82	есть не только	2	1
83	и пр и	1	1
84	этой точки зрения	2	1
85	это потому что	1	1
86	и пр в	1	1
87	как и все	2	1
88	же сколько и	1	1
89	мы не можем	2	1
90	на точку зрения	1	1
91	то что мы	3	1
92	это значит что	21	1
93	и что она	2	1
94	само по себе	5	1
95	прежде всего от	3	1
96	и никогда не	1	1
97	что у него	1	1
98	не только не	7	1
99	потому что в	1	1
100	в конечном счете	1	1
101	говорим об отношении	1	1
102	в чем именно	1	1
103	и все прочие	1	1
104	когда мы говорим	1	1
105	сама по себе	4	1
106	пр и пр	1	1
107	и т д	23	1
108	тем не менее	10	1
109	стать на точку	1	1
110	независимо от своего	1	1
111	во всем его	1	1
112	как и в	3	1
113	той или иной	2	1
