N	2gram	Vinokur_St_3	Komedia
1	в комедии	1	22
2	и в	25	22
3	т е	8	13
4	том что	15	12
5	в г	12	11
6	но и	9	11
7	в том	20	11
8	не только	12	10
9	в то	7	10
10	из них	1	10
11	и т	8	9
12	как и	4	9
13	может быть	19	9
14	таким образом	10	8
15	о том	8	8
16	и его	3	8
17	в одном	1	8
18	и не	10	8
19	в этой	14	7
20	и других	2	7
21	то же	5	6
22	и по	2	6
23	не в	6	6
24	в отношении	2	6
25	ни в	5	6
26	в конце	6	6
27	в годы	1	6
28	одного из	2	6
29	что он	19	6
30	такого рода	5	6
31	к тому	2	6
32	а в	6	6
33	в которой	4	6
34	что в	19	6
35	до нас	2	5
36	в истории	1	5
37	как в	6	5
38	то время	4	5
39	на его	4	5
40	во время	3	5
41	потому что	5	5
42	со своим	1	5
43	мы встречаем	1	5
44	так и	5	5
45	между тем	6	5
46	один из	2	5
47	уже в	3	5
48	в его	12	5
49	прежде всего	10	5
50	т п	6	5
51	о которых	3	5
52	с другой	5	5
53	этой комедии	2	5
54	комедии к	1	5
55	все это	8	5
56	другой стороны	5	5
57	из его	7	4
58	время как	4	4
59	что они	2	4
60	ср также	2	4
61	но в	5	4
62	в нем	1	4
63	т д	2	4
64	в другом	3	4
65	г в	6	4
66	на протяжении	4	4
67	известно что	2	4
68	несмотря на	3	4
69	точки зрения	7	4
70	в котором	5	4
71	в их	3	4
72	одном из	1	4
73	так как	3	4
74	как мы	2	4
75	на него	1	4
76	можно судить	1	4
77	же время	3	4
78	в в	3	4
79	так в	1	4
80	ясно что	1	4
81	а также	4	4
82	что и	1	4
83	действующих лиц	4	4
84	в качестве	4	4
85	тем что	19	4
86	именно в	1	4
87	в результате	2	4
88	конце концов	3	4
89	к этому	3	4
90	речь идет	2	3
91	идет о	1	3
92	перед лицом	1	3
93	в году	5	3
94	мы не	2	3
95	и о	1	3
96	х годов	2	3
97	и на	6	3
98	в чем	4	3
99	с одной	2	3
100	в этом	24	3
101	все же	4	3
102	и как	1	3
103	в целом	4	3
104	на то	5	3
105	он не	5	3
106	и еще	1	3
107	и с	4	3
108	его в	1	3
109	чаще всего	1	3
110	на сцене	1	3
111	в них	5	3
112	и ее	2	3
113	место в	6	3
114	вопрос о	1	3
115	не менее	2	3
116	что после	1	3
117	даже в	1	3
118	того как	1	3
119	к этим	2	3
120	казалось бы	1	3
121	ничего не	4	3
122	этом отношении	4	3
123	у нас	4	3
124	могут быть	2	3
125	и сам	1	3
126	судить по	1	3
127	по содержанию	1	3
128	в частности	1	3
129	в образе	1	3
130	одной из	2	3
131	только в	6	3
132	и у	2	3
133	в виде	3	3
134	в начале	4	3
135	за счет	1	3
136	отношение к	4	3
137	у него	9	3
138	как раз	3	3
139	к которому	3	3
140	все более	2	3
141	так же	1	3
142	одной стороны	3	3
143	в течение	4	3
144	не мог	2	3
145	всего в	4	3
146	и все	1	3
147	г и	12	3
148	как известно	1	2
149	это однако	1	2
150	того же	2	2
151	тех же	1	2
152	ту же	1	2
153	видеть в	1	2
154	из всех	1	2
155	в и	1	2
156	в сущности	2	2
157	на себя	1	2
158	в большом	1	2
159	которую можно	1	2
160	он был	3	2
161	к году	1	2
162	тем как	2	2
163	за пределы	1	2
164	к сожалению	2	2
165	относится к	4	2
166	чем же	1	2
167	наряду с	1	2
168	несколько раз	2	2
169	в рамках	2	2
170	независимо от	5	2
171	что касается	7	2
172	что по	3	2
173	в самом	2	2
174	в известном	1	2
175	раз в	1	2
176	не к	1	2
177	на этом	3	2
178	к г	2	2
179	связанные с	1	2
180	было бы	7	2
181	и тем	4	2
182	эти годы	2	2
183	мы видели	1	2
184	такой же	2	2
185	или менее	1	2
186	которую он	2	2
187	двадцатых годов	1	2
188	всяком случае	4	2
189	почти не	1	2
190	но он	3	2
191	тем не	2	2
192	не раз	1	2
193	одна из	2	2
194	предстает в	1	2
195	г с	1	2
196	судя по	1	2
197	нельзя не	3	2
198	трагедии в	3	2
199	к ней	4	2
200	на те	1	2
201	по своей	1	2
202	в области	6	2
203	в трагедии	6	2
204	уже о	1	2
205	же самое	1	2
206	протяжении всего	1	2
207	для себя	1	2
208	с ее	2	2
209	на нем	1	2
210	всего этого	1	2
211	только при	1	2
212	как по	1	2
213	времени это	1	2
214	до самого	1	2
215	что у	2	2
216	времени и	2	2
217	для этого	2	2
218	образом в	1	2
219	находится в	1	2
220	и здесь	3	2
221	и во	2	2
222	от них	2	2
223	в форме	2	2
224	также в	1	2
225	указывает что	1	2
226	еще не	2	2
227	к гг	1	2
228	который в	1	2
229	именно на	1	2
230	для всех	1	2
231	из которых	4	2
232	как человека	1	2
233	вернуться к	1	2
234	а то	2	2
235	мы знаем	1	2
236	можно насчитать	1	2
237	вовсе не	2	2
238	в других	1	2
239	со стороны	3	2
240	и из	1	2
241	до сих	2	2
242	в период	1	2
243	еще и	1	2
244	на которые	1	2
245	то и	2	2
246	до конца	3	2
247	в оригинале	1	2
248	должна была	4	2
249	не может	7	2
250	вместе с	2	2
251	но не	2	2
252	образ царя	1	2
253	это были	1	2
254	с комедией	1	2
255	говоря уже	1	2
256	в состоянии	1	2
257	в первые	1	2
258	к нему	4	2
259	г можно	1	2
260	сих пор	2	2
261	но это	4	2
262	между прочим	3	2
263	о содержании	2	2
264	не избегает	1	2
265	об отношении	1	2
266	или в	2	2
267	а к	1	2
268	указания на	1	2
269	только что	2	2
270	это человек	1	2
271	то что	12	2
272	не говоря	1	2
273	в свою	2	2
274	ее в	2	2
275	в своих	8	2
276	во всяком	4	2
277	все что	1	2
278	народ в	2	1
279	выражено в	1	1
280	в применении	1	1
281	также и	1	1
282	обычно в	1	1
283	не дошли	1	1
284	сам по	1	1
285	на самом	1	1
286	такое же	2	1
287	тем же	1	1
288	его же	1	1
289	поэтому он	1	1
290	и искусству	1	1
291	народ на	1	1
292	и больше	1	1
293	объясняется и	1	1
294	уже по	1	1
295	и за	2	1
296	одним из	1	1
297	той же	2	1
298	современном смысле	1	1
299	которым он	1	1
300	по мнению	3	1
301	для своего	1	1
302	ни у	1	1
303	которой была	1	1
304	ответить на	1	1
305	темы в	1	1
306	из своих	1	1
307	совпадает с	1	1
308	ему в	1	1
309	то это	1	1
310	похожи на	1	1
311	первого и	1	1
312	мы здесь	1	1
313	и он	1	1
314	в ней	4	1
315	и самим	1	1
316	проявляется в	1	1
317	думаю что	2	1
318	с двумя	1	1
319	быть в	1	1
320	во всех	2	1
321	других источников	1	1
322	как у	1	1
323	слишком много	1	1
324	он может	2	1
325	два основных	1	1
326	отказ от	2	1
327	не все	1	1
328	ответ на	5	1
329	очевидно что	1	1
330	а и	1	1
331	каждая из	3	1
332	с этим	7	1
333	начала до	1	1
334	из уст	1	1
335	в своем	1	1
336	смысле этого	1	1
337	когда он	1	1
338	целый ряд	1	1
339	говорит что	5	1
340	не являются	1	1
341	его к	2	1
342	и к	4	1
