N	3gram	Propp_Isto_7	Hudozhes
1	по отношению к	1	10
2	более или менее	1	5
3	с другой стороны	8	5
4	в том что	4	5
5	состоит в том	1	4
6	с точки зрения	1	3
7	тем не менее	4	3
8	но он не	1	2
9	с одной стороны	4	2
10	к тому что	1	2
11	сама по себе	1	2
12	таким образом что	1	1
13	не в состоянии	1	1
14	в чистом виде	1	1
15	а не с	1	1
16	в этом случае	1	1
17	он мог бы	1	1
18	в одной из	2	1
19	может быть это	1	1
20	в зависимости от	1	1
21	в таких случаях	1	1
22	только в условиях	1	1
23	в иных случаях	1	1
24	что он не	1	1
25	не входит в	1	1
26	бы то ни	1	1
27	этих случаях оказывается	1	1
28	точно так же	2	1
29	с этой точки	3	1
30	тогда как в	1	1
31	в самом начале	1	1
32	то ни было	1	1
33	таким образом и	1	1
34	и потому что	1	1
35	имеем дело с	1	1
36	в связи с	1	1
37	по содержанию своему	1	1
38	может быть названо	1	1
39	так же как	4	1
40	в то время	2	1
41	а в том	2	1
42	если бы для	1	1
43	перед тем как	1	1
44	на свое место	2	1
45	о том что	5	1
46	этой точки зрения	3	1
47	и тем более	1	1
48	также своего рода	1	1
49	ту или иную	1	1
50	мы имеем в	4	1
51	в этих случаях	10	1
52	в чем собственно	1	1
53	только о том	1	1
54	легко может быть	1	1
55	дело не в	3	1
56	он не только	1	1
57	не может быть	3	1
58	как и в	2	1
