N	2gram	Potebnia_M_4	Problemy
1	и в	23	43
2	и не	18	29
3	может быть	26	23
4	как бы	5	22
5	не может	11	18
6	в пределах	1	16
7	как и	14	14
8	но и	11	14
9	и т	7	13
10	в этом	23	13
11	точки зрения	4	13
12	что он	4	13
13	в нем	7	12
14	в одном	4	12
15	слова в	3	12
16	слова и	5	12
17	не только	10	11
18	в каждом	3	11
19	не в	11	11
20	по себе	11	11
21	и на	3	10
22	но в	8	10
23	как мы	2	10
24	в его	5	10
25	прежде всего	1	10
26	в сущности	2	9
27	еще не	3	9
28	он не	2	9
29	слово и	3	9
30	никогда не	3	9
31	в большинстве	2	9
32	т п	4	9
33	то же	14	8
34	слово не	1	8
35	лишь в	3	8
36	для него	5	8
37	с точки	3	8
38	и его	2	8
39	большинстве случаев	2	8
40	или в	1	8
41	слово в	4	8
42	перед нами	1	7
43	в самом	3	7
44	в то	4	7
45	слова с	3	7
46	и сам	1	7
47	в другом	1	7
48	до сих	4	7
49	а не	12	7
50	что же	5	7
51	сих пор	4	7
52	то что	29	7
53	так сказать	5	6
54	при этом	15	6
55	к одному	3	6
56	не как	2	6
57	в этих	3	6
58	что я	11	6
59	о нем	1	6
60	в том	23	6
61	в котором	4	6
62	у него	1	6
63	и все	4	6
64	сам по	4	5
65	самом деле	3	5
66	нам кажется	2	5
67	к другому	1	5
68	но не	1	5
69	по отношению	10	5
70	хотя и	5	5
71	в себе	14	5
72	все эти	3	5
73	на то	7	5
74	да и	4	5
75	таким образом	24	5
76	и с	4	5
77	было бы	8	5
78	рядом с	1	5
79	в слове	22	5
80	это слово	4	5
81	у меня	1	5
82	самим собою	1	5
83	в речи	3	5
84	о том	8	5
85	и что	7	5
86	же время	3	5
87	к нему	5	5
88	слово с	6	5
89	так что	5	5
90	вовсе не	7	5
91	в той	4	5
92	все это	5	5
93	а что	2	5
94	бы в	2	5
95	а в	5	5
96	отношению к	8	5
97	и до	3	4
98	а как	2	4
99	мы не	8	4
100	я не	2	4
101	во всех	1	4
102	отличие от	1	4
103	там где	3	4
104	в своем	8	4
105	словом в	1	4
106	в произведении	1	4
107	т д	3	4
108	если же	4	4
109	человека в	2	4
110	может стать	1	4
111	в них	3	4
112	далеко не	1	4
113	между собою	4	4
114	должно быть	5	4
115	во время	2	4
116	в своей	1	4
117	но он	1	4
118	их в	3	4
119	том же	2	4
120	слово как	1	4
121	в самой	2	4
122	или как	1	4
123	к тому	3	4
124	на предмет	1	4
125	и это	2	4
126	в словах	1	4
127	из одного	3	4
128	по мере	7	4
129	слово может	1	4
130	этот вопрос	3	4
131	только в	15	4
132	так как	14	4
133	одном слове	1	4
134	с другой	2	4
135	на этот	2	4
136	то есть	34	4
137	не могут	2	4
138	и нет	1	4
139	но это	3	4
140	между ними	4	4
141	что в	17	4
142	себя как	1	3
143	в приведенном	1	3
144	должна быть	1	3
145	мы уже	3	3
146	той же	3	3
147	что если	6	3
148	в единстве	1	3
149	не была	1	3
150	в виду	3	3
151	он сам	1	3
152	что так	2	3
153	за пределы	1	3
154	кроме того	3	3
155	и к	6	3
156	еще один	1	3
157	только на	4	3
158	глубины души	1	3
159	есть конечно	1	3
160	это не	7	3
161	эту минуту	1	3
162	и их	3	3
163	в их	1	3
164	образом и	1	3
165	даже в	2	3
166	в одно	1	3
167	в отношении	1	3
168	она не	2	3
169	на два	1	3
170	того и	1	3
171	ничего не	1	3
172	слова как	1	3
173	во всем	1	3
174	для другого	1	3
175	могут быть	7	3
176	той или	1	3
177	не менее	5	3
178	но при	1	3
179	в себя	1	3
180	можно было	2	3
181	так и	6	3
182	если бы	13	3
183	и даже	2	3
184	с ним	5	3
185	и здесь	2	3
186	в различных	2	3
187	между тем	9	3
188	что и	7	3
189	и только	3	3
190	другого в	1	3
191	здесь в	1	3
192	и следовательно	3	3
193	образом как	1	3
194	его в	4	3
195	тот же	2	3
196	есть в	5	3
197	уже не	3	3
198	в виде	2	3
199	тем что	10	3
200	к самому	1	3
201	жизнь слова	1	3
202	в человеке	1	3
203	но для	1	3
204	все же	1	3
205	и для	2	3
206	сознания и	1	3
207	слов с	1	3
208	в эту	1	3
209	не знает	1	3
210	другой стороны	1	3
211	в такие	1	3
212	того же	1	3
213	в последнем	1	3
214	есть и	2	3
215	самосознания и	1	3
216	же нам	1	2
217	а между	4	2
218	ту же	3	2
219	человека и	3	2
220	словом как	1	2
221	от предшествующих	1	2
222	тем же	1	2
223	словами в	2	2
224	себе как	1	2
225	не во	1	2
226	и о	4	2
227	вопрос о	2	2
228	бы ни	2	2
229	от друга	1	2
230	мы и	2	2
231	то это	8	2
232	себе что	1	2
233	в каждой	1	2
234	собою и	2	2
235	и говорить	2	2
236	и сами	2	2
237	не нужно	2	2
238	быть в	1	2
239	этих случаях	2	2
240	но конечно	1	2
241	друг к	1	2
242	он говорит	1	2
243	себе он	1	2
244	же она	1	2
245	нужно быть	1	2
246	отношение к	2	2
247	друг от	1	2
248	как в	7	2
249	с этим	7	2
250	которому оно	1	2
251	как нам	1	2
252	и слова	2	2
253	и как	2	2
254	его к	2	2
255	в первом	3	2
256	та же	1	2
257	бы и	5	2
258	что это	7	2
259	сказать о	1	2
260	бы не	3	2
261	из этих	2	2
262	им в	1	2
263	но на	1	2
264	на одну	1	2
265	и еще	1	2
266	на том	2	2
267	оно должно	1	2
268	но все	1	2
269	об этом	2	2
270	из них	1	2
271	к другу	1	2
272	входит в	1	2
273	ко второму	2	2
274	он есть	1	2
275	известно что	6	2
276	слова что	1	2
277	одна и	2	2
278	мы с	1	2
279	слово а	1	2
280	том что	12	2
281	и при	2	2
282	что такое	7	2
283	в такой	1	2
284	сам и	1	2
285	в которых	3	2
286	мысли и	7	2
287	значение для	1	2
288	и другого	1	2
289	но эта	2	2
290	что этот	1	2
