N	3gram	Ircho_Kome_3	Myslijsy
1	по отношению к	3	13
2	в том что	9	13
3	тем не менее	3	6
4	и в этом	1	6
5	с другой стороны	2	5
6	в свою очередь	6	4
7	и т д	1	4
8	подобно тому как	1	3
9	с точки зрения	3	3
10	с одной стороны	3	3
11	то же время	4	3
12	с самого начала	4	3
13	так и в	1	3
14	что и в	2	3
15	в то же	4	3
16	таким образом что	1	2
17	со стороны других	1	2
18	бы то ни	2	2
19	по крайней мере	1	2
20	к тому что	1	2
21	и с этой	2	2
22	для того чтобы	6	2
23	не нуждается в	1	2
24	и т п	3	2
25	если бы не	1	2
26	друг от друга	1	2
27	но и все	1	1
28	и для самого	1	1
29	не говоря уже	1	1
30	в себе самом	1	1
31	ни малейшего сомнения	1	1
32	в ответ на	1	1
33	одной стороны и	1	1
34	остается в стороне	1	1
35	говоря уже о	1	1
36	в этом отношении	2	1
37	до сих пор	9	1
38	и не нуждается	1	1
39	может быть только	1	1
40	с этой точки	1	1
41	не в состоянии	1	1
42	не без основания	1	1
43	более или менее	1	1
44	то ни было	2	1
45	что мы не	1	1
46	в связи с	3	1
47	но при этом	1	1
48	и в отношении	1	1
49	потому что при	1	1
50	это не так	1	1
51	и совершенно не	1	1
52	таким же образом	1	1
53	то ни в	1	1
54	к лицу с	1	1
55	во всяком случае	3	1
56	зависящее от людей	1	1
57	сознательной или бессознательной	1	1
58	в то время	2	1
59	после того как	1	1
60	о том что	4	1
61	этой точки зрения	1	1
62	и тем более	1	1
63	вопрос о том	1	1
64	не менее в	1	1
65	но все же	2	1
66	на то что	1	1
67	со стороны его	1	1
68	в каждом из	1	1
69	в первом случае	1	1
70	друг за другом	1	1
71	но едва ли	1	1
72	этой группы только	1	1
73	лицом к лицу	1	1
74	друг друга и	1	1
