N	2gram	Losev_Dial_4	Literetu
1	а не	18	20
2	и в	15	19
3	может быть	17	17
4	то же	9	12
5	и не	30	11
6	как и	7	10
7	в том	11	10
8	но и	4	10
9	в этом	11	9
10	в то	6	9
11	же время	6	9
12	не может	11	9
13	не только	8	8
14	и даже	6	8
15	с другой	1	8
16	том что	10	7
17	так и	5	7
18	с одной	1	7
19	то что	16	7
20	и на	5	6
21	в себе	8	6
22	при этом	2	6
23	однако в	2	6
24	не менее	2	6
25	себя в	2	6
26	я не	5	5
27	он не	1	5
28	одна из	1	5
29	в качестве	2	5
30	для всех	3	5
31	у нас	3	5
32	на фоне	1	5
33	того что	13	5
34	вместе с	2	5
35	я и	1	4
36	в сфере	5	4
37	но тем	1	4
38	мы не	9	4
39	так что	6	4
40	отнюдь не	4	4
41	едва ли	3	4
42	человека в	1	4
43	точки зрения	14	4
44	не в	8	4
45	даже в	1	4
46	в области	3	4
47	ли не	1	4
48	в ней	5	4
49	в его	4	4
50	один из	4	4
51	и других	1	4
52	тем что	2	4
53	прежде всего	11	4
54	в частности	2	4
55	жизни в	1	4
56	другой стороны	2	4
57	жизни и	4	4
58	что в	7	4
59	речь идет	1	3
60	и то	3	3
61	идет о	1	3
62	в сущности	5	3
63	и он	1	3
64	во всех	2	3
65	как к	1	3
66	в этой	4	3
67	то и	2	3
68	в нем	5	3
69	всех своих	1	3
70	мы с	1	3
71	такой же	1	3
72	в их	3	3
73	с точки	9	3
74	тем самым	3	3
75	вплоть до	1	3
76	никогда не	2	3
77	ничего не	17	3
78	и его	7	3
79	личности в	5	3
80	данном случае	1	3
81	в себя	5	3
82	и с	4	3
83	быть может	1	3
84	но с	1	3
85	а в	1	3
86	так как	14	3
87	себе и	2	3
88	со стороны	3	3
89	не знали	1	3
90	и жизни	2	3
91	в данном	3	3
92	а именно	6	3
93	по существу	1	3
94	но это	4	3
95	и для	5	3
96	и как	4	3
97	что он	7	3
98	о себе	1	3
99	как на	1	3
100	себя как	3	2
101	и т	17	2
102	же как	1	2
103	той же	5	2
104	из своих	1	2
105	с ее	10	2
106	из того	1	2
107	к своему	2	2
108	но как	2	2
109	есть по	2	2
110	очевидно что	1	2
111	в истории	3	2
112	все же	2	2
113	и наконец	3	2
114	но в	3	2
115	в противоположность	2	2
116	то в	5	2
117	в нашем	1	2
118	как он	1	2
119	в океане	1	2
120	о которой	1	2
121	подобно тому	4	2
122	на этом	3	2
123	не бывает	1	2
124	одно и	1	2
125	искусство не	1	2
126	в жизни	5	2
127	в них	2	2
128	все равно	2	2
129	с этой	2	2
130	с тем	4	2
131	и еще	1	2
132	как бы	14	2
133	и без	2	2
134	с идеей	1	2
135	что я	5	2
136	такую же	1	2
137	что было	2	2
138	тем не	2	2
139	по крайней	7	2
140	не раз	2	2
141	не по	2	2
142	в основе	10	2
143	но только	5	2
144	уже о	4	2
145	могут быть	3	2
146	даже и	3	2
147	для того	5	2
148	с образом	1	2
149	в виду	9	2
150	говоря уже	3	2
151	не могу	1	2
152	в ее	2	2
153	это как	2	2
154	еще не	4	2
155	для этого	2	2
156	о том	5	2
157	картина мира	1	2
158	и что	9	2
159	и только	2	2
160	крайней мере	7	2
161	не более	1	2
162	в него	1	2
163	было бы	9	2
164	тот же	1	2
165	одной из	2	2
166	потому что	10	2
167	уже не	9	2
168	уже в	1	2
169	с другим	1	2
170	речь в	1	2
171	из них	2	2
172	был бы	2	2
173	одно из	1	2
174	не так	1	2
175	в одном	4	2
176	в конце	1	2
177	что и	6	2
178	вовсе не	6	2
179	как раз	4	2
180	я вижу	2	2
181	себя и	3	2
182	что не	3	2
183	выше и	1	2
184	не было	2	2
185	мы сами	1	2
186	до конца	1	2
187	поскольку речь	1	2
188	него не	1	2
189	мира в	1	2
190	как это	2	2
191	жизни а	1	2
192	из которых	3	2
193	к жизни	3	2
194	а если	3	2
195	тому как	4	2
196	это его	1	2
197	сравнении с	2	2
198	на свете	4	2
199	быть не	2	2
200	этом случае	1	2
201	и нет	3	2
202	при всем	1	2
203	не является	1	2
204	в результате	6	2
205	хотя бы	4	2
206	с ним	3	2
207	не говоря	3	2
208	из тех	1	2
209	не знает	1	2
210	в сравнении	3	2
211	в свое	2	2
212	сила и	2	2
213	себе не	2	2
214	в своих	1	2
215	все что	2	2
216	знает как	1	1
217	отношения к	3	1
218	потом и	1	1
219	ныне и	1	1
220	это и	9	1
221	исходит из	1	1
222	должна быть	7	1
223	не пошел	1	1
224	его что	1	1
225	вижу я	2	1
226	мы имеем	5	1
227	и само	2	1
228	как мы	1	1
229	что уже	2	1
230	которая отнюдь	1	1
231	он как	1	1
232	сущности своей	2	1
233	личности с	3	1
234	к общему	1	1
235	оказывается что	4	1
236	не от	1	1
237	и этого	1	1
238	он сам	1	1
239	за это	1	1
