N	2gram	Trubetskoy_1	Dialekti
1	не есть	2	54
2	и не	8	27
3	а не	1	26
4	точки зрения	13	25
5	и в	23	24
6	не только	7	23
7	что такое	1	21
8	не может	17	19
9	ничего не	1	17
10	и что	8	15
11	что все	5	14
12	с точки	8	14
13	то что	18	14
14	в таком	4	14
15	таким образом	31	13
16	что он	7	13
17	вовсе не	2	13
18	может быть	16	13
19	и даже	1	13
20	что это	5	12
21	есть только	1	12
22	того что	6	12
23	но тогда	3	11
24	не менее	7	11
25	не имеет	1	11
26	что же	2	11
27	в сущности	2	10
28	отнюдь не	2	10
29	тем не	4	10
30	только не	2	10
31	есть не	1	9
32	то это	1	9
33	что она	1	9
34	но и	9	9
35	нет ничего	1	9
36	в этом	12	8
37	и как	1	8
38	это есть	4	8
39	отличается от	6	8
40	так что	5	8
41	в виде	4	8
42	прежде всего	3	8
43	что мы	4	8
44	том что	19	8
45	если же	3	8
46	это и	1	7
47	в самом	8	7
48	как и	9	7
49	никогда не	4	7
50	потому что	9	7
51	что оно	3	7
52	ясно что	8	7
53	в виду	2	7
54	другими словами	2	7
55	только на	1	7
56	даже и	1	7
57	ничем не	4	7
58	что в	8	7
59	самом деле	12	6
60	должна быть	5	6
61	я не	2	6
62	иное как	1	6
63	то же	4	6
64	и с	5	6
65	если бы	8	6
66	что и	7	6
67	и только	2	6
68	о том	7	6
69	и жизни	1	6
70	так как	7	6
71	и пр	1	6
72	и все	7	6
73	все это	11	6
74	кроме того	1	6
75	но если	2	6
76	вопрос о	3	5
77	что его	4	5
78	хотя и	4	5
79	и к	5	5
80	есть ли	1	5
81	он не	3	5
82	по крайней	1	5
83	одно и	1	5
84	так и	10	5
85	было бы	3	5
86	в них	2	5
87	мы не	1	5
88	в том	30	5
89	есть всегда	1	5
90	можно ли	2	5
91	в то	6	5
92	тогда когда	3	5
93	и притом	1	5
94	и сама	1	5
95	и его	1	5
96	только в	6	5
97	уже не	1	5
98	одно из	3	5
99	крайней мере	1	5
100	как же	1	5
101	что для	4	5
102	с этой	3	5
103	не отличается	1	5
104	всякого другого	1	5
105	или не	1	5
106	или нет	1	5
107	жизни и	2	5
108	как на	4	5
109	все остальное	1	4
110	и то	4	4
111	время как	1	4
112	говорить о	2	4
113	мы и	2	4
114	нет и	1	4
115	в истории	3	4
116	конечно не	3	4
117	это не	3	4
118	истории и	1	4
119	на первый	2	4
120	от себя	2	4
121	тому что	2	4
122	как о	1	4
123	без веры	1	4
124	если только	1	4
125	от того	3	4
126	не могут	4	4
127	и это	3	4
128	чтобы быть	2	4
129	то время	2	4
130	можно только	1	4
131	жизнь и	3	4
132	к тому	8	4
133	с другой	6	4
134	для него	2	4
135	или иной	1	4
136	у нас	3	4
137	так же	8	4
138	говорить что	3	4
139	хотя бы	4	4
140	только что	3	4
141	сказать что	1	4
142	была бы	1	3
143	из самых	1	3
144	мы уже	4	3
145	той же	1	3
146	и тут	1	3
147	но даже	3	3
148	зависимости от	1	3
149	и на	6	3
150	при условии	2	3
151	и я	1	3
152	что именно	1	3
153	с этим	11	3
154	в своем	10	3
155	только тогда	2	3
156	все же	13	3
157	перед нами	1	3
158	то ясно	4	3
159	все эти	19	3
160	тем более	3	3
161	на то	9	3
162	в нем	3	3
163	он должен	2	3
164	в силу	7	3
165	не будет	5	3
166	он есть	1	3
167	на свои	1	3
168	он и	1	3
169	должно быть	4	3
170	как все	1	3
171	и без	5	3
172	не в	8	3
173	того кто	1	3
174	из которых	4	3
175	тем самым	3	3
176	она не	2	3
177	одна из	2	3
178	в основе	2	3
179	на себя	1	3
180	же время	2	3
181	во всем	3	3
182	уже и	3	3
183	должны быть	3	3
184	из двух	2	3
185	быть может	1	3
186	это было	1	3
187	к нему	2	3
188	не надо	1	3
189	быть и	5	3
190	и ее	2	3
191	с одной	3	3
192	есть в	2	3
193	утверждают что	1	3
194	то и	2	3
195	при помощи	3	3
196	из них	5	3
197	мы знаем	10	3
198	друг друга	2	3
199	случае не	1	3
200	тем что	1	3
201	для того	8	3
202	именно как	1	3
203	мы воспринимаем	1	3
204	эти две	1	3
205	одинаковой мере	1	3
206	не было	2	3
207	может ли	1	3
208	одной стороны	2	3
209	а если	1	3
210	как бы	10	3
211	итак если	1	3
212	и от	5	3
213	не знает	2	3
214	все что	9	3
215	я и	1	2
216	также и	2	2
217	например в	1	2
218	же как	3	2
219	в частности	2	2
220	а из	1	2
221	от самого	1	2
222	в первом	1	2
223	исходит из	1	2
224	в зависимости	1	2
225	если я	1	2
226	что если	3	2
227	социальная среда	1	2
228	так чтобы	2	2
229	в разные	1	2
230	из того	4	2
231	в ней	3	2
232	и говорить	3	2
233	начало и	6	2
234	двух или	3	2
235	еще не	5	2
236	бы то	2	2
237	с его	1	2
238	основано на	5	2
239	но не	2	2
240	в особом	1	2
241	и где	2	2
242	целый ряд	4	2
243	но в	4	2
244	то в	2	2
245	ни один	3	2
246	из этих	8	2
247	в себе	5	2
248	тому же	6	2
249	но на	2	2
250	и если	6	2
251	при этом	9	2
252	раз навсегда	1	2
253	перестает быть	1	2
254	и вот	1	2
255	что у	2	2
256	и по	3	2
257	на этом	2	2
258	людей и	1	2
259	но совершенно	1	2
260	есть ничто	1	2
261	в человечестве	1	2
262	обе стороны	1	2
263	надеяться на	1	2
264	чаще всего	1	2
265	только одно	2	2
266	она и	1	2
267	на основании	1	2
268	этого не	1	2
269	во внимание	2	2
270	и уже	2	2
271	несмотря на	6	2
272	же они	1	2
273	всяком случае	2	2
274	в их	4	2
275	и эти	1	2
276	их в	2	2
277	что этот	1	2
278	с которой	1	2
279	если их	1	2
280	на котором	1	2
281	что их	3	2
282	тогда и	1	2
283	иметь в	1	2
284	следовательно и	1	2
285	а для	2	2
286	говорят что	1	2
287	очень мало	2	2
288	отдельных единиц	1	2
289	как не	2	2
290	не вполне	3	2
291	уже о	1	2
292	могут быть	1	2
293	для себя	2	2
294	как мы	2	2
295	не забудем	1	2
296	говоря уже	1	2
297	так в	1	2
298	ноги и	1	2
299	как с	1	2
300	отличаться от	1	2
301	для этого	7	2
302	и вообще	3	2
303	и нужно	1	2
304	никак не	1	2
305	ее от	1	2
306	в его	5	2
307	как объяснить	1	2
308	и следовательно	1	2
309	тех пор	2	2
310	людьми то	1	2
311	в вопросе	2	2
312	даже если	2	2
313	и тем	1	2
314	тот или	1	2
315	же и	1	2
316	и у	4	2
317	никто не	2	2
318	у него	5	2
319	как историю	1	2
320	так или	5	2
321	со стороны	1	2
322	или иначе	5	2
323	именно в	5	2
324	а именно	1	2
325	еще и	1	2
326	себя и	2	2
327	только к	1	2
328	мы утверждаем	1	2
329	зависит от	1	2
330	веру и	1	2
331	вопросе о	2	2
332	однако не	1	2
333	но как	2	2
334	исходит от	1	2
335	меньше чем	2	2
336	и потому	3	2
337	в данном	3	2
338	с тех	1	2
339	по существу	6	2
340	быть не	1	2
341	в который	1	2
342	но для	2	2
343	и для	6	2
344	для нас	3	2
345	из себя	10	2
346	бы в	3	2
347	в одинаковой	1	2
348	зрения в	1	2
349	а в	3	2
350	не говоря	1	2
351	другой стороны	5	2
352	совершенно не	3	2
353	по одному	3	2
354	из этого	6	2
355	тогда не	1	2
356	но еще	1	2
357	своих частей	1	2
358	точно так	1	2
359	ее в	1	2
360	в своих	2	2
361	они не	2	2
362	во всяком	2	2
363	этой точки	1	2
364	от этой	1	1
365	ту же	2	1
366	говоря о	1	1
367	же еще	1	1
368	на самом	7	1
369	он может	1	1
370	сил и	2	1
371	основан на	1	1
372	и так	2	1
373	по которым	1	1
374	культура не	1	1
375	можно лишь	2	1
376	что эти	2	1
377	ведь и	1	1
378	высшей степени	1	1
379	находимся в	1	1
380	и должен	1	1
381	по его	2	1
382	а как	1	1
383	из всего	1	1
384	разные типы	1	1
385	ответить на	2	1
386	на место	1	1
387	иной чем	2	1
388	в учении	1	1
389	отдельных частей	1	1
390	же что	2	1
391	никакой нет	1	1
392	ибо это	1	1
393	и самого	1	1
394	и этого	1	1
395	и пользу	1	1
396	так если	1	1
397	и понимает	1	1
398	во всех	10	1
399	то очевидно	3	1
400	а следовательно	1	1
401	а только	1	1
402	не то	3	1
403	друг на	1	1
404	культуру и	4	1
405	в общем	6	1
406	тогда как	6	1
407	более как	2	1
408	себе и	1	1
409	и будет	2	1
410	отличаются от	1	1
411	из таких	2	1
412	и нам	1	1
413	разные стадии	1	1
414	если она	1	1
415	независимо от	2	1
416	выйти из	1	1
417	как к	5	1
418	что как	4	1
419	понимать в	1	1
420	помнить что	1	1
421	с понятием	1	1
422	и наконец	3	1
423	признавая их	1	1
424	более или	7	1
425	я совершенно	1	1
426	от этого	1	1
427	в этот	1	1
428	со своей	1	1
429	не приходится	1	1
430	та же	3	1
431	в которой	5	1
432	то я	1	1
433	во многих	1	1
434	если мы	4	1
435	не сделал	1	1
436	только один	2	1
437	если он	2	1
438	они совершенно	1	1
439	после этого	1	1
440	мы можем	6	1
441	при виде	2	1
442	всех этих	4	1
443	чем у	8	1
444	не к	1	1
445	a и	1	1
446	в корне	1	1
447	мало того	4	1
448	как от	1	1
449	из него	2	1
450	что ни	1	1
451	его можно	1	1
452	от нее	2	1
453	то ни	3	1
454	одна на	1	1
455	факт что	4	1
456	и может	3	1
457	они должны	3	1
458	в совершенно	3	1
459	в мире	6	1
460	таком же	2	1
461	ценности и	2	1
462	его в	5	1
463	знает что	1	1
464	общества в	1	1
465	чтобы все	3	1
466	на почве	3	1
467	всю свою	1	1
468	в ином	1	1
469	только лишь	1	1
470	нет в	2	1
471	далеко не	5	1
472	на друга	1	1
473	которой он	1	1
474	понимает в	1	1
475	между собою	5	1
476	этом я	1	1
477	с такой	1	1
478	в чистом	1	1
479	и создают	1	1
480	существу совершенно	1	1
481	такой же	2	1
482	лучше всего	1	1
483	и ко	1	1
484	школы и	1	1
485	невозможна и	1	1
486	или менее	7	1
487	общества и	1	1
488	нас не	1	1
489	в отношении	1	1
490	и помимо	1	1
491	в такой	4	1
492	в котором	2	1
493	бы к	1	1
494	то для	1	1
