N	2gram	Propp_Isto_4	OGranits
1	и в	26	13
2	и его	10	12
3	прежде всего	1	9
4	может быть	14	8
5	не может	6	8
6	и не	9	8
7	в его	5	7
8	и их	2	7
9	и пр	11	7
10	точки зрения	1	7
11	только в	3	6
12	как бы	3	6
13	не только	15	6
14	то что	16	6
15	мы должны	5	6
16	таким образом	10	6
17	все же	9	5
18	и наконец	1	5
19	хотя бы	2	5
20	мы не	1	4
21	но мы	3	4
22	но в	5	4
23	мы можем	6	4
24	то же	8	4
25	лишь в	2	4
26	в своей	4	4
27	было бы	2	4
28	все это	2	4
29	вряд ли	1	3
30	связана с	2	3
31	и то	6	3
32	в пределах	1	3
33	так и	10	3
34	при анализе	1	3
35	общего с	1	3
36	с этим	2	3
37	в себе	2	3
38	не как	1	3
39	в одном	5	3
40	так как	9	3
41	одно и	1	3
42	здесь мы	2	3
43	но и	12	3
44	как и	7	3
45	и уже	1	3
46	что же	1	3
47	не в	5	3
48	но для	2	3
49	никогда не	2	3
50	и все	2	3
51	превращается в	7	3
52	что в	14	3
53	поставить вопрос	2	3
54	ничего общего	1	3
55	и др	5	2
56	данном случае	3	2
57	зависимости от	1	2
58	и может	1	2
59	роль в	1	2
60	которое может	1	2
61	мы уже	5	2
62	те же	3	2
63	есть не	1	2
64	мог бы	1	2
65	если бы	2	2
66	что иное	3	2
67	иное как	3	2
68	не что	3	2
69	себе что	1	2
70	в ней	1	2
71	а также	3	2
72	в чем	1	2
73	в языке	2	2
74	что они	6	2
75	и следовательно	1	2
76	его на	4	2
77	как в	7	2
78	в данном	3	2
79	в этом	7	2
80	но так	1	2
81	в том	3	2
82	мы видим	6	2
83	тот же	1	2
84	с ними	5	2
85	в этот	4	2
86	в целом	2	2
87	и тем	2	2
88	все эти	3	2
89	думать что	1	2
90	уже в	2	2
91	мы получим	1	2
92	в нем	2	2
93	связанные с	3	2
94	при этом	3	2
95	в другом	5	2
96	вовсе не	4	2
97	в зависимости	1	2
98	тем что	5	2
99	в них	1	2
100	связанных с	2	2
101	в области	2	2
102	с другой	4	2
103	всей своей	1	2
104	а как	2	2
105	может стать	1	2
106	мы считаем	2	2
107	материал в	1	2
108	не на	3	2
109	а не	6	2
110	другой стороны	4	2
111	с живого	1	2
112	там где	3	2
113	не мог	3	2
114	в связи	2	2
115	этот материал	2	2
116	том что	3	2
117	с помощью	2	2
118	от своего	3	2
119	и при	3	2
120	так же	18	2
121	своего рода	1	2
122	в тех	4	2
123	с этой	2	2
124	не менее	2	2
125	что эта	3	2
126	не имеет	3	2
127	их функций	2	2
128	пути к	1	2
129	бы в	1	2
130	и является	1	2
131	во всем	3	2
132	а в	8	2
133	и к	1	2
134	могут быть	6	2
135	в своих	1	2
136	к тому	1	2
137	и это	1	1
138	эти функции	1	1
139	предметов а	1	1
140	одним из	1	1
141	же как	13	1
142	упорно не	1	1
143	в виду	1	1
144	на нем	5	1
145	в некоторых	5	1
146	на основе	1	1
147	уже к	1	1
148	это и	5	1
149	и есть	2	1
150	новые функции	1	1
151	в индии	1	1
152	или иная	1	1
153	он всегда	3	1
154	не имеют	1	1
155	на том	2	1
156	в образе	3	1
157	особенно в	1	1
158	в борьбе	1	1
159	отождествляется с	1	1
160	здесь нет	1	1
161	возразить что	1	1
162	или на	2	1
163	на материале	1	1
164	мы имеем	7	1
165	содержания в	1	1
166	может входить	1	1
167	вопрос о	4	1
168	это они	1	1
169	для этого	1	1
170	по себе	2	1
171	по мере	1	1
172	это обычно	2	1
173	его за	1	1
174	на себя	4	1
175	с ее	1	1
176	но даже	1	1
177	ему в	2	1
178	то это	5	1
179	не совсем	1	1
180	есть акт	1	1
181	видели как	2	1
182	он пытается	1	1
183	и он	3	1
184	внимание на	1	1
185	другими словами	2	1
186	и что	5	1
187	еще не	6	1
188	эту связь	4	1
189	в широком	1	1
190	пр на	1	1
191	в различных	1	1
192	то мы	2	1
193	и специфические	1	1
194	к нему	6	1
195	но не	5	1
196	а у	2	1
197	то он	1	1
198	переходит в	3	1
199	отношение к	2	1
200	тут же	2	1
201	или иное	1	1
202	в другой	3	1
203	материал который	1	1
204	на то	3	1
205	в истории	2	1
206	в одной	3	1
207	эта связь	5	1
208	явление и	1	1
209	в своем	2	1
210	по своей	2	1
211	один из	1	1
212	привела его	1	1
213	которые и	1	1
214	тех случаях	2	1
215	и как	5	1
216	его к	3	1
217	одной из	1	1
218	этот вопрос	2	1
219	что он	10	1
220	может привести	1	1
221	всем разнообразии	1	1
222	в ригведе	1	1
223	или же	3	1
224	так в	4	1
225	в этой	2	1
226	значение так	1	1
227	в дальнейшем	6	1
228	есть чисто	1	1
229	и тот	2	1
230	конечно не	2	1
231	можно установить	1	1
232	не можем	1	1
233	нам как	1	1
234	и у	5	1
235	только на	1	1
236	в нашей	1	1
237	наук в	1	1
238	и если	3	1
239	этот момент	2	1
240	что она	3	1
241	не из	1	1
242	и других	3	1
243	на эту	1	1
244	его и	2	1
245	уже видели	1	1
246	одно из	1	1
247	и социальной	1	1
248	в узком	1	1
249	в виде	2	1
250	он весь	1	1
251	как их	1	1
252	и один	1	1
253	одном случае	3	1
254	только с	2	1
255	из него	1	1
256	еще одну	1	1
257	подобно тому	1	1
258	на этом	2	1
259	людей и	1	1
260	не обязательна	1	1
261	или иных	1	1
262	входящих в	1	1
263	и вместе	1	1
264	не должно	1	1
265	даже и	2	1
266	в особенности	2	1
267	в совершенно	1	1
268	к другому	1	1
269	на все	1	1
270	и здесь	5	1
271	его в	9	1
272	как к	1	1
273	говорить и	1	1
274	к которому	1	1
275	как же	1	1
276	он все	1	1
277	еще одно	1	1
278	в параллель	1	1
279	что мы	3	1
280	обратиться к	1	1
281	этом мы	1	1
282	образом мы	1	1
283	о которых	1	1
284	не было	1	1
285	она и	1	1
286	а на	4	1
287	которые не	1	1
288	у других	1	1
289	не всегда	6	1
290	которой он	2	1
291	он и	1	1
292	и превращения	1	1
293	фигурирует в	1	1
294	долгое время	1	1
295	с миром	3	1
296	понятие о	1	1
297	для человека	1	1
298	такой же	1	1
299	и тогда	1	1
300	есть одно	1	1
301	вступает в	1	1
302	связь с	12	1
303	но если	1	1
304	на который	1	1
305	при изучении	2	1
306	наконец даже	1	1
307	как это	3	1
308	теперь к	1	1
309	то можно	1	1
310	здесь уже	1	1
311	представление о	1	1
312	в которых	4	1
313	не какого-нибудь	1	1
314	бы мы	2	1
315	он говорит	2	1
316	к этому	5	1
317	такого рода	2	1
318	составить предмет	1	1
319	тому как	1	1
320	и вот	2	1
321	объединены в	1	1
322	и там	2	1
323	тем не	2	1
324	в эпоху	1	1
325	и более	3	1
326	их в	7	1
327	и наоборот	2	1
328	в человеческом	4	1
329	своего исследователя	1	1
330	где нет	1	1
331	только одного	1	1
332	этого слова	2	1
333	тому что	1	1
334	душа и	1	1
335	нет никакого	1	1
336	быть и	1	1
337	вплоть до	1	1
338	но это	3	1
339	груди и	1	1
340	о значении	1	1
341	в начале	1	1
342	и другое	1	1
343	одну особенность	1	1
344	вошла в	1	1
345	в то	1	1
346	одна из	2	1
347	которых он	1	1
348	случаях когда	3	1
349	формы и	2	1
350	и становится	1	1
351	или в	3	1
352	найти в	1	1
353	узком смысле	1	1
354	того как	4	1
355	именно с	1	1
356	находятся в	1	1
357	у некоторых	1	1
358	в основе	1	1
359	тем более	1	1
360	от него	2	1
361	исследователя но	1	1
362	это слово	1	1
363	только что	3	1
364	потому что	6	1
365	связи с	3	1
366	что вообще	1	1
367	эти три	1	1
368	до того	1	1
369	все функции	1	1
370	не вполне	1	1
371	об этом	7	1
372	это все	1	1
373	и несколько	1	1
374	не знает	1	1
375	сказать что	2	1
376	мы здесь	2	1
377	когда мы	1	1
378	во все	2	1
379	указать на	3	1
380	же самое	2	1
381	должны быть	1	1
382	вместе с	6	1
383	например в	3	1
384	по поводу	1	1
385	него а	1	1
386	что при	1	1
387	им и	1	1
388	они не	1	1
