N	3gram	Losev_Vlad_2	Mirosoze
1	не может быть	1	8
2	мужчины и женщины	1	4
3	для того чтобы	1	4
4	его отношение к	1	4
5	что иное как	1	3
6	до сих пор	1	3
7	в высшей степени	1	3
8	не что иное	1	3
9	также и в	1	2
10	и для него	1	2
11	но это не	1	2
12	может быть и	1	2
13	как бы его	2	2
14	о том что	3	2
15	после того как	2	2
16	в том что	9	2
17	но что это	1	1
18	потому что в	1	1
19	том что он	2	1
20	так и не	2	1
21	только тогда когда	1	1
22	с точки зрения	3	1
23	не могли быть	1	1
24	было для него	1	1
25	сам по себе	2	1
26	а также в	1	1
27	то в чем	1	1
28	а может быть	1	1
29	в этом отношении	1	1
30	во всех своих	1	1
31	на то что	2	1
32	он никогда не	2	1
33	никогда не мог	1	1
34	и он был	1	1
35	человек не может	2	1
36	что это за	1	1
37	для этого нужно	1	1
38	он уже не	2	1
39	чем вл соловьев	1	1
40	ни в какие	1	1
41	к которой мы	1	1
42	на эту тему	2	1
43	но тот кто	1	1
44	сих пор не	1	1
45	но сам он	1	1
46	не сказал ни	1	1
47	и в нем	1	1
48	чем у нас	1	1
49	совсем не было	1	1
50	в письме к	4	1
51	во всем и	1	1
52	в конце концов	3	1
