N	3gram	Kanaev_Sov_1	Myshleni
1	в том что	1	21
2	с точки зрения	5	18
3	с одной стороны	1	7
4	в зависимости от	4	6
5	в связи с	1	6
6	во всяком случае	2	6
7	не может быть	4	6
8	по отношению к	1	5
9	можно было бы	1	5
10	на этот вопрос	1	5
11	в процессе развития	1	5
12	в самом деле	1	4
13	в конечном счете	1	4
14	в отличие от	2	3
15	в данном случае	1	3
16	мы видели что	3	3
17	вместе с ним	1	3
18	мы не можем	6	3
19	на самом деле	1	2
20	в этом смысле	1	2
21	одной стороны и	1	2
22	то же самое	2	2
23	же самое что	1	2
24	друг с другом	2	2
25	каждая из этих	1	1
26	и все те	1	1
27	точки зрения и	1	1
28	мы видим не	1	1
29	не может не	3	1
30	дело в том	1	1
31	развития с точки	1	1
32	как и во	1	1
33	видели что это	1	1
34	один и тот	1	1
35	до сих пор	1	1
36	тот или иной	1	1
37	представление о том	1	1
38	развития той или	1	1
39	друг на друга	1	1
40	бы то ни	1	1
41	и речи мы	1	1
42	развития в зависимости	1	1
43	совершенно так же	1	1
44	но никогда не	1	1
45	по самому своему	1	1
46	в том случае	1	1
47	так как он	2	1
48	таким образом один	1	1
49	в ином направлении	1	1
50	не в том	1	1
51	сами по себе	1	1
52	в такой же	1	1
53	то ни было	1	1
54	мы не знаем	1	1
55	шаг за шагом	1	1
56	на этот раз	1	1
57	и тот же	1	1
58	тот факт что	1	1
59	том что эта	1	1
60	мы видели далее	1	1
61	не могут быть	1	1
62	все более и	1	1
63	и во всей	1	1
64	возникновения и развития	1	1
65	или как он	1	1
66	не опирается на	1	1
67	так же как	1	1
68	что же это	3	1
69	и все же	1	1
70	первое и основное	1	1
71	познания человека и	1	1
72	видели далее что	1	1
73	самому своему существу	1	1
74	она не может	1	1
75	хотим сказать что	1	1
76	дело идет о	1	1
77	с самого начала	3	1
78	более и более	1	1
79	с помощью которых	2	1
80	не хотим сказать	1	1
81	по его мнению	1	1
82	той или иной	1	1
83	но ведь это	1	1
84	же это не	1	1
85	когда мы говорим	1	1
86	окружающих его условий	1	1
87	из этих двух	1	1
88	в известном смысле	1	1
89	образом один и	1	1
90	в свое время	1	1
