N	3gram	Bakhtin_Pr_2	StatiiOP
1	в том что	1	11
2	и т п	9	6
3	не может быть	4	5
4	в этом смысле	2	4
5	по крайней мере	1	4
6	с точки зрения	8	4
7	то время как	2	4
8	во всяком случае	1	4
9	с другой стороны	3	4
10	о том что	1	4
11	в то время	2	4
12	прежде всего в	1	3
13	в конце концов	2	3
14	в связи с	1	3
15	то же время	5	3
16	на то что	2	3
17	в то же	5	3
18	но и в	1	2
19	до сих пор	7	2
20	и не в	1	2
21	и в этих	2	2
22	с одной стороны	1	2
23	на тему о	1	2
24	между тем как	1	2
25	но все же	2	2
26	тем не менее	2	2
27	и т д	4	2
28	можно сказать что	1	1
29	и всегда у	1	1
30	у пушкина но	1	1
31	не может не	1	1
32	время как в	1	1
33	иметь в виду	1	1
34	как и всегда	1	1
35	более или менее	3	1
36	на самом деле	1	1
37	в самом деле	4	1
38	но каждая из	1	1
39	так что он	1	1
40	то же самое	1	1
41	точку зрения на	1	1
42	бы совершенно иной	1	1
43	том что он	2	1
44	и в других	1	1
45	сам по себе	5	1
46	явления о которых	1	1
47	является одним из	1	1
48	так как его	1	1
49	точки зрения своей	1	1
50	в собственном смысле	1	1
51	и в речи	1	1
52	можно было бы	3	1
53	не укладывается в	2	1
54	есть не на	1	1
55	каждая из этих	1	1
56	и на другое	1	1
57	а как бы	1	1
58	на этой почве	1	1
59	и со всеми	1	1
60	и что он	1	1
61	в том же	1	1
62	на что другое	1	1
63	была бы совершенно	1	1
64	то что он	1	1
65	так или иначе	1	1
66	иной если бы	1	1
67	совершенно иной если	1	1
68	в той или	3	1
69	ни на что	1	1
70	т е как	1	1
71	этой точки зрения	1	1
72	во множественном числе	1	1
73	в одном из	1	1
74	не только не	1	1
75	т п в	1	1
76	той или иной	3	1
77	не менее в	1	1
78	а не на	1	1
79	в известной степени	1	1
80	все действующие лица	1	1
81	в другом случае	1	1
82	в позднейшем творчестве	1	1
83	и на почве	1	1
84	не знает что	1	1
85	что из этого	1	1
86	отношение к слову	1	1
87	сплошь да рядом	1	1
88	сказать что это	1	1
89	но здесь он	1	1
90	и в другом	1	1
