N	2gram	Propp_Morf_1	Istorich
1	и в	13	26
2	в сказке	15	23
3	т е	21	22
4	так как	16	18
5	мы имеем	9	14
6	потому что	3	13
7	и на	1	12
8	в этом	14	12
9	таким образом	21	12
10	змея и	2	12
11	в том	6	12
12	что в	8	12
13	может быть	52	11
14	и т	41	10
15	это царство	1	10
16	не только	4	10
17	том что	4	10
18	в образе	4	10
19	с другой	8	10
20	и не	12	10
21	еще не	3	9
22	а именно	1	9
23	что он	4	9
24	но и	4	9
25	все эти	2	8
26	все же	7	8
27	т д	39	8
28	змей в	1	8
29	другой стороны	4	8
30	например в	2	7
31	но в	2	7
32	здесь можно	3	7
33	мы можем	2	7
34	и его	1	7
35	о том	2	7
36	с одной	1	7
37	уже не	2	7
38	у него	1	7
39	одной стороны	1	7
40	мы уже	1	6
41	мы не	8	6
42	иное царство	5	6
43	как в	3	6
44	этот случай	5	6
45	после чего	2	6
46	в ином	2	6
47	в русской	1	6
48	и с	1	6
49	в виде	2	6
50	то что	8	6
51	и там	1	6
52	этом случае	8	6
53	ее в	1	6
54	не может	14	6
55	то же	7	5
56	сказке герой	1	5
57	не будет	1	5
58	чаще всего	7	5
59	и этим	5	5
60	как и	3	5
61	и что	2	5
62	в то	3	5
63	в иное	5	5
64	то это	3	5
65	очень часто	6	5
66	так и	6	5
67	в его	1	5
68	в приведенных	1	5
69	мы видим	13	5
70	только в	2	5
71	тем что	4	5
72	у нас	2	5
73	там где	5	5
74	как это	3	5
75	этот мотив	1	5
76	его в	2	5
77	как мы	6	4
78	с его	2	4
79	но как	2	4
80	царства и	1	4
81	со змеем	4	4
82	из этих	1	4
83	имеем в	6	4
84	на его	4	4
85	в мифах	1	4
86	и по	2	4
87	здесь мы	3	4
88	это не	6	4
89	и тем	2	4
90	с тем	2	4
91	не всегда	9	4
92	здесь же	3	4
93	в очень	1	4
94	совершенно ясно	1	4
95	но здесь	1	4
96	а также	4	4
97	что и	7	4
98	он имеет	1	4
99	в других	3	4
100	до сих	1	4
101	иногда это	1	4
102	прежде всего	9	4
103	вход в	1	4
104	одну из	1	4
105	как бы	3	4
106	в это	1	4
107	сих пор	1	4
108	но это	6	4
109	есть и	4	4
110	на своем	1	4
111	связана с	3	3
112	и то	1	3
113	там же	1	3
114	почти всегда	1	3
115	должна быть	1	3
116	время как	3	3
117	из которых	3	3
118	это еще	1	3
119	или иное	1	3
120	независимо от	3	3
121	тех случаях	2	3
122	и наконец	1	3
123	та же	2	3
124	в себе	1	3
125	если он	1	3
126	вообще не	1	3
127	что она	2	3
128	главным образом	4	3
129	при этом	1	3
130	если бы	2	3
131	и вот	1	3
132	так например	3	3
133	как указано	1	3
134	сказке о	1	3
135	в них	1	3
136	нет в	1	3
137	такой же	1	3
138	в своей	1	3
139	и ее	3	3
140	в одном	1	3
141	не в	3	3
142	их в	1	3
143	приводят к	1	3
144	она не	2	3
145	на котором	3	3
146	того как	2	3
147	вопрос не	2	3
148	к концу	1	3
149	не потому	1	3
150	могут быть	16	3
151	в сказках	3	3
152	по воздуху	2	3
153	приходит к	1	3
154	и другие	6	3
155	данном случае	1	3
156	то время	3	3
157	если они	2	3
158	имеется в	3	3
159	к заключению	1	3
160	от него	1	3
161	же можно	2	3
162	но так	1	3
163	один из	5	3
164	том как	1	3
165	и действительно	1	3
166	в качестве	5	3
167	не происходит	3	3
168	так что	1	3
169	что сказка	3	3
170	при помощи	9	3
171	коня и	2	3
172	ее не	1	3
173	от того	3	3
174	со стороны	3	3
175	далеко не	5	3
176	но есть	3	3
177	воды и	1	3
178	в частности	2	3
179	в него	1	3
180	предположить что	1	3
181	в данном	1	3
182	наряду с	5	3
183	в тех	6	3
184	заключению что	1	3
185	как будто	2	3
186	что здесь	1	3
187	кроме того	1	3
188	случаях когда	2	3
189	или в	4	3
190	вопрос о	7	3
191	на первый	3	3
192	а в	7	3
193	еще в	1	3
194	сказать что	2	3
195	из этого	1	3
196	этим объясняется	1	3
197	как на	1	3
198	к этому	3	3
199	они не	1	3
200	о змееборстве	1	2
201	только он	1	2
202	ту же	2	2
203	говорилось выше	1	2
204	в полночь	1	2
205	из его	2	2
206	оно может	3	2
207	что эти	2	2
208	большей частью	4	2
209	случай мы	3	2
210	через пасть	1	2
211	представляет собой	17	2
212	он был	1	2
213	из земли	1	2
214	но не	4	2
215	по отношению	4	2
216	тогда как	2	2
217	на то	2	2
218	в одной	1	2
219	с этим	11	2
220	дает нам	1	2
221	что касается	1	2
222	перед нами	10	2
223	целый ряд	3	2
224	к иному	1	2
225	и как	5	2
226	увидим что	1	2
227	что это	1	2
228	в этой	2	2
229	и до	1	2
230	но он	1	2
231	интересно что	1	2
232	на западе	1	2
233	он не	3	2
234	это явление	4	2
235	с этой	1	2
236	можно было	2	2
237	но все	3	2
238	же не	1	2
239	случай когда	1	2
240	его не	1	2
241	его имени	1	2
242	было бы	3	2
243	здесь нет	1	2
244	кажется что	1	2
245	по всему	2	2
246	ни в	1	2
247	тех которые	1	2
248	ни одной	1	2
249	вовсе не	4	2
250	и некоторые	1	2
251	или вообще	1	2
252	она в	2	2
253	установить что	1	2
254	в которых	2	2
255	не будем	4	2
256	образом и	1	2
257	которые в	1	2
258	можем наблюдать	1	2
259	однако в	2	2
260	что этот	1	2
261	на эти	1	2
262	даже в	1	2
263	нет необходимости	6	2
264	можно указать	1	2
265	не имеет	2	2
266	одна из	4	2
267	на него	3	2
268	это мы	1	2
269	не вполне	1	2
270	или как	1	2
271	такой случай	2	2
272	в руки	3	2
273	и далее	1	2
274	должны быть	1	2
275	к тому	4	2
276	например на	1	2
277	что при	2	2
278	утверждать что	3	2
279	в свое	2	2
280	здесь не	2	2
281	некоторые другие	1	2
282	на той	2	2
283	в бегство	1	2
284	с собой	3	2
285	этим в	1	2
286	когда в	1	2
287	о котором	1	2
288	случай с	1	2
289	ничего не	4	2
290	сказке в	1	2
291	но мы	3	2
292	после того	1	2
293	можно сказать	2	2
294	чтобы получить	1	2
295	в форме	6	2
296	в лице	1	2
297	того что	3	2
298	о похищении	2	2
299	или же	6	2
300	самого себя	2	2
301	не так	1	2
302	никто не	3	2
303	всяком случае	2	2
304	мы находим	1	2
305	с конем	1	2
306	она имеет	1	2
307	уже только	1	2
308	герой получает	5	2
309	что они	2	2
310	после смерти	1	2
311	а с	2	2
312	и др	10	2
313	что не	1	2
314	в некоторых	3	2
315	не означает	1	2
316	а не	11	2
317	о чем	1	2
318	уже давно	1	2
319	так же	3	2
320	когда мы	1	2
321	что же	2	2
322	отношению к	4	2
323	змей может	1	2
324	значит что	3	2
325	нам еще	2	2
326	что мы	2	2
327	видно что	1	2
328	но для	2	2
329	к сказке	1	2
330	что там	2	2
331	не представляет	1	2
332	обращается к	1	2
333	для нас	2	2
334	мы должны	3	2
335	на весы	1	2
336	только что	2	2
337	в этих	13	2
338	но вот	2	2
339	не есть	1	2
340	но эти	1	2
341	с ними	1	2
342	в последнем	2	2
343	можно наблюдать	3	2
344	героя в	4	2
345	также не	1	2
346	требует в	3	2
347	точно так	1	2
348	во всяком	2	2
349	переносятся на	1	1
350	ли мы	1	1
351	вряд ли	2	1
352	одним из	1	1
353	также и	4	1
354	в чужие	1	1
355	таком случае	1	1
356	в связи	9	1
357	на пример	1	1
358	и есть	2	1
359	очень много	1	1
360	между двумя	1	1
361	в подземное	1	1
362	а от	1	1
363	поставлен вопрос	1	1
364	и этот	1	1
365	кто кого	1	1
366	весы кто	1	1
367	из воды	1	1
368	или наоборот	1	1
369	на первом	1	1
370	ответить на	1	1
371	если герой	3	1
372	со смертью	2	1
373	сказка может	2	1
374	конь и	1	1
375	эта форма	13	1
376	равно как	1	1
377	но она	1	1
378	как то	2	1
379	в дальний	1	1
380	первом месте	1	1
381	оно есть	1	1
382	эта функция	4	1
383	но то	1	1
384	на съедение	2	1
385	не совсем	1	1
386	состоят из	1	1
387	который может	2	1
388	может дать	1	1
389	за это	1	1
390	что его	2	1
391	так если	2	1
392	во всех	4	1
393	мотив в	1	1
394	основано на	1	1
395	то мы	4	1
396	идет со	1	1
397	одном случае	1	1
398	заметим что	2	1
399	друг на	2	1
400	и сл	1	1
401	же она	2	1
402	сказки и	3	1
403	не все	6	1
404	вступают в	3	1
405	отличие от	1	1
406	которые не	1	1
407	он или	1	1
408	более чем	1	1
409	же с	1	1
410	что именно	1	1
411	так скоро	1	1
412	до его	1	1
413	кого перевесит	1	1
414	не хватает	3	1
415	имеют и	1	1
416	убивает его	2	1
417	можно предположить	1	1
418	и нет	1	1
419	они есть	1	1
420	помнить что	1	1
421	им в	1	1
422	и где	1	1
423	во дворце	1	1
424	ними и	1	1
425	в полном	1	1
426	сидит в	1	1
427	хотя и	3	1
428	как уже	2	1
429	и к	4	1
430	более или	2	1
431	он бежит	1	1
432	этой цели	1	1
433	в этот	1	1
434	мной на	1	1
435	может лежать	1	1
436	герой возвращается	1	1
437	в целом	3	1
438	сказать о	2	1
439	формы в	1	1
440	его роль	1	1
441	будет сказано	1	1
442	в главе	1	1
443	учение о	3	1
444	может считаться	3	1
445	фигурировать и	1	1
446	отношение между	1	1
447	и тот	1	1
448	быть объяснена	1	1
449	но на	1	1
450	мотив и	2	1
451	одно и	1	1
452	по-видимому не	1	1
453	тем не	5	1
454	все другие	1	1
455	нет там	1	1
456	не значит	2	1
457	в силу	1	1
458	и волшебные	1	1
459	на смерть	1	1
460	оно встречается	1	1
461	чтобы овладеть	1	1
462	чтобы в	1	1
463	д все	2	1
464	быть поставлен	1	1
465	подобно тому	6	1
466	на этом	3	1
467	они играют	1	1
468	индии в	1	1
469	или выражаясь	1	1
470	других видов	1	1
471	однако все	1	1
472	это значит	1	1
473	как они	1	1
474	а затем	4	1
475	связанные с	1	1
476	и может	1	1
477	не останавливает	1	1
478	в жены	2	1
479	на все	1	1
480	коня он	1	1
481	формах что	4	1
482	того или	1	1
483	обоих случаях	2	1
484	образом если	1	1
485	может фигурировать	1	1
486	с героем	1	1
487	на спине	2	1
488	они по	1	1
489	сказок и	2	1
490	по существу	12	1
491	животное чтобы	1	1
492	духа в	1	1
493	что изучение	2	1
494	вариантов но	1	1
495	о которых	1	1
496	носят характер	1	1
497	и змей	2	1
498	сказки о	6	1
499	живых то	1	1
500	оно имеет	1	1
501	три ночи	2	1
502	с такой	1	1
503	чем в	1	1
504	в один	3	1
505	этого может	1	1
506	их на	1	1
507	с золотыми	2	1
