N	3gram	Bakhtin_Pr_1	FransuaR
1	то же время	3	10
2	в то же	3	10
3	до сих пор	1	8
4	в большинстве случаев	5	6
5	в том что	3	6
6	и в то	2	5
7	как и в	1	4
8	в настоящее время	1	3
9	таким образом и	1	3
10	в связи с	1	3
11	образом и в	1	2
12	с точки зрения	6	2
13	бы то ни	3	2
14	и др в	2	2
15	в узком смысле	1	2
16	в данном случае	4	2
17	и в них	2	2
18	но в то	1	2
19	с одной стороны	3	2
20	дело в том	1	2
21	и в романе	1	2
22	в то время	1	2
23	в нем и	1	2
24	свое отражение в	1	2
25	можно сказать что	2	2
26	с другой стороны	4	2
27	как мы уже	1	2
28	для того чтобы	2	2
29	не может быть	11	2
30	что и здесь	1	1
31	с природой и	1	1
32	а следовательно и	1	1
33	но вся эта	1	1
34	зрения на мир	1	1
35	точка зрения на	1	1
36	же значение имеет	1	1
37	и в таких	1	1
38	а также и	1	1
39	по отношению к	19	1
40	том же самом	2	1
41	и исторической жизни	1	1
42	на самом деле	3	1
43	оценки то есть	2	1
44	же время этот	1	1
45	в самом деле	3	1
46	подобно тому как	1	1
47	и смысловых связей	1	1
48	в некоторых случаях	1	1
49	одной стороны и	1	1
50	по своему значению	1	1
51	до известной степени	1	1
52	в таких случаях	1	1
53	в отличие от	5	1
54	и в современной	1	1
55	но и в	2	1
56	что все эти	1	1
57	и др и	1	1
58	на самом же	1	1
59	в этом отношении	2	1
60	их и в	1	1
61	но конечно не	1	1
62	может быть и	1	1
63	что дело идет	1	1
64	и в других	1	1
65	и в частности	2	1
66	характер в романе	1	1
67	о том как	1	1
68	которой не было	1	1
69	если бы мы	1	1
70	то ни было	2	1
71	так и в	2	1
72	во всем последующем	1	1
73	и в этом	1	1
74	по сравнению с	1	1
75	настоящее время в	1	1
76	самом деле и	1	1
77	не в том	1	1
78	в мире в	1	1
79	тем или иным	1	1
80	смысле слова но	1	1
81	в значительной своей	1	1
82	самом же деле	1	1
83	в свое время	1	1
84	а иногда даже	1	1
85	большинстве случаев не	2	1
86	в одном и	1	1
87	таким образом в	1	1
88	и как бы	1	1
89	дело конечно не	1	1
90	природой и с	1	1
91	никогда не может	2	1
92	сказать и о	2	1
93	чтобы войти в	1	1
94	что в его	1	1
95	на протяжении всего	1	1
96	вовсе не как	1	1
97	в ее целом	1	1
98	и в самом	1	1
99	в главе первой	1	1
100	вопрос о том	1	1
101	и прежде всего	5	1
102	выходит за пределы	1	1
103	тесно связан с	1	1
104	язык в его	1	1
105	может и не	2	1
106	в этом смысле	3	1
107	это как бы	1	1
108	лишь там где	2	1
109	конечно не в	1	1
110	в особенности же	1	1
111	можно было бы	3	1
112	и в нем	3	1
113	то же самое	2	1
114	той или иной	2	1
115	подчеркиваем что дело	1	1
