N	2gram	Bakhtin_Fr_1	formyVre
1	и в	65	46
2	в этом	15	22
3	еды и	1	19
4	у рабле	10	18
5	и питья	1	17
6	прежде всего	11	14
7	вовсе не	18	13
8	в романе	2	13
9	человеческого тела	2	12
10	и его	10	12
11	во всех	9	11
12	не только	10	11
13	рабле в	7	11
14	только в	7	11
15	смерти в	1	11
16	как бы	22	10
17	то есть	45	10
18	во время	4	10
19	точки зрения	7	10
20	в том	16	10
21	но в	14	10
22	мы уже	12	9
23	не в	4	9
24	у него	1	9
25	но и	10	9
26	и не	22	9
27	и для	2	9
28	мира и	4	9
29	то же	1	8
30	смерть и	1	8
31	как и	5	8
32	с точки	3	8
33	для того	1	8
34	того чтобы	1	8
35	потому что	5	8
36	связи с	4	8
37	в его	9	8
38	шута и	1	8
39	из них	4	8
40	в связи	1	8
41	в основном	2	8
42	жизни и	7	8
43	и на	11	7
44	так сказать	4	7
45	всех этих	8	7
46	так и	10	7
47	в них	5	7
48	в эпизоде	2	7
49	может быть	6	7
50	времени в	1	7
51	в одном	5	7
52	то что	3	7
53	как мы	6	6
54	еще не	6	6
55	все же	6	6
56	и наконец	2	6
57	при этом	6	6
58	человека в	1	6
59	и с	3	6
60	его в	7	6
61	в основе	8	6
62	никогда не	6	6
63	те же	1	6
64	и во	3	6
65	и дурака	1	6
66	так как	6	6
67	в особенности	2	6
68	здесь в	8	6
69	все это	9	6
70	и все	5	6
71	но не	2	5
72	с этим	1	5
73	в своем	8	5
74	все эти	10	5
75	связанные с	1	5
76	в античном	1	5
77	он не	2	5
78	в нем	13	5
79	этих форм	5	5
80	от смеха	1	5
81	в то	1	5
82	рабле и	5	5
83	в дальнейшем	8	5
84	романа рабле	1	5
85	и у	6	5
86	тела и	6	5
87	и др	24	5
88	в частности	5	5
89	в пределах	1	5
90	рабле не	3	5
91	романе рабле	2	5
92	что в	3	5
93	отношения к	2	4
94	человека и	1	4
95	и он	2	4
96	значение и	2	4
97	как в	5	4
98	уже в	1	4
99	из этих	2	4
100	в себе	3	4
101	их в	2	4
102	тела в	11	4
103	том что	6	4
104	эпизоде с	1	4
105	место в	1	4
106	веселый и	2	4
107	же время	1	4
108	уже говорили	7	4
109	к себе	2	4
110	смерти и	2	4
111	к смерти	1	4
112	в эпоху	9	4
113	с ним	3	4
114	о том	2	4
115	его жизни	1	4
116	все его	1	4
117	к ряду	1	4
118	конечно не	1	4
119	мир в	3	4
120	с другом	1	4
121	и их	3	4
122	а не	1	4
123	человеческой жизни	1	4
124	в ряду	3	4
125	друг с	1	4
126	телесной жизни	1	4
127	еще более	5	4
128	же в	2	4
129	жизни в	5	4
130	есть и	1	4
131	здесь еще	2	3
132	почти все	1	3
133	в виду	3	3
134	слова и	1	3
135	мы будем	3	3
136	отношение к	4	3
137	нет и	2	3
138	образ смерти	1	3
139	в средние	4	3
140	хотя и	2	3
141	как уже	1	3
142	и как	1	3
143	весь мир	3	3
144	в этот	1	3
145	уже не	3	3
146	в большинстве	2	3
147	имеем в	1	3
148	эпохи возрождения	4	3
149	новое и	2	3
150	и вещей	1	3
151	и по	2	3
152	уже сказали	3	3
153	здесь мы	1	3
154	а затем	2	3
155	в совершенно	1	3
156	связанных с	1	3
157	новой жизни	1	3
158	переходим к	1	3
159	на первый	1	3
160	в их	4	3
161	в которых	1	3
162	что было	1	3
163	не могли	1	3
164	исторического времени	2	3
165	и смех	1	3
166	следовательно и	1	3
167	самой жизни	3	3
168	кроме того	2	3
