N	3gram	Vygotskiy__6	formyVre
1	и того же	4	5
2	одного и того	4	5
3	в связи с	2	5
4	для того чтобы	8	5
5	как раз в	2	4
6	в том числе	1	4
7	по отношению к	10	3
8	до сих пор	3	3
9	в этом отношении	3	3
10	не может быть	2	3
11	в то время	6	3
12	же как и	1	2
13	как раз и	1	2
14	с точки зрения	10	2
15	в отличие от	1	2
16	том числе и	1	2
17	вместе с тем	2	2
18	то время как	5	2
19	так же как	6	2
20	не только в	1	2
21	с одной стороны	1	2
22	по сравнению с	14	2
23	друг к другу	3	2
24	в широком смысле	1	2
25	связи с этим	1	2
26	с самого начала	7	2
27	той или иной	1	2
28	в том что	19	2
29	как и в	1	2
30	для всех этих	1	1
31	связей и отношений	1	1
32	мы видим в	2	1
33	мы и в	2	1
34	и во всех	1	1
35	том что в	1	1
36	одном и том	2	1
37	вообще не может	1	1
38	в основе ее	1	1
39	в самом деле	1	1
40	то время когда	1	1
41	в том же	2	1
42	на первый план	1	1
43	но все это	1	1
44	в которой совершается	1	1
45	главным образом в	1	1
46	в зависимости от	5	1
47	сами по себе	1	1
48	надо сказать что	1	1
49	но он не	1	1
50	с тем что	2	1
51	с тем и	2	1
52	совершенно так же	1	1
53	роли которую играют	1	1
54	в значительной мере	2	1
55	связанными между собой	1	1
56	по самому своему	1	1
57	это не имеет	1	1
58	включает в себя	1	1
59	что во всех	1	1
60	до известной степени	2	1
61	и тогда когда	1	1
62	основе ее лежит	1	1
63	этот ряд в	1	1
64	в самом начале	4	1
65	в данном случае	1	1
66	в первый раз	1	1
67	тот факт что	1	1
68	смысле этого слова	1	1
69	и том же	2	1
70	была бы совершенно	1	1
71	и в этом	1	1
72	ясно что в	1	1
73	не могут быть	2	1
74	и как бы	1	1
75	но вместе с	1	1
76	в этом и	1	1
77	оказывается что и	1	1
78	когда мы говорим	2	1
79	в основе этого	2	1
80	и все же	1	1
81	существенного влияния на	1	1
82	что происходит в	1	1
83	из того же	1	1
84	в свою очередь	1	1
85	в этом случае	2	1
86	становится ясным и	1	1
87	к выводу что	1	1
88	мы увидим далее	1	1
89	но отнюдь не	1	1
90	но в этом	1	1
91	что он должен	1	1
92	он должен сделать	1	1
93	по глубине и	1	1
94	тогда когда оно	1	1
95	бы он ни	1	1
96	которые могут быть	1	1
97	и ту же	1	1
98	все эти особенности	1	1
99	так как по	1	1
100	друг с другом	5	1
101	то новое что	1	1
102	к более общим	1	1
103	так и по	2	1
104	и к другому	1	1
