N	2gram	Tiupa_Narr_1	FransuaR
1	и в	19	49
2	то есть	19	32
3	прежде всего	4	19
4	в его	9	18
5	и на	3	17
6	не только	32	17
7	и его	5	17
8	в этом	17	15
9	и не	20	15
10	в году	1	13
11	в них	1	13
12	только в	4	13
13	но и	23	13
14	как и	7	11
15	и т.п	8	11
16	как бы	4	11
17	в этой	5	10
18	вовсе не	1	10
19	в нем	4	9
20	для него	2	9
21	и др	2	9
22	в сущности	3	8
23	отношение к	2	8
24	до нас	1	8
25	то же	4	7
26	все же	7	7
27	все эти	2	7
28	таким образом	1	7
29	на протяжении	6	7
30	как мы	3	7
31	один из	3	7
32	не может	10	7
33	жизни и	3	7
34	мы уже	1	6
35	именно в	6	6
36	во всех	1	6
37	так и	9	6
38	и с	4	6
39	времени и	7	6
40	точки зрения	10	6
41	но он	1	6
42	в то	3	6
43	же время	4	6
44	в себя	6	6
45	в литературе	2	6
46	то что	11	6
47	здесь в	1	6
48	сказать что	4	6
49	с точки	2	5
50	с его	6	5
51	из этих	3	5
52	но не	5	5
53	в своем	2	5
54	при этом	9	5
55	никогда не	3	5
56	роль в	2	5
57	тот же	1	5
58	уже в	3	5
59	в начале	1	5
60	может быть	25	5
61	протяжении всего	1	5
62	в особенности	4	5
63	и потому	2	5
64	отношения к	2	4
65	и до	2	4
66	и над	1	4
67	и к	1	4
68	но в	6	4
69	в себе	8	4
70	но все	4	4
71	лишь в	1	4
72	и более	1	4
73	с ним	1	4
74	одна из	3	4
75	в области	2	4
76	году в	1	4
77	с другой	8	4
78	и во	1	4
79	этот момент	1	4
80	а в	11	4
81	тем что	3	4
82	в форме	5	4
83	смерти и	2	4
84	до сих	1	4
85	не было	2	4
86	благодаря этому	1	4
87	сих пор	1	4
88	том что	14	4
89	нового времени	2	4
90	в свое	1	4
91	также и	1	3
92	в самом	1	3
93	место в	1	3
94	и со	1	3
95	меньшей степени	1	3
96	точка зрения	6	3
97	да и	4	3
98	но именно	1	3
99	свое время	1	3
100	в плане	1	3
101	можно было	2	3
102	было бы	4	3
103	из них	3	3
104	ни в	3	3
105	далеко не	5	3
106	несмотря на	2	3
107	мы видели	1	3
108	это ощущение	1	3
109	на земле	1	3
110	нельзя было	1	3
111	их в	1	3
112	даже в	2	3
113	к этим	1	3
114	с ее	3	3
115	в ее	3	3
116	в собственном	2	3
117	в последующих	1	3
118	и вообще	1	3
119	в виду	1	3
120	о том	6	3
121	в значительной	2	3
122	к нему	5	3
123	утрачивает свою	1	3
124	наконец в	2	3
125	же в	4	3
126	что он	6	3
127	мире и	1	3
128	с одной	7	3
129	не дает	1	3
130	этом отношении	3	3
131	связь с	1	3
132	о чем	2	3
133	одной стороны	7	3
