N	2gram	Trubetskoy_1	Problemy
1	и в	26	43
2	и не	8	29
3	может быть	10	23
4	как бы	12	22
5	не может	4	18
6	как и	1	14
7	но и	9	14
8	в этом	15	13
9	точки зрения	13	13
10	что он	4	13
11	в нем	4	12
12	в одном	3	12
13	не только	10	11
14	не в	2	11
15	по себе	1	11
16	и на	2	10
17	но в	7	10
18	в его	5	10
19	прежде всего	2	10
20	в сущности	1	9
21	еще не	2	9
22	он не	4	9
23	никогда не	5	9
24	то же	4	8
25	лишь в	5	8
26	для него	3	8
27	с точки	6	8
28	и его	1	8
29	в самом	4	7
30	в то	4	7
31	слова с	1	7
32	до сих	5	7
33	а не	5	7
34	сих пор	5	7
35	то что	7	7
36	и наконец	2	6
37	так сказать	1	6
38	при этом	3	6
39	к одному	1	6
40	не как	2	6
41	в этих	4	6
42	здесь не	1	6
43	приводит к	2	6
44	в том	11	6
45	в котором	4	6
46	у него	1	6
47	и все	2	6
48	самом деле	1	5
49	но не	8	5
50	по отношению	1	5
51	в себе	6	5
52	все эти	6	5
53	на то	2	5
54	да и	1	5
55	таким образом	22	5
56	и с	10	5
57	было бы	1	5
58	в слове	1	5
59	это слово	1	5
60	о том	6	5
61	и что	4	5
62	же время	2	5
63	к нему	7	5
64	так что	3	5
65	в той	1	5
66	все это	6	5
67	бы в	1	5
68	а в	4	5
69	отношению к	3	5
70	и до	1	4
71	а как	1	4
72	мы не	1	4
73	так чтобы	2	4
74	с его	2	4
75	во всех	2	4
76	отличие от	1	4
77	там где	1	4
78	в своем	3	4
79	человека в	1	4
80	в них	2	4
81	далеко не	4	4
82	должно быть	1	4
83	во время	4	4
84	в своей	1	4
85	в отличие	1	4
86	их в	1	4
87	том же	1	4
88	в самой	2	4
89	с другом	5	4
90	среди них	2	4
91	к тому	6	4
92	и это	2	4
93	с собой	1	4
94	из одного	1	4
95	по мере	1	4
96	этот вопрос	1	4
97	только в	4	4
98	так как	9	4
99	как раз	1	4
100	с другой	8	4
101	на этот	4	4
102	такой как	1	4
103	то есть	4	4
104	не могут	2	4
105	друг с	5	4
106	и нет	3	4
107	но это	1	4
108	в результате	3	4
109	совершенно не	1	4
110	что в	9	4
111	себя как	1	3
112	мы уже	1	3
113	той же	1	3
114	в виду	2	3
115	он сам	1	3
116	художественном творчестве	1	3
117	что так	1	3
118	в одной	1	3
119	кроме того	1	3
120	когда он	3	3
121	и к	5	3
122	более или	5	3
123	только на	1	3
124	тому же	5	3
125	чем у	1	3
126	это не	1	3
127	в жизни	1	3
128	такой же	1	3
129	или менее	5	3
130	и их	1	3
131	в их	1	3
132	он тоже	1	3
133	даже в	1	3
134	в одно	2	3
135	этих трех	1	3
136	в отношении	6	3
137	ничего не	1	3
138	уже говорили	1	3
139	могут быть	1	3
140	той или	2	3
141	не менее	3	3
142	но при	2	3
143	в себя	1	3
144	так и	6	3
145	если бы	3	3
146	и даже	3	3
147	с ним	1	3
148	и здесь	2	3
149	между тем	2	3
150	что и	6	3
151	и только	4	3
152	наконец в	2	3
153	и следовательно	1	3
154	его в	1	3
155	тот же	2	3
156	том или	1	3
157	и ее	1	3
158	со всеми	2	3
159	себя в	1	3
160	уже не	3	3
161	в виде	4	3
162	тем что	1	3
163	этот второй	1	3
164	или иной	2	3
165	по своим	2	3
166	него в	1	3
167	ни на	1	3
168	по существу	2	3
169	но для	1	3
170	все же	6	3
171	и для	5	3
172	в эту	2	3
173	но зато	1	3
174	другой стороны	1	3
175	того же	6	3
176	а между	1	2
177	отношения к	1	2
178	положение в	2	2
179	чтобы не	1	2
180	человека и	1	2
181	тем же	1	2
182	словами в	1	2
183	и о	3	2
184	время как	1	2
185	мы и	1	2
186	в каждой	1	2
187	и сами	2	2
188	быть в	1	2
189	друг к	1	2
190	друг на	2	2
191	в сторону	1	2
192	же она	1	2
193	отношение к	5	2
194	друга и	1	2
195	как в	1	2
196	с этим	1	2
197	целый ряд	4	2
198	и как	3	2
199	его к	1	2
200	в первом	1	2
201	та же	1	2
202	бы и	1	2
203	что это	3	2
204	из этих	10	2
205	с их	1	2
206	на одну	1	2
207	но все	7	2
208	из них	7	2
209	к другу	2	2
210	входит в	1	2
211	на почве	1	2
212	известно что	1	2
213	лишь на	1	2
214	ни в	1	2
215	на друга	2	2
216	том что	7	2
217	и при	3	2
218	что такое	1	2
219	в такой	1	2
220	в которых	4	2
221	но эта	1	2
222	иной раз	2	2
223	того как	1	2
224	на себе	1	2
225	в процессе	2	2
226	пути и	1	2
227	тем не	3	2
228	и является	2	2
229	самой этой	2	2
230	у нас	1	2
231	лежит в	1	2
232	отличается от	2	2
233	должны быть	1	2
234	указывает на	1	2
235	для себя	1	2
236	в конце	6	2
237	всего этого	1	2
238	без всякого	1	2
239	настоящее время	1	2
240	особенно в	2	2
241	то время	1	2
242	в образе	2	2
243	и душа	1	2
244	для этого	2	2
245	не был	1	2
246	в глаза	1	2
247	от них	2	2
248	того что	3	2
249	быть и	2	2
250	и так	1	2
251	конечно не	2	2
252	уже в	2	2
253	имеется и	1	2
254	мы можем	2	2
255	оно является	2	2
256	нельзя сказать	1	2
257	а с	7	2
258	и пр	1	2
259	превращается в	2	2
260	так же	5	2
261	и особенно	2	2
262	по своему	2	2
263	этого слова	1	2
264	между собой	1	2
265	сознании и	2	2
266	в настоящее	1	2
267	эти проблемы	1	2
268	конце концов	3	2
269	хотя бы	3	2
270	ни было	2	2
271	не есть	1	2
272	с ними	1	2
273	сказать что	2	2
274	их с	1	2
275	в своих	1	2
276	значение в	1	2
277	в таком	3	2
278	во всяком	6	2
279	смысле слова	1	1
280	таком случае	1	1
281	и через	1	1
282	он может	1	1
283	или к	1	1
284	это и	1	1
285	но тем	1	1
286	и есть	1	1
287	к учению	1	1
288	все те	1	1
289	и больше	2	1
290	тяготением к	1	1
291	и могут	1	1
292	одним из	2	1
293	их и	1	1
294	есть не	1	1
295	для достижения	1	1
296	он знает	1	1
297	это совершенно	1	1
298	же как	3	1
299	всех его	1	1
300	из своих	2	1
301	именно к	1	1
302	этом не	1	1
303	он как	1	1
304	такое положение	2	1
305	сложнее и	1	1
306	ему в	2	1
307	и заставляет	2	1
308	кто же	1	1
309	духе и	1	1
310	а другие	1	1
311	без труда	1	1
312	к их	1	1
313	на них	1	1
314	бы то	2	1
315	правда этот	1	1
316	а следовательно	1	1
317	различия между	2	1
318	с одной	7	1
319	землю и	1	1
320	силы и	2	1
321	если в	3	1
322	в общем	8	1
323	в новом	2	1
324	уже как	1	1
325	учение о	4	1
326	к сожалению	3	1
327	идет о	1	1
328	материалом для	1	1
329	в рамках	3	1
330	но пока	1	1
331	каждая из	3	1
332	одном из	1	1
333	в одних	1	1
334	однако не	1	1
335	социальной группе	1	1
336	не удалось	1	1
337	себе не	1	1
338	и отчасти	1	1
339	не изменяя	1	1
340	к чему	1	1
341	тон но	1	1
342	благодаря этому	2	1
343	бы с	1	1
344	гораздо слабее	1	1
345	так или	3	1
346	в нашем	1	1
347	которые в	2	1
348	тоже не	1	1
349	в этой	4	1
350	эти новые	1	1
351	элементов в	1	1
352	не могла	2	1
353	все они	1	1
354	и если	3	1
355	образ его	1	1
356	что она	1	1
357	из этой	2	1
358	он должен	1	1
359	не к	2	1
360	в корне	1	1
361	и по	4	1
362	на этом	1	1
363	его можно	2	1
364	того типа	1	1
365	однако в	1	1
366	от нее	1	1
367	не следует	1	1
368	этом последнем	1	1
369	то ни	2	1
370	тем с	2	1
371	что все	4	1
372	в мире	5	1
373	связанных с	2	1
374	себя не	1	1
375	говорить не	1	1
376	еще хуже	1	1
377	с целью	2	1
378	с другими	4	1
379	как к	1	1
380	должен был	4	1
381	неизбежно должен	1	1
382	в ином	1	1
383	что сама	1	1
384	нет в	1	1
385	в прямом	1	1
386	к которым	2	1
387	в ее	1	1
388	не всегда	2	1
389	несмотря на	6	1
390	о чем	1	1
391	чем в	1	1
392	такою же	1	1
393	и тогда	4	1
394	ибо не	1	1
395	к мысли	1	1
396	от своего	1	1
397	этим дело	1	1
398	дальнейшее развитие	1	1
399	что еще	1	1
400	всякий человек	1	1
401	его уже	1	1
402	превратиться в	1	1
403	по крайней	5	1
404	героев не	1	1
405	и всякую	1	1
406	заставляет его	1	1
407	связей с	1	1
408	вернемся к	1	1
409	героем и	1	1
410	сознании в	1	1
411	и отвечают	1	1
412	непосредственно ни	1	1
413	но они	1	1
414	или что	1	1
415	что с	1	1
416	этими двумя	2	1
417	друг друга	1	1
418	тогда когда	2	1
419	ее с	2	1
420	какая-нибудь новая	1	1
421	в идее	1	1
422	с толку	1	1
423	героев и	2	1
424	было лишь	1	1
425	иметь в	1	1
426	того чтобы	5	1
427	не могло	2	1
428	только не	2	1
429	не имеет	5	1
430	следовательно и	1	1
431	этих рамках	1	1
432	не исчерпывается	2	1
433	и лишь	1	1
434	русский народ	3	1
435	эта тенденция	1	1
436	по своей	2	1
437	собой поэтому	1	1
438	и после	2	1
439	связи с	9	1
440	в сознании	1	1
441	только с	1	1
442	мировоззрения в	1	1
443	настоящего времени	1	1
444	и равнодушия	1	1
445	же самое	2	1
446	числе и	4	1
447	его с	1	1
448	на это	1	1
449	но по	3	1
450	с ее	1	1
451	как не	1	1
452	идет речь	1	1
453	если они	1	1
454	на нее	3	1
455	те же	2	1
456	не с	2	1
457	живет в	1	1
458	же эти	1	1
459	до начала	1	1
460	стремление к	1	1
461	народ особенно	1	1
462	в смысле	4	1
463	эти явления	1	1
464	не стоит	1	1
465	становятся все	1	1
466	после того	1	1
467	можно сказать	3	1
468	может не	1	1
469	любви к	1	1
470	в значительной	3	1
471	котором они	1	1
472	а у	1	1
473	этих слов	1	1
474	и во	1	1
475	и всякая	1	1
476	во втором	1	1
477	на одном	1	1
478	крайней мере	5	1
479	быть даже	2	1
480	он умеет	1	1
481	и мир	2	1
482	другие наоборот	1	1
483	что здесь	1	1
484	на которой	1	1
485	один из	2	1
486	сливаясь с	1	1
487	мы видим	1	1
488	важное значение	1	1
489	одной из	5	1
490	его жизнь	1	1
491	человека все	1	1
492	пор не	1	1
493	то в	1	1
494	и действительно	2	1
495	еще и	1	1
496	очень много	2	1
497	всяком случае	6	1
498	между этими	2	1
499	в уста	1	1
500	в качестве	3	1
501	из которого	3	1
502	прямо не	1	1
503	зрения того	1	1
504	друг за	3	1
505	чем с	1	1
506	может случиться	1	1
507	субстанция а	1	1
508	ни с	1	1
509	мы знаем	1	1
510	иначе как	1	1
511	сами по	1	1
512	про него	1	1
513	вообще можно	1	1
514	во всей	1	1
515	и делает	1	1
516	или ином	1	1
517	на не	1	1
518	в других	3	1
519	в реакции	1	1
520	о которых	1	1
521	не было	2	1
522	из двух	1	1
523	связан с	2	1
524	одной стороны	7	1
525	и из	2	1
526	или иначе	3	1
527	каждом из	1	1
