N	4gram	Propp_Isto_1	Problema
1	не говоря уже о	1	4
2	с одной стороны и	1	3
3	не что иное как	1	3
4	есть не что иное	1	3
5	один и тот же	2	2
6	только в связи с	1	2
7	уже о том что	1	1
8	является не чем иным	1	1
9	но тем не менее	1	1
10	говоря уже о том	1	1
11	внимание на то что	1	1
12	в том случае когда	1	1
13	мы еще не знаем	1	1
14	тем не менее и	1	1
15	бы то ни было	2	1
16	с другой стороны однако	1	1
17	до сих пор мы	2	1
18	на самом же деле	1	1
19	если один и тот	1	1
20	и тем не менее	2	1
21	в связи с целым	1	1
22	так же как и	1	1
23	по этому поводу необходимо	1	1
24	не чем иным как	1	1
25	в то время как	3	1
26	какой бы то ни	1	1
