N	3gram	Propp_Russ_1	Myshleni
1	в том что	15	17
2	вместе с тем	6	10
3	в отличие от	1	6
4	так же как	1	6
5	в собственном смысле	1	6
6	в животном мире	1	5
7	можно было бы	1	5
8	в связи с	4	5
9	тем не менее	3	5
10	друг с другом	1	5
11	что и в	1	5
12	и того же	1	4
13	же как и	1	4
14	во всяком случае	1	4
15	в то время	1	4
16	с тем и	2	4
17	одного и того	1	4
18	о том что	4	3
19	состоит в том	8	3
20	в этом отношении	1	3
21	независимо от того	1	3
22	с тем что	1	3
23	на то что	1	3
24	как мы видели	1	3
25	только потому что	1	2
26	по отношению к	1	2
27	и в этом	1	2
28	выводу что в	1	2
29	как мы увидим	5	2
30	в свою очередь	2	2
31	к выводу что	2	2
32	как мы уже	1	2
33	как и в	1	2
34	том что в	6	1
35	что иное как	2	1
36	и том же	1	1
37	могут рассматриваться как	1	1
38	мы должны будем	1	1
39	это вытекает из	1	1
40	что в основе	1	1
41	и не случайно	1	1
42	не встречаются в	1	1
43	на том основании	1	1
44	подобно тому как	1	1
45	во многих случаях	2	1
46	как это имеет	2	1
47	в этом случае	5	1
48	не связаны с	1	1
49	с точки зрения	3	1
50	идет не о	1	1
51	что мы имеем	1	1
52	во всех этих	1	1
53	с этого момента	2	1
54	точно так же	1	1
55	те из них	1	1
56	одном и том	1	1
57	и связанные с	2	1
58	приводят нас к	1	1
59	сказать что в	1	1
60	так как он	1	1
61	мы увидим не	1	1
62	даже если бы	1	1
63	что они были	1	1
64	не что иное	2	1
65	в данном случае	1	1
66	не потому что	1	1
67	мы наблюдаем в	1	1
68	один из них	2	1
69	не только в	1	1
70	все же не	2	1
71	так как это	1	1
72	так как они	2	1
73	но и по	1	1
74	в какой степени	2	1
75	как это вытекает	1	1
76	всяком случае не	1	1
77	приводит к тому	1	1
78	потому что она	1	1
79	друг к другу	2	1
80	там где это	1	1
81	и в том	1	1
82	не только у	2	1
83	в совершенно ином	1	1
84	это означает что	1	1
85	и как бы	1	1
86	мы увидим ниже	2	1
87	том основании что	1	1
88	но тем не	2	1
89	мы не можем	3	1
90	так как этот	1	1
91	мы остановимся ниже	1	1
92	так как в	1	1
93	не только потому	1	1
94	ничего общего с	1	1
95	и что следовательно	1	1
96	значит что они	1	1
97	ни одна из	1	1
98	до того как	2	1
99	здесь мы имеем	1	1
100	это имеет место	2	1
101	по этому поводу	2	1
102	к тому что	4	1
103	это показывает что	2	1
104	приводит нас к	1	1
105	и у нас	2	1
106	мы увидим что	1	1
