N	3gram	Propp_Isto_7	Russkaja
1	с точки зрения	1	9
2	в том что	4	7
3	до сих пор	2	5
4	более или менее	1	4
5	бы то ни	1	4
6	не может быть	3	4
7	в этом случае	1	3
8	вместе с тем	1	3
9	можно было бы	1	3
10	в данном случае	3	3
11	точно так же	2	2
12	только в том	1	2
13	что он не	1	2
14	о том чтобы	1	2
15	в противоречие с	1	2
16	о том что	5	2
17	в большинстве случаев	1	2
18	к тому что	1	2
19	сама по себе	1	2
20	она не может	1	2
21	в другом месте	1	1
22	уже знаем что	2	1
23	состоит в том	1	1
24	между прочим и	2	1
25	по отношению к	1	1
26	в самом деле	1	1
27	то же самое	1	1
28	мы уже знаем	3	1
29	он не может	1	1
30	и то и	1	1
31	что он может	1	1
32	и в других	2	1
33	именно так как	1	1
34	на этот вопрос	2	1
35	то и другое	1	1
36	к себе и	2	1
37	показать что и	1	1
38	и что в	1	1
39	а если не	1	1
40	в том чтобы	2	1
41	то ни было	1	1
42	при ближайшем рассмотрении	1	1
43	во всех этих	6	1
44	в связи с	1	1
45	как бы то	1	1
46	можно согласиться с	1	1
47	и что его	1	1
48	сих пор мы	1	1
49	так же как	4	1
50	роли не играет	1	1
51	а в том	2	1
52	в этом и	2	1
53	так как это	1	1
54	вопрос о том	1	1
55	но все же	2	1
56	совершенно очевидно что	1	1
57	но мы уже	1	1
58	тем не менее	4	1
59	всех этих случаях	6	1
60	на первый взгляд	4	1
61	что он на	1	1
