N	2gram	Bakhtin_Fr_3	Formalny
1	и в	40	24
2	художественного произведения	1	23
3	в его	13	23
4	прежде всего	16	22
5	и не	13	20
6	так и	3	18
7	точки зрения	2	16
8	не может	3	16
9	в этом	15	15
10	в нем	5	14
11	может быть	9	14
12	таким образом	10	13
13	на почве	1	13
14	с точки	1	13
15	и т	1	12
16	именно как	1	12
17	в своем	7	11
18	как и	11	11
19	в своей	6	11
20	в их	4	11
21	не менее	2	11
22	должно быть	1	11
23	в ней	4	10
24	то же	7	10
25	вовсе не	12	10
26	настоящее время	1	10
27	и ее	2	10
28	и его	17	10
29	и их	1	10
30	а не	5	10
31	в настоящее	1	10
32	в то	6	9
33	и потому	4	9
34	все это	4	9
35	и на	8	8
36	как в	3	8
37	и с	8	8
38	лишь в	2	8
39	не в	1	8
40	литературы в	1	8
41	его целом	1	8
42	же время	6	8
43	в ее	3	8
44	именно в	2	8
45	то что	5	8
46	в свою	1	8
47	на самом	3	7
48	не только	13	7
49	жизни и	4	7
50	до конца	6	7
51	и от	3	7
52	но и	11	7
53	отношения к	1	6
54	еще не	3	6
55	самом деле	3	6
56	отнюдь не	1	6
57	в целом	2	6
58	все эти	8	6
59	в этой	3	6
60	как бы	3	6
61	свою очередь	1	6
62	на основе	2	6
63	в пределах	1	6
64	и здесь	4	6
65	до сих	4	6
66	в том	8	6
67	было бы	4	6
68	в живом	1	6
69	как это	1	6
70	сих пор	4	6
71	и все	9	6
72	среды в	1	6
73	а в	3	6
74	хотя бы	2	5
75	во всех	6	5
76	но в	8	5
77	в самом	6	5
78	при этом	3	5
79	по себе	1	5
80	и истории	1	5
81	и до	8	5
82	у нас	4	5
83	должны быть	2	5
84	как мы	10	5
85	что бы	1	5
86	в литературе	5	5
87	того что	1	5
88	только на	4	5
89	с другой	2	5
90	и др	7	5
91	со всею	3	5
92	с его	3	4
93	по отношению	3	4
94	в истории	4	4
95	метод в	1	4
96	и к	3	4
97	в которой	2	4
98	главным образом	1	4
99	не как	1	4
100	в мире	4	4
101	с другими	1	4
102	как о	2	4
103	как на	1	4
104	никогда не	1	4
105	если бы	3	4
106	для этого	3	4
107	в формах	1	4
108	мы увидим	2	4
109	всяком случае	1	4
110	с одной	1	4
111	конечно не	2	4
112	литературного произведения	1	4
113	литература в	1	4
114	в связи	5	4
115	в частности	3	4
116	отношению к	2	4
117	быть и	1	4
118	что в	12	4
119	к этой	3	4
120	так же	1	4
121	во всяком	1	4
122	культуры и	7	3
123	определяется и	1	3
124	это и	2	3
125	ее целом	1	3
126	мы не	2	3
127	связи со	1	3
128	бы то	1	3
129	но не	2	3
130	не перестает	1	3
131	со всеми	5	3
132	в общем	1	3
133	отношение к	8	3
134	все же	2	3
135	когда он	1	3
136	и как	3	3
137	и наконец	3	3
138	и отчасти	1	3
139	в себе	3	3
140	не приводит	1	3
141	если он	1	3
142	так сказать	5	3
143	он не	9	3
144	всех этих	3	3
145	он должен	1	3
146	так например	1	3
147	то ни	1	3
148	на все	1	3
149	его в	1	3
150	в социальной	1	3
151	произведение как	1	3
152	в них	9	3
153	со всей	1	3
154	нельзя понять	2	3
155	в трудах	1	3
156	они не	3	3
