N	2gram	Bakhtin_sl_2	Analitik
1	не только	24	22
2	и в	39	18
3	как и	6	14
4	так и	15	14
5	в этом	16	14
6	и его	33	13
7	но и	21	13
8	том что	5	12
9	в качестве	1	12
10	и не	22	12
11	в частности	1	12
12	при этом	7	11
13	то есть	26	10
14	а в	4	10
15	как бы	7	10
16	что в	3	9
17	может быть	37	9
18	а не	14	9
19	в том	5	9
20	с его	7	8
21	и даже	7	8
22	по отношению	4	7
23	как раз	1	7
24	в его	7	7
25	с другой	5	7
26	во второй	1	7
27	но не	6	7
28	отношению к	4	7
29	еще не	7	6
30	в этой	1	6
31	он не	2	6
32	в их	2	6
33	не в	9	6
34	для него	7	6
35	о том	2	6
36	того же	1	5
37	той же	3	5
38	в самом	1	5
39	лишь в	3	5
40	в слове	6	5
41	однако в	2	5
42	в мире	1	5
43	или иной	5	5
44	в сущности	6	5
45	что и	3	5
46	между тем	3	5
47	уже не	5	5
48	в конце	1	5
49	никогда не	7	5
50	и т.п	2	5
51	в свою	3	5
52	прежде всего	8	5
53	не является	1	5
54	в результате	2	5
55	другой стороны	1	5
56	и на	4	4
57	что он	2	4
58	отнюдь не	1	4
59	в своем	6	4
60	и как	3	4
61	и к	6	4
62	таким образом	8	4
63	приводит к	1	4
64	по себе	5	4
65	в одном	2	4
66	не менее	4	4
67	свою очередь	2	4
68	в пределах	13	4
69	и сам	1	4
70	можно сказать	1	4
71	себя в	8	4
72	далеко не	2	4
73	в данном	2	4
74	все же	6	4
75	перед нами	3	4
76	героя и	5	4
77	с новыми	1	3
78	его не	4	3
79	мы не	2	3
80	говорить о	3	3
81	в целом	1	3
82	уже в	2	3
83	здесь не	4	3
84	но как	2	3
85	в рамках	1	3
86	как в	13	3
87	с этим	2	3
88	с их	3	3
89	роль в	2	3
90	у пушкина	1	3
91	без исключения	1	3
92	то же	4	3
93	в каждом	1	3
94	его в	4	3
95	одного и	1	3
96	точки зрения	8	3
97	и без	1	3
98	не столько	3	3
99	все это	16	3
100	до известной	1	3
101	в то	4	3
102	дело не	1	3
103	только не	1	3
104	ничего не	1	3
105	же время	4	3
106	той или	5	3
107	с ее	2	3
108	говорит и	2	3
109	так в	2	3
110	именно в	2	3
111	дело с	4	3
112	на языке	1	3
113	во всем	4	3
114	этом отношении	3	3
115	в особенности	3	3
116	что не	1	3
117	не было	2	3
118	однако и	1	3
119	не всегда	2	3
120	вступает в	1	3
121	его как	2	3
122	как это	3	3
123	известной степени	2	3
124	к этому	1	3
125	отношения к	4	2
126	например в	5	2
127	по преимуществу	1	2
128	есть не	1	2
129	в составе	1	2
130	в ней	3	2
131	освобождения от	1	2
132	во всех	12	2
133	в противовес	2	2
134	со всеми	2	2
135	иметь дело	2	2
136	отличие от	13	2
137	это и	2	2
138	сама по	3	2
139	как к	3	2
140	могли бы	1	2
141	как уже	2	2
142	но в	6	2
143	бы и	3	2
144	все эти	6	2
145	в себе	2	2
146	так сказать	6	2
147	на его	2	2
148	что она	1	2
149	в нем	19	2
150	однако при	1	2
151	и по	1	2
152	и ту	1	2
153	значительной степени	6	2
154	входит в	4	2
155	это не	5	2
156	в них	6	2
157	о которых	1	2
158	несмотря на	1	2
159	высказывания как	1	2
160	или точнее	1	2
161	с точки	3	2
162	в отличие	12	2
163	от его	1	2
164	этих моментов	1	2
165	тем не	1	2
166	даже в	2	2
167	дело в	2	2
168	одна из	4	2
169	без остатка	1	2
170	которого он	2	2
171	по своей	1	2
172	могут быть	7	2
173	подход к	1	2
174	в себя	2	2
175	в дальнейшем	2	2
176	те же	2	2
177	не с	3	2
178	в новом	2	2
179	поэтому в	1	2
180	об этом	1	2
181	и здесь	2	2
182	или иным	1	2
183	в значительной	6	2
184	в форме	2	2
185	один из	5	2
186	только в	5	2
187	тем или	1	2
188	и ее	1	2
189	с одной	5	2
190	все они	2	2
191	для всех	4	2
192	с нею	1	2
193	в большинстве	6	2
194	всяком случае	2	2
195	нуждается в	2	2
196	не для	1	2
197	мы можем	1	2
198	тем что	1	2
199	одной стороны	5	2
200	в романе	46	2
201	говорит о	1	2
202	там где	6	2
203	не может	20	2
204	о себе	1	2
205	вместе с	2	2
206	и потому	7	2
207	в той	4	2
208	да и	1	2
209	этого слова	1	2
210	в контексте	3	2
211	на пути	1	2
212	и для	5	2
213	и от	3	2
214	мира и	5	2
215	хотя и	2	2
216	и все	5	2
217	из существеннейших	2	2
218	же в	1	2
219	но всегда	1	2
