N	3gram	Losev_Vesc_1	FransuaR
1	в то же	1	9
2	в конце концов	2	4
3	в свою очередь	4	3
4	с точки зрения	3	3
5	это одна из	1	3
6	все то что	1	3
7	в том что	4	3
8	а следовательно и	1	2
9	дело в том	2	2
10	более или менее	1	2
11	новые и новые	1	2
12	о том как	1	2
13	в этом отношении	1	2
14	можно было бы	1	2
15	и есть то	2	2
16	что у него	1	2
17	все новые и	1	2
18	в отрыве от	2	2
19	в свое время	2	2
20	по своей природе	1	1
21	что иное как	7	1
22	каждая в отдельности	1	1
23	только и может	1	1
24	в чем же	3	1
25	мы уже сказали	1	1
26	есть прежде всего	2	1
27	то же самое	1	1
28	из них в	1	1
29	сам по себе	3	1
30	в той же	1	1
31	на самом же	1	1
32	с тем что	1	1
33	что все это	1	1
34	и здесь как	1	1
35	и не в	1	1
36	в применении к	1	1
37	еще один момент	1	1
38	здесь как и	1	1
39	не что иное	7	1
40	содержит в себе	4	1
41	в данном случае	2	1
42	дело не с	2	1
43	в себя момент	1	1
44	не только в	4	1
45	тут у нас	1	1
46	он между прочим	1	1
47	для него это	1	1
48	и во всяком	1	1
49	мы говорили о	1	1
50	о том что	4	1
51	и во всей	1	1
52	в том или	1	1
53	ибо смерть есть	1	1
54	но только в	1	1
55	и ничем не	1	1
56	а только в	1	1
57	есть не только	2	1
58	это не есть	1	1
59	один момент который	1	1
60	потому что это	1	1
61	с вещами и	1	1
62	есть не что	5	1
63	не есть нечто	1	1
64	во всяком случае	2	1
65	только в своей	1	1
66	это и есть	1	1
67	в первом случае	2	1
68	момент который также	1	1
69	содержат в себе	1	1
70	как и во	1	1
71	но и для	1	1
72	и в самом	1	1
73	нужно сказать что	1	1
74	с полной очевидностью	1	1
75	самом же деле	1	1
76	я должен сказать	1	1
77	уже сказали что	1	1
78	мы не знаем	1	1
79	было бы сказать	2	1
80	мы видим что	1	1
81	так что в	3	1
82	и еще один	1	1
83	в себе в	2	1
84	свидетельствует о том	3	1
85	взятый сам по	1	1
86	и что вы	1	1
87	один из самых	1	1
