N	3gram	Potebnia_M_1	Hudozhes
1	о том что	1	9
2	и т п	2	8
3	то же время	3	8
4	по отношению к	13	8
5	в то же	3	8
6	в том что	13	6
7	можно было бы	1	4
8	к тому что	2	4
9	с точки зрения	3	3
10	в этом отношении	1	3
11	в связи с	1	3
12	тем не менее	6	3
13	как и в	2	3
14	и т д	4	3
15	только потому что	2	2
16	только в том	6	2
17	до сих пор	1	2
18	то и другое	2	2
19	не только в	3	2
20	не в том	4	2
21	в этих словах	1	2
22	столь же мало	1	2
23	не может быть	9	2
24	на то что	1	2
25	по его словам	2	1
26	на том что	1	1
27	а между тем	3	1
28	это могло бы	1	1
29	и там где	1	1
30	потому что оно	1	1
31	нет дела до	1	1
32	не имеют для	1	1
33	на самом деле	1	1
34	но при этом	1	1
35	имеют для них	1	1
36	в этом смысле	4	1
37	одной стороны и	1	1
38	потому что не	4	1
39	может быть только	1	1
40	и в этом	6	1
41	и то и	1	1
42	в таком случае	2	1
43	с самого начала	3	1
44	сами по себе	1	1
45	более или менее	1	1
46	друг другу то	1	1
47	же время не	1	1
48	ошибочно было бы	1	1
49	при этом не	1	1
50	заключает в себе	2	1
51	в данное время	1	1
52	с этой точки	1	1
53	можно заметить что	1	1
54	и что в	3	1
55	не потому что	1	1
56	здесь именно в	1	1
57	в первом случае	1	1
58	быть может даже	1	1
59	так и в	3	1
60	в том как	3	1
61	и потому что	2	1
62	между тем в	1	1
63	не только для	2	1
64	отношению к другим	1	1
65	еще и потому	1	1
66	в том и	2	1
67	во всяком случае	1	1
68	не только потому	1	1
69	а в том	3	1
70	между этими двумя	1	1
71	никак не могло	1	1
72	по себе а	1	1
73	то что мы	1	1
74	в свою очередь	4	1
75	этой точки зрения	1	1
76	с тем что	3	1
77	но и для	2	1
78	не только не	2	1
79	никогда не была	1	1
80	но все же	1	1
81	было бы ошибочно	1	1
82	друг от друга	2	1
83	если бы не	2	1
84	в том смысле	4	1
85	с одной стороны	3	1
86	в ответ на	1	1
87	друг друга и	1	1
88	она не может	1	1
89	могло бы быть	1	1
