N	3gram	Losev_Vlad_3	Myslijsy
1	в том что	10	16
2	там же с	6	6
3	и то же	1	5
4	сам по себе	2	5
5	одно и то	1	5
6	то же время	2	5
7	в то же	3	5
8	вместе с тем	6	4
9	с другой стороны	2	4
10	не есть ни	1	4
11	в то время	4	4
12	не только в	1	4
13	потому что он	1	3
14	более или менее	5	3
15	до сих пор	1	3
16	с одной стороны	3	3
17	само по себе	3	3
18	только в том	3	3
19	в том смысле	1	3
20	тем не менее	9	3
21	для того чтобы	1	3
22	не может быть	6	3
23	что и в	3	3
24	а не другим	1	2
25	место в системе	1	2
26	в этом последнем	1	2
27	том что он	1	2
28	в том же	1	2
29	в таком случае	2	2
30	именно то что	1	2
31	того что мы	1	2
32	в этом отношении	2	2
33	имеет значение не	1	2
34	можно думать что	1	2
35	но вместе с	1	2
36	и в том	2	2
37	нельзя сказать что	2	2
38	мы не можем	1	2
39	а в смысле	1	2
40	не только не	1	2
41	но никак не	1	2
42	возможно только в	1	2
43	как мы ее	1	2
44	к тому что	2	2
45	сама по себе	1	2
46	в буквальном смысле	1	2
47	в себе не	1	2
48	не есть отрицание	1	1
49	одной стороны и	2	1
50	если бы эти	1	1
51	потому что в	1	1
52	есть представление и	1	1
53	а потому и	1	1
54	так же и	1	1
55	не говоря уже	1	1
56	в самом деле	1	1
57	при таких условиях	2	1
58	так что в	1	1
59	те же самые	1	1
60	то же самое	1	1
61	в сущности совершенно	1	1
62	том что это	1	1
63	зависит не только	1	1
64	в строгом смысле	1	1
65	каждой из этих	1	1
66	представить себе что	1	1
67	от своих признаков	1	1
68	несмотря на свою	1	1
69	в настоящем случае	1	1
70	того что и	1	1
71	так что все	1	1
72	только при помощи	1	1
73	в противном случае	1	1
74	значении этого слова	1	1
75	еще и теперь	1	1
76	самая вещь и	1	1
77	то и другое	1	1
78	в том случае	3	1
79	и притом не	1	1
80	и то что	4	1
81	сводится к тому	2	1
82	то время как	2	1
83	в этой работе	1	1
84	в смысле совокупности	1	1
85	в данном случае	2	1
86	как на нечто	1	1
87	а тем что	1	1
88	что собственно говоря	1	1
89	мы видели выше	2	1
90	но что же	1	1
91	притом не только	1	1
92	так или иначе	2	1
93	он уже не	1	1
94	к чему стремится	1	1
95	и что в	1	1
96	оно есть представление	1	1
97	в одно целое	1	1
98	тем что в	1	1
99	потому что они	1	1
100	бросается в глаза	2	1
101	а об отношении	1	1
102	и в таком	2	1
103	только то что	1	1
104	это было бы	1	1
105	с такой точки	1	1
106	у него в	4	1
107	а вместе с	1	1
108	что даже в	1	1
109	каждое из этих	1	1
110	и не есть	2	1
111	мы ее понимаем	1	1
112	заключается в том	1	1
113	то к чему	1	1
114	лишь в том	1	1
115	далеко не всегда	1	1
116	о том что	8	1
117	ничего общего с	2	1
118	тем и другим	1	1
119	если бы мы	1	1
120	это значит что	6	1
121	что же именно	1	1
122	в каждой из	1	1
123	не было ни	1	1
124	на то что	2	1
125	может и не	1	1
126	таким а не	1	1
127	и то и	1	1
128	могла быть в	1	1
129	по этому поводу	1	1
130	и совсем не	1	1
131	не только от	1	1
132	что есть и	1	1
133	том случае когда	1	1
134	бы для него	1	1
135	но и то	1	1
136	все то что	1	1
137	к тому же	5	1
138	на наш взгляд	1	1
139	том что и	1	1
140	как мы видели	3	1
