N	4gram	Losev_Prob_3	Dialekti
1	не что иное как	4	8
2	есть не что иное	4	5
3	или по крайней мере	4	3
4	и т д и	4	3
5	д и т д	4	2
6	не имеет ничего общего	3	2
7	идет речь именно о	1	2
8	и т д все	1	2
9	имеет никакого отношения к	1	2
10	не имеет никакого отношения	1	2
11	с этой точки зрения	1	2
12	имеет ничего общего с	1	2
13	т д и т	4	2
14	и тем не менее	3	1
15	т д все это	1	1
16	и повелительно требует своего	1	1
17	в каком случае нельзя	1	1
18	этой точки зрения в	1	1
19	отличаются друг от друга	2	1
20	не сама по себе	2	1
21	если его брать как	1	1
22	мы должны сказать что	2	1
23	и то и другое	1	1
24	на самом же деле	4	1
25	поскольку речь идет о	1	1
26	с той или другой	4	1
27	ни в каком случае	2	1
28	и по сравнению с	1	1
29	это и значит что	1	1
30	сама по себе а	2	1
31	это и есть настоящее	1	1
32	это не есть ни	1	1
33	ничего общего не имеет	1	1
34	миф не есть ни	1	1
35	ни в чем не	2	1
36	не есть также и	1	1
37	если это так то	1	1
38	по сравнению с которой	1	1
39	и т д в	1	1
40	большим или меньшим приближением	1	1
41	друг от друга и	1	1
42	дело в том что	2	1
43	не говорит ни о	1	1
44	это значит что и	1	1
45	возможно только потому что	1	1
46	ничего не говорим о	1	1
47	только для того чтобы	1	1
