N	3gram	Tiupa_Anal_3	Istorich
1	не может быть	1	7
2	тем не менее	2	6
3	с другой стороны	5	5
4	до сих пор	1	5
5	в большинстве случаев	1	4
6	с одной стороны	2	4
7	в том что	7	4
8	дело в том	2	3
9	по отношению к	7	3
10	в связи с	1	3
11	о том что	5	3
12	должны были бы	1	2
13	в чистом виде	1	2
14	в зависимости от	1	2
15	на этот вопрос	1	2
16	здесь мы имеем	1	2
17	в отличие от	2	2
18	один и тот	1	2
19	само по себе	1	2
20	вопрос о том	1	2
21	и тот же	1	2
22	если бы он	1	1
23	мы будем иметь	1	1
24	в начале рассказа	1	1
25	не только по	1	1
26	нами не как	1	1
27	мы имеем дело	4	1
28	уже не может	1	1
29	не говоря уже	1	1
30	и в особенности	1	1
31	подобно тому как	2	1
32	в этом смысле	1	1
33	в этом случае	1	1
34	не видно никаких	1	1
35	при этом он	2	1
36	имеем дело не	2	1
37	по одному этому	1	1
38	но они не	1	1
39	ними в их	1	1
40	говоря уже о	1	1
41	после чего следует	1	1
42	в значительной степени	2	1
43	едва ли не	2	1
44	восходит к тому	1	1
45	именно потому что	1	1
46	в том чтобы	1	1
47	дело не с	1	1
48	не только в	1	1
49	и должно было	1	1
50	а по своей	1	1
51	а не как	1	1
52	не в том	1	1
53	это все же	1	1
54	уже по одному	1	1
55	не могут быть	1	1
56	со стороны его	1	1
57	тем или иным	2	1
58	можно с уверенностью	1	1
59	ставит его в	1	1
60	должно бы быть	1	1
61	есть не что	1	1
62	таким образом в	1	1
63	между собой и	1	1
64	до тех пор	1	1
65	в первом случае	1	1
66	того или иного	1	1
67	в одном из	1	1
68	что иное как	1	1
69	в этой роли	1	1
70	мы обратимся к	1	1
71	может быть признано	1	1
72	не что иное	1	1
73	легко может быть	1	1
74	дело не в	1	1
75	для того чтобы	1	1
76	что и в	1	1
77	к тому же	3	1
78	по себе а	1	1
79	в этом отношении	3	1
80	до известной степени	3	1
