N	3gram	Tiupa_Anal_1	Psycholo
1	в самом деле	2	18
2	в том что	9	11
3	и в самом	1	10
4	с точки зрения	4	9
5	то же самое	2	8
6	для того чтобы	3	8
7	в сущности говоря	1	7
8	до сих пор	1	5
9	и т п	3	5
10	с одной стороны	3	5
11	с другой стороны	2	5
12	как если бы	1	3
13	о том что	3	3
14	о том как	1	2
15	а вовсе не	1	2
16	только в том	1	2
17	как мы увидим	1	2
18	и та же	1	2
19	вместе с тем	1	2
20	одно и то	1	2
21	в данном случае	2	2
22	смысле этого слова	1	2
23	между тем в	1	2
24	смысл и значение	1	2
25	и как бы	1	2
26	и то же	1	2
27	не в том	3	2
28	во всяком случае	1	2
29	я не могу	1	2
30	и вместе с	1	2
31	в свою очередь	1	2
32	эти два плана	1	2
33	к тому что	1	2
34	по аналогии с	1	2
35	и в сущности	1	1
36	в том виде	1	1
37	такой же мере	1	1
38	а не к	1	1
39	есть не более	1	1
40	не можем мы	1	1
41	не так как	1	1
42	того что в	2	1
43	а отнюдь не	1	1
44	сказанного выше следует	1	1
45	выше следует что	1	1
46	более или менее	1	1
47	имеем в виду	1	1
48	в том и	2	1
49	том и заключается	1	1
50	того или иного	3	1
51	иначе говоря не	1	1
52	в зависимости от	1	1
53	есть в сущности	1	1
54	или иначе говоря	1	1
55	в отличие от	6	1
56	и все их	1	1
57	в том случае	1	1
58	в этом отношении	2	1
59	и заключается что	1	1
60	в какой это	1	1
61	в основе своей	2	1
62	она может быть	1	1
63	с этой точки	1	1
64	том случае если	1	1
65	в достаточной мере	1	1
66	той же мере	1	1
67	здесь мы имеем	1	1
68	все эти три	1	1
69	в той же	1	1
70	та и другая	1	1
71	состоит в том	3	1
72	и при этом	1	1
73	как мы постараемся	1	1
74	автора и читателя	2	1
75	а с другой	1	1
76	как и на	1	1
77	дело не в	1	1
78	в такой же	1	1
79	одна и та	1	1
80	мере в какой	2	1
81	и той же	1	1
82	и эти два	1	1
83	самом деле в	1	1
84	один и тот	1	1
85	этой точки зрения	1	1
86	и все же	2	1
87	в которую я	1	1
88	в том чтобы	7	1
89	мы постараемся сейчас	1	1
90	то есть введение	1	1
91	о мире и	1	1
92	но и не	4	1
93	или во всяком	1	1
94	быть понято как	1	1
95	будто бы не	1	1
96	одной и той	1	1
97	не может быть	16	1
98	и как будто	1	1
99	только для того	1	1
100	подобно тому как	3	1
101	к тому же	4	1
102	и тот же	1	1
