N	2gram	Losev_Prob_5	Vvedenie
1	и т	1	42
2	т д	1	36
3	и в	30	32
4	в том	12	31
5	в этом	17	30
6	том что	17	26
7	может быть	7	26
8	не только	18	22
9	для того	3	21
10	того чтобы	2	20
11	таким образом	13	19
12	также и	12	18
13	то что	18	16
14	потому что	13	15
15	так как	6	15
16	не может	5	14
17	в самом	5	13
18	в нем	6	13
19	о том	12	13
20	со стороны	1	13
21	в их	1	12
22	в его	12	12
23	того что	3	12
24	только в	9	12
25	xix в	4	12
26	и не	12	12
27	как мы	2	11
28	в ее	3	11
29	ясно что	4	11
30	в данном	2	11
31	что такое	1	11
32	что в	5	10
33	то же	2	9
34	и как	6	9
35	но в	9	9
36	по себе	2	9
37	между тем	2	9
38	этом смысле	3	9
39	науки о	1	8
40	а только	1	8
41	это не	2	8
42	не в	7	8
43	тем не	5	8
44	не менее	5	8
45	с другой	6	8
46	именно в	3	8
47	самом деле	2	7
48	вопрос о	1	7
49	но не	7	7
50	все же	9	7
51	было бы	4	7
52	точки зрения	10	7
53	уже и	2	7
54	можно было	2	7
55	прежде всего	6	7
56	о котором	3	7
57	в большей	2	7
58	только как	1	7
59	смысле слова	3	6
60	и это	1	6
61	из этих	1	6
62	том чтобы	1	6
63	его в	6	6
64	с тем	5	6
65	как и	7	6
66	вовсе не	8	6
67	в то	4	6
68	в качестве	4	6
69	же время	1	6
70	тем что	2	6
71	н э	18	6
72	не могут	2	6
73	до н	5	6
74	один из	2	6
75	этот вопрос	1	6
76	и его	6	6
77	и даже	14	6
78	до сих	2	6
79	но и	13	6
80	а именно	12	6
81	сих пор	2	6
82	все это	1	6
83	хотя бы	2	6
84	мере в	2	5
85	а как	1	5
86	иное как	3	5
87	так например	1	5
88	об этом	4	5
89	и тем	3	5
90	данном случае	2	5
91	в них	2	5
92	сказать что	9	5
93	могут быть	1	5
94	так что	11	5
95	уже в	2	5
96	что не	2	5
97	а не	5	5
98	как бы	6	5
99	в г	1	5
100	другой стороны	6	5
101	в какой	2	5
102	вместе с	7	5
103	и то	5	4
104	как это	1	4
105	в и	1	4
106	мы имеем	2	4
107	науки и	1	4
108	что иное	3	4
109	по отношению	2	4
110	не просто	5	4
111	от этого	3	4
112	уже не	6	4
113	так или	1	4
114	в себе	4	4
115	должен был	1	4
116	в своей	22	4
117	в котором	2	4
118	по крайней	4	4
119	как о	4	4
120	не имеет	1	4
121	здесь нет	1	4
122	это только	1	4
123	времени и	1	4
124	внимание на	3	4
125	и что	6	4
126	крайней мере	4	4
127	как она	1	4
128	еще не	3	4
129	что он	7	4
130	и ее	1	4
131	с одной	3	4
132	в виде	10	4
133	одно из	1	4
134	всяком случае	2	4
135	как раз	5	4
136	этом отношении	1	4
137	даже и	4	4
138	науки в	1	4
139	одной стороны	3	4
140	или иначе	1	4
141	еще и	4	4
142	о чем	1	4
143	видит в	3	4
144	с этой	2	4
145	и для	6	4
146	только что	1	4
147	а в	6	4
148	не что	3	4
149	отношению к	2	4
150	во всяком	2	4
151	и есть	1	3
152	так чтобы	1	3
153	не вполне	1	3
154	в виду	3	3
155	и этого	1	3
156	и на	6	3
157	он сам	3	3
158	в чем	2	3
159	своего рода	1	3
160	совсем не	3	3
161	сама по	1	3
162	однако не	1	3
163	хотя и	8	3
164	и к	4	3
165	разбираться в	1	3
166	бы и	1	3
167	что это	1	3
168	все эти	2	3
169	в этой	10	3
170	что она	1	3
171	при этом	4	3
172	не как	1	3
173	вообще не	1	3
174	на нее	1	3
175	в работе	1	3
176	на этой	1	3
177	второй половины	1	3
178	чем в	1	3
179	нисколько не	5	3
180	со всей	2	3
181	и вот	1	3
182	xx в	1	3
183	однако в	3	3
184	тогда когда	4	3
185	дело в	2	3
186	связи с	7	3
187	как будто	3	3
188	в области	2	3
189	но все	4	3
190	должен быть	1	3
191	в ней	3	3
192	и вообще	9	3
193	можно сказать	6	3
194	а также	3	3
195	времени в	1	3
196	к нему	3	3
197	одной из	1	3
198	до нас	7	3
199	в начале	3	3
200	при помощи	6	3
201	и других	1	3
202	из них	2	3
203	в одном	3	3
204	в конце	8	3
205	что и	6	3
206	отношение к	2	3
207	он мог	1	3
208	в очень	1	3
209	именно как	1	3
210	до конца	1	3
211	говорит о	7	3
212	только по	1	3
213	зависит от	1	3
214	так называемых	1	3
215	так же	5	3
216	такого рода	2	3
217	да и	2	3
218	действительность в	1	3
