N	3gram	Tiupa_Narr_2	Problemy
1	и т п	2	9
2	с точки зрения	2	8
3	в большинстве случаев	1	8
4	до сих пор	1	7
5	по отношению к	5	5
6	то же время	3	5
7	в то же	3	5
8	и не может	2	4
9	в отличие от	5	4
10	не может быть	2	4
11	в самом деле	1	4
12	как бы в	2	4
13	в той или	1	3
14	к себе самому	3	3
15	более или менее	1	3
16	можно было бы	1	3
17	к тому же	4	3
18	той или иной	3	3
19	никак не может	1	3
20	хотя и не	2	2
21	в этом смысле	1	2
22	как раз и	1	2
23	того и другого	1	2
24	на этот вопрос	1	2
25	в том или	1	2
26	но при этом	3	2
27	то время как	1	2
28	я не могу	1	2
29	тем не менее	4	2
30	в то время	1	2
31	в другом человеке	1	2
32	воспринимает ее как	1	1
33	а между тем	1	1
34	и в жизни	1	1
35	так сказать с	1	1
36	лишь то что	1	1
37	иметь в виду	1	1
38	как бы не	1	1
39	отношению к себе	1	1
40	в этом последнем	1	1
41	то же самое	1	1
42	одной стороны и	1	1
43	что с точки	1	1
44	в таком случае	1	1
45	и в других	1	1
46	и так или	1	1
47	но и в	2	1
48	при всей ее	1	1
49	том или ином	1	1
50	здесь не в	1	1
51	то что было	1	1
52	не в его	1	1
53	но и внутренняя	1	1
54	что же было	1	1
55	с одной стороны	5	1
56	в связи с	1	1
57	не входит в	1	1
58	в равной степени	2	1
59	так или иначе	1	1
60	в процессе перехода	1	1
61	прежде всего на	1	1
62	в нем не	1	1
63	то что он	1	1
64	во всяком случае	1	1
65	вместо того чтобы	1	1
66	о том что	4	1
67	здесь не только	1	1
68	так и в	1	1
69	не может не	1	1
70	на самом деле	2	1
71	этой точки зрения	1	1
72	перед нами простой	1	1
73	никогда не бывает	1	1
74	не только не	2	1
75	можно сказать что	3	1
76	самим собой в	1	1
77	времени и пространства	2	1
78	в том что	8	1
79	и все что	1	1
80	и в другом	1	1
