N	2gram	Bakhtin_Fr_3	OGranits
1	и в	40	13
2	и его	17	12
3	прежде всего	16	9
4	может быть	9	8
5	не может	3	8
6	и не	13	8
7	и т.п	10	7
8	в его	13	7
9	и их	1	7
10	точки зрения	2	7
11	только в	3	6
12	как бы	3	6
13	не только	13	6
14	то что	5	6
15	таким образом	10	6
16	художественного произведения	1	5
17	языка и	1	5
18	все же	2	5
19	и наконец	3	5
20	но ведь	3	5
21	с точки	1	5
22	хотя бы	2	5
23	мы не	2	4
24	произведения как	1	4
25	слов и	1	4
26	еще и	2	4
27	но в	8	4
28	то же	7	4
29	лишь в	2	4
30	в своей	6	4
31	было бы	4	4
32	все это	4	4
33	вполне понятно	1	4
34	вряд ли	1	3
35	связана с	2	3
36	в ее	3	3
37	самом деле	3	3
38	в пределах	1	3
39	так и	3	3
40	г в	1	3
41	при анализе	2	3
42	понятно что	1	3
43	в их	4	3
44	по отношению	3	3
45	с этим	2	3
46	в которой	2	3
47	в себе	3	3
48	к одному	1	3
49	не как	1	3
50	в одном	7	3
51	так как	4	3
52	одно и	1	3
53	здесь мы	2	3
54	но и	11	3
55	слово в	3	3
56	как и	11	3
57	и уже	1	3
58	со всей	1	3
59	не в	1	3
60	да и	1	3
61	но для	1	3
62	и для	5	3
63	никогда не	1	3
64	и все	9	3
65	превращается в	1	3
66	отношению к	2	3
67	что в	12	3
68	смысле слова	4	2
69	и др	7	2
70	данном случае	2	2
71	в произведении	1	2
72	только его	1	2
73	роль в	4	2
74	и этот	2	2
75	мы уже	13	2
76	те же	5	2
77	есть не	1	2
78	не исчерпывается	2	2
79	если бы	3	2
80	и стиль	2	2
81	что иное	1	2
82	иное как	1	2
83	не что	1	2
84	с самого	1	2
85	в ней	4	2
86	ее в	1	2
87	а также	4	2
88	между тем	3	2
89	в общем	1	2
90	нуждается в	3	2
91	в языке	2	2
92	во всей	3	2
93	что они	1	2
94	наконец в	1	2
95	и следовательно	3	2
96	его на	1	2
97	как в	3	2
98	в данном	4	2
99	в этом	15	2
100	но так	1	2
101	в том	8	2
102	мы видим	5	2
103	с ними	1	2
104	от этого	1	2
105	и отчасти	1	2
106	в этот	2	2
107	которое мы	1	2
108	в целом	2	2
109	и тем	1	2
110	все эти	8	2
111	с одной	1	2
112	думать что	2	2
113	уже в	2	2
114	в нем	5	2
115	связанные с	3	2
116	при этом	3	2
117	языка но	1	2
118	для него	5	2
119	в другом	3	2
120	вовсе не	12	2
121	о языке	1	2
122	тем что	3	2
123	в них	9	2
124	связанных с	1	2
125	в области	4	2
126	с другой	2	2
127	а как	1	2
128	в самом	6	2
129	мы считаем	1	2
130	более того	1	2
131	не на	1	2
132	а не	5	2
133	другой стороны	1	2
134	громадную роль	2	2
135	там где	3	2
136	несмотря на	1	2
137	в связи	5	2
138	этот материал	1	2
139	том что	4	2
140	и истории	1	2
141	с помощью	2	2
142	и при	1	2
143	и ее	2	2
144	так же	1	2
145	в отношении	1	2
146	телом и	1	2
147	своего рода	2	2
148	в течение	2	2
149	форм но	1	2
150	в тех	1	2
151	литературного произведения	1	2
152	слова и	2	2
153	не менее	2	2
154	что эта	1	2
155	самого начала	1	2
156	не имеет	1	2
157	в книге	2	2
158	на язык	1	2
159	во всем	3	2
160	а в	3	2
161	еще в	3	2
162	в целях	1	2
163	и к	3	2
164	с телом	1	2
165	в своих	5	2
166	и это	2	1
167	оно может	1	1
168	не думает	1	1
169	одним из	2	1
170	также и	4	1
171	xvii века	3	1
172	совершенно справедливо	1	1
173	в виду	7	1
174	того же	2	1
175	значительной мере	1	1
176	как известно	2	1
177	на основе	2	1
178	уже к	2	1
179	это и	2	1
180	в собственном	1	1
181	и есть	3	1
182	вовлекаются в	1	1
183	здесь и	5	1
184	делая его	1	1
185	в себя	1	1
186	включает в	2	1
187	и до	8	1
188	в нашу	1	1
189	ведь и	1	1
190	собственном смысле	1	1
191	на том	1	1
192	в образе	1	1
193	можно было	3	1
194	в нескольких	1	1
195	в несколько	1	1
196	особенно в	4	1
197	отсюда и	1	1
198	с вопросами	1	1
199	здесь нет	2	1
200	мы имеем	1	1
201	к тем	2	1
202	и о	4	1
203	мы в	1	1
204	разговорного языка	1	1
205	для этого	3	1
206	фактов но	1	1
207	по себе	1	1
208	как выражение	1	1
209	неподвижной и	1	1
210	но даже	1	1
211	не совсем	1	1
212	другом месте	1	1
213	в мире	4	1
214	он пытается	1	1
215	и он	1	1
216	внимание на	1	1
217	следовательно в	1	1
218	другими словами	3	1
219	и что	1	1
220	рождения и	1	1
221	еще не	3	1
222	связи со	1	1
223	эту связь	2	1
224	же самые	1	1
225	тем как	1	1
226	как художественного	1	1
227	к нему	2	1
228	на самом	3	1
229	но не	2	1
230	то он	1	1
231	отношение к	8	1
232	слову в	1	1
233	отметить что	1	1
234	тут же	2	1
235	нет и	1	1
236	в другой	1	1
237	в оценке	1	1
238	значение имеет	1	1
239	в истории	4	1
240	в описании	1	1
241	в одной	1	1
242	эта связь	1	1
243	в своем	7	1
244	по своей	1	1
245	один из	4	1
246	моменты в	1	1
247	и как	3	1
248	характер носит	1	1
249	особенно его	1	1
250	еще тем	1	1
251	стиль в	1	1
252	метод в	1	1
253	этого материала	1	1
254	его к	2	1
255	одной из	2	1
256	что он	2	1
257	который в	2	1
258	в значительной	3	1
259	всем разнообразии	1	1
260	и оба	1	1
261	или же	2	1
262	со всеми	5	1
263	так в	4	1
264	выражение в	2	1
265	в этой	3	1
266	для всех	1	1
267	в дальнейшем	2	1
268	и тот	1	1
269	эпохи но	2	1
270	с одним	1	1
271	конечно не	2	1
272	литературы в	1	1
273	мы чувствуем	3	1
274	построен на	1	1
275	и у	2	1
276	только на	4	1
277	если он	1	1
278	в нашей	2	1
279	и если	2	1
280	этот момент	1	1
281	к слову	1	1
282	и других	6	1
283	превращаются в	1	1
284	всем своем	1	1
285	одно из	3	1
286	в узком	1	1
287	в виде	1	1
288	в конце	3	1
289	особенно часто	1	1
290	но что	1	1
291	каждый из	1	1
292	подобно тому	1	1
293	отличие от	3	1
294	на этом	2	1
295	только некоторые	1	1
296	или иных	1	1
297	ее жизни	1	1
298	и вместе	1	1
299	ее на	1	1
300	это конечно	1	1
301	даже и	2	1
302	для того	3	1
303	мы слышим	4	1
304	эпохи не	1	1
305	в особенности	5	1
306	в совершенно	1	1
307	особенности в	1	1
308	часто мы	1	1
309	на все	1	1
310	последнем счете	1	1
311	и здесь	4	1
312	его в	1	1
313	ко второму	1	1
314	как же	1	1
315	заключается в	1	1
316	между отдельными	1	1
317	мира это	1	1
318	и находит	1	1
319	в живом	1	1
320	только к	1	1
321	к более	1	1
322	для них	1	1
323	произведение как	1	1
324	не было	5	1
325	все равно	1	1
326	из членов	1	1
327	далеко не	2	1
328	и самый	1	1
329	в сб	1	1
330	типа например	1	1
331	не всегда	1	1
332	переходим к	1	1
333	он и	7	1
334	все время	1	1
335	долгое время	1	1
336	отнюдь не	1	1
337	должно быть	1	1
338	менее всего	1	1
339	такой же	1	1
340	связь с	6	1
341	ведь только	1	1
342	при изучении	1	1
343	и особенно	1	1
344	ко всем	3	1
345	как это	1	1
346	бесспорную и	1	1
347	языке но	1	1
348	представление о	2	1
349	в отличие	3	1
350	мысли и	1	1
351	и глубоко	1	1
352	он говорит	6	1
353	здесь он	2	1
354	к этому	6	1
355	человеческого тела	1	1
356	несомненно что	1	1
357	нашу задачу	1	1
358	такого рода	3	1
359	правда он	1	1
360	тому как	1	1
361	и вот	2	1
362	как средство	1	1
363	в эпоху	8	1
364	речи в	1	1
365	и более	1	1
366	их в	3	1
367	в ряду	1	1
368	для понимания	3	1
369	своего времени	1	1
370	в человеческом	1	1
371	в последнем	2	1
372	и объединение	1	1
373	это особенно	1	1
374	этого слова	2	1
375	только то	1	1
376	в контексте	1	1
377	тому что	1	1
378	необходимо учитывать	1	1
379	существует только	1	1
380	быть и	1	1
381	письма к	1	1
382	в условиях	2	1
383	до конца	6	1
384	вплоть до	3	1
385	стиля не	1	1
386	но это	3	1
387	о значении	1	1
388	нижний предел	1	1
389	в начале	3	1
390	к двум	1	1
391	неразрывно связаны	2	1
392	истории и	1	1
393	в то	6	1
394	как о	2	1
395	одна из	3	1
396	произведений и	2	1
397	тех или	1	1
398	форме в	1	1
399	весь этот	3	1
400	мы все	1	1
401	того чтобы	4	1
402	на самый	1	1
403	само по	1	1
404	и тонкие	1	1
405	в разных	2	1
406	и определяют	1	1
407	или в	1	1
408	на одном	1	1
409	узком смысле	1	1
410	именно с	1	1
411	ее и	1	1
412	у некоторых	1	1
413	же время	6	1
414	нам придется	1	1
415	в основе	5	1
416	важное значение	1	1
417	вообще в	1	1
418	литературы от	1	1
419	указанная нами	1	1
420	потому что	2	1
421	связи с	6	1
422	своей статье	1	1
423	эти три	1	1
424	до того	2	1
425	в системе	2	1
426	этом отношении	2	1
427	об этом	3	1
428	не вводит	1	1
429	понимания и	1	1
430	и несколько	1	1
431	не знает	1	1
432	сказать что	3	1
433	речи и	1	1
434	все то	2	1
435	но когда	1	1
436	не входит	1	1
437	и часто	1	1
438	во все	3	1
439	языке и	1	1
440	время мы	1	1
441	с его	3	1
442	должны быть	2	1
443	всего в	1	1
444	вместе с	3	1
445	как для	1	1
446	например в	2	1
447	они не	3	1
