N	2gram	Bakhtin_Pr_3	KFilosof
1	может быть	19	43
2	в его	22	39
3	в нем	19	31
4	не может	19	27
5	и не	29	26
6	по отношению	5	25
7	и в	34	22
8	в себе	6	21
9	в котором	3	21
10	отношению к	6	21
11	для меня	1	20
12	и его	16	17
13	в ее	3	17
14	а не	9	17
15	только в	6	16
16	в этом	16	13
17	точки зрения	8	13
18	и это	4	12
19	но не	4	12
20	ни в	4	12
21	для него	13	12
22	все эти	4	11
23	в своей	3	11
24	не в	9	11
25	к нему	14	11
26	во всех	2	10
27	в своем	2	10
28	это не	5	10
29	с точки	4	10
30	от себя	6	10
31	все это	16	10
32	в их	1	9
33	в целом	5	9
34	для нее	1	9
35	его целом	2	9
36	но и	12	9
37	как бы	27	9
38	и для	8	9
39	и все	19	9
40	лишь в	5	8
41	было бы	2	8
42	если бы	4	8
43	не было	2	8
44	жизни и	3	8
45	то что	11	7
46	во всем	3	7
47	должен быть	1	7
48	на основе	1	7
49	в себя	1	7
50	что и	5	7
51	себя в	1	7
52	конечно не	2	7
53	вовсе не	11	7
54	я не	7	6
55	момент в	1	6
56	менее всего	1	6
57	отношение к	6	6
58	отнюдь не	2	6
59	он не	15	6
60	но лишь	1	6
61	в мире	4	6
62	этот момент	1	6
63	и только	2	6
64	и действительно	1	6
65	уже не	2	6
66	и их	1	6
67	ко мне	1	6
68	но это	4	6
69	поступка в	1	6
70	в том	3	6
71	но как	4	5
72	все же	7	5
73	но в	16	5
74	жизнь как	1	5
75	не только	10	5
76	но ведь	1	5
77	то же	14	5
78	но все	5	5
79	его в	4	5
80	как и	18	5
81	должно быть	3	5
82	что я	15	5
83	но эта	1	5
84	никогда не	8	5
85	для себя	6	5
86	ни одно	1	5
87	с ним	8	5
88	со всем	2	5
89	есть лишь	1	5
90	там где	7	5
91	в основе	1	5
92	хотя бы	5	5
93	не знает	6	5
94	ко всему	1	5
95	я могу	1	5
96	как его	2	4
97	проникает в	1	4
98	где я	1	4
99	себя а	1	4
100	в чем	5	4
101	при этом	4	4
102	не как	3	4
103	здесь мы	1	4
104	бы быть	1	4
105	входит в	2	4
106	меня но	1	4
107	места в	1	4
108	чем не	2	4
109	о нем	2	4
110	с ними	6	4
111	времени и	1	4
112	между тем	3	4
113	во всей	1	4
114	нисколько не	2	4
115	ни было	4	4
116	в одном	5	4
117	том что	3	4
118	а в	5	4
119	что в	7	4
120	в своих	1	4
121	самом деле	13	3
122	на самом	11	3
123	из его	4	3
124	и этот	2	3
125	что это	5	3
126	слово не	2	3
127	в ней	3	3
128	еще не	4	3
129	и на	6	3
130	не могу	3	3
131	тем как	1	3
132	себе и	5	3
133	нет и	3	3
134	независимо от	1	3
135	ясно и	1	3
136	к чему	2	3
137	бы и	4	3
138	бы не	2	3
139	всех этих	2	3
140	для того	1	3
141	и совершенно	1	3
142	в корне	1	3
143	из него	1	3
144	всех своих	1	3
145	в каждом	3	3
146	в другом	8	3
147	этом смысле	4	3
148	нет в	2	3
149	рядом с	4	3
150	когда я	5	3
151	нигде не	1	3
152	что этот	1	3
153	не менее	3	3
154	тогда когда	1	3
155	меня не	4	3
156	я буду	1	3
157	где он	3	3
158	ничего не	4	3
159	меня и	1	3
160	и делает	2	3
161	меня в	2	3
162	здесь не	1	3
163	ясно что	1	3
164	мне как	1	3
165	с человеком	2	3
166	в виду	3	3
167	о том	2	3
168	и весь	1	3
169	других людей	1	3
170	того или	2	3
171	к последнему	1	3
172	ним и	1	3
173	нем и	1	3
174	того что	5	3
175	быть и	2	3
176	действительной жизни	1	3
177	я имею	1	3
178	всем его	1	3
179	был бы	2	3
180	тем что	4	3
181	что не	7	3
182	и пр	1	3
183	до конца	3	3
184	вступает в	2	3
185	действительно и	1	3
186	по своему	3	3
187	единственным и	1	3
188	котором он	1	3
189	сознания и	3	3
190	от него	6	3
191	лишь как	1	3
192	и ни	1	3
193	не должен	1	3
194	только с	3	3
195	не я	2	3
196	в свою	1	3
197	в то	12	3
198	себя как	2	2
199	чтобы не	1	2
200	мы здесь	1	2
201	и то	3	2
202	я и	2	2
203	он может	2	2
204	своем смысле	1	2
205	это и	2	2
206	а как	2	2
207	если я	2	2
208	на первом	1	2
209	и свой	2	2
210	вопрос о	2	2
211	дан в	1	2
212	с его	6	2
213	совсем не	3	2
214	в данном	1	2
215	жить и	1	2
216	к которой	1	2
217	ее до	1	2
218	один и	1	2
219	предмет значит	1	2
220	себя за	2	2
221	как в	4	2
222	как к	4	2
223	и как	3	2
224	себе как	2	2
225	та же	2	2
226	в этой	1	2
227	и тот	1	2
228	человек не	1	2
229	вследствие этого	2	2
230	нем нельзя	1	2
231	в виде	4	2
232	лишь с	1	2
233	ни был	4	2
234	так и	6	2
235	всех отношениях	1	2
236	то ни	4	2
237	и может	1	2
238	конечно в	2	2
239	ее мир	1	2
240	и мы	1	2
241	он ни	3	2
242	это целое	1	2
243	в жизни	2	2
244	кажется что	2	2
245	с тем	5	2
246	и само	1	2
247	сознания по	1	2
248	и того	2	2
249	но я	2	2
250	что значит	2	2
251	я его	1	2
252	знает и	7	2
253	тем не	2	2
254	и эти	1	2
255	войти в	2	2
256	по себе	3	2
257	тому что	2	2
258	раз и	3	2
259	в процессе	1	2
260	того чтобы	1	2
261	же время	12	2
262	для другого	2	2
263	к себе	17	2
264	и именно	1	2
265	его с	4	2
266	бы он	4	2
267	той или	2	2
268	оно не	1	2
269	отказаться от	2	2
270	на нем	1	2
271	зрения смысла	1	2
272	всей своей	2	2
273	говорить о	3	2
274	котором мы	1	2
275	и себе	2	2
276	чтобы дать	1	2
277	жизнь и	2	2
278	даны в	1	2
279	сводится к	3	2
280	бы то	4	2
281	или как	2	2
282	нем не	1	2
283	вся эта	1	2
284	в ту	1	2
285	и она	1	2
286	в него	3	2
287	мысль и	2	2
288	что только	1	2
289	тот же	2	2
290	что он	23	2
291	и отчетливо	1	2
292	а с	3	2
293	всех его	1	2
294	со всеми	2	2
295	него и	2	2
296	и других	1	2
297	его и	3	2
298	и навсегда	1	2
299	слова в	7	2
300	не о	4	2
301	были бы	2	2
302	или иной	2	2
303	ли это	2	2
304	для этого	3	2
305	было и	2	2
306	себя и	8	2
307	предмет и	1	2
308	прежде всего	15	2
309	он и	5	2
310	если не	3	2
311	я уже	2	2
312	и потому	2	2
313	быть не	1	2
314	этого слова	7	2
315	первом плане	1	2
316	но для	3	2
317	которой он	2	2
318	это уже	2	2
319	человек и	2	2
320	еще более	2	2
321	потому что	12	2
322	отношении к	7	2
323	его к	3	2
324	но этот	2	2
325	но ни	2	2
326	ту же	1	1
327	также и	1	1
328	человека и	1	1
329	функции в	3	1
330	утверждение что	1	1
331	пробиться к	4	1
332	ты и	1	1
333	показать что	2	1
334	здесь и	2	1
335	непосредственной близости	1	1
336	и до	1	1
337	что эти	1	1
338	здесь существенно	1	1
339	ведь и	3	1
340	отношения к	1	1
341	мы уже	6	1
342	той же	2	1
343	из всех	1	1
344	со всех	1	1
345	и лицо	1	1
346	я как	2	1
347	смысле можно	1	1
348	что уже	1	1
349	время от	2	1
350	он как	4	1
351	совпадает с	2	1
352	котором не	1	1
353	бы ни	1	1
354	эта функция	1	1
355	и ее	2	1
356	как я	3	1
357	конечно и	1	1
358	своему смыслу	2	1
359	и он	2	1
360	всех сторон	1	1
361	и иначе	1	1
362	причастности к	1	1
363	столь же	2	1
364	нему он	2	1
365	себе несколько	1	1
366	мной в	1	1
367	как если	1	1
368	нельзя говорить	1	1
369	черты и	1	1
370	в план	1	1
371	его построения	1	1
372	него с	1	1
373	с собою	6	1
374	не просто	1	1
375	автора здесь	1	1
376	я только	1	1
377	определяется не	2	1
378	и выдает	1	1
379	никого и	1	1
380	с этим	2	1
381	виду и	2	1
382	в единый	1	1
383	хотя и	3	1
384	бы я	1	1
385	и наконец	5	1
386	не являются	1	1
387	и к	12	1
388	в непосредственной	1	1
389	в этот	2	1
390	в первом	1	1
391	за собой	3	1
392	поэтому он	3	1
393	за границей	2	1
394	в самом	8	1
395	не дано	1	1
396	в которой	2	1
397	ни один	1	1
398	другого как	4	1
399	жизни только	1	1
400	близости к	1	1
401	другой человек	1	1
402	вообще а	1	1
403	бы только	1	1
404	ее как	3	1
405	здесь есть	1	1
406	на то	1	1
407	его но	1	1
408	зрения его	1	1
409	этот процесс	1	1
410	его действительной	1	1
411	на его	4	1
412	главным образом	1	1
413	только себя	2	1
414	бы через	1	1
415	а просто	2	1
416	весь и	1	1
417	оно должно	2	1
418	нем но	1	1
419	их в	3	1
420	я с	1	1
421	и по	1	1
422	на этом	4	1
423	стремится быть	2	1
424	эта же	1	1
425	значительной степени	1	1
426	том же	1	1
427	а затем	1	1
428	же не	2	1
429	подробный анализ	1	1
430	об этом	1	1
431	и с	15	1
432	то есть	1	1
433	это было	3	1
434	может стать	1	1
435	то все	2	1
436	он есть	2	1
437	я для	2	1
438	к миру	1	1
439	как таковому	1	1
440	момент этого	1	1
441	как другого	2	1
442	делает его	1	1
443	мою голову	1	1
444	основе нашей	1	1
445	все равно	4	1
446	освободиться от	1	1
447	этого не	3	1
448	всю жизнь	2	1
449	его все	1	1
450	несмотря на	1	1
451	и было	1	1
452	такой же	3	1
453	элемента в	1	1
454	в один	1	1
455	не мог	5	1
456	и видит	1	1
457	в этих	1	1
458	другим и	3	1
459	и тут	2	1
460	как все	1	1
461	он должен	2	1
462	всяком случае	5	1
463	на месте	1	1
464	она в	2	1
465	все и	4	1
466	от времени	2	1
467	свой смысл	1	1
468	признать что	2	1
469	зрения формальной	1	1
470	него герой	1	1
471	сам же	1	1
472	но он	3	1
473	над всеми	1	1
474	есть еще	1	1
475	бы два	2	1
476	любви и	1	1
477	на один	1	1
478	дан не	1	1
479	если и	2	1
480	в отношении	9	1
481	отчетливо и	1	1
482	она не	1	1
483	тон его	1	1
484	для каждого	1	1
485	мысли в	1	1
486	одна из	1	1
487	первая часть	1	1
488	смысле и	1	1
489	но может	1	1
490	так чтобы	3	1
491	к другим	2	1
492	из их	1	1
493	к такому	1	1
494	но только	2	1
495	для всего	1	1
496	только не	1	1
497	и некоторое	1	1
498	слово и	1	1
499	не оставив	1	1
500	по своей	1	1
501	такая же	2	1
502	за исключением	1	1
503	ему и	1	1
504	существенная связь	1	1
505	это слово	5	1
506	мире и	2	1
507	и мысли	2	1
508	есть это	1	1
509	и теперь	1	1
510	его он	1	1
511	здесь же	1	1
512	до того	1	1
513	одна мысль	1	1
514	не является	2	1
515	сделать в	1	1
516	у меня	6	1
517	ни о	1	1
518	которых он	2	1
519	но там	1	1
520	и должно	2	1
521	есть только	3	1
522	сказать только	1	1
523	развивается как	1	1
524	остановимся еще	2	1
525	зависимости от	1	1
526	отличается от	2	1
527	всего в	1	1
528	к тому	5	1
529	целом в	1	1
530	и мне	1	1
531	него как	1	1
532	существенный момент	1	1
533	героя для	1	1
534	оно может	1	1
535	и о	1	1
536	с ее	3	1
537	что все	4	1
538	как не	1	1
539	свою очередь	1	1
540	но при	1	1
541	всего этого	2	1
542	не вступает	1	1
543	и от	5	1
544	характер и	3	1
545	и получает	1	1
546	мысль о	1	1
547	ведь оно	1	1
548	него самого	1	1
549	уже с	2	1
550	она только	1	1
551	приводит к	1	1
552	можно говорить	1	1
553	как с	1	1
554	его самого	1	1
555	что может	1	1
556	с собой	1	1
557	не с	2	1
558	особенно в	2	1
559	моментом которого	1	1
560	как мой	1	1
561	мог бы	2	1
562	этой мысли	1	1
563	и реальное	1	1
564	бы признать	1	1
565	момент во	1	1
566	поэтому в	1	1
567	собой и	2	1
568	и даже	7	1
569	образом в	1	1
570	в мою	2	1
571	находится в	2	1
572	тона и	2	1
573	задает себе	2	1
574	я теперь	5	1
575	его действительного	1	1
576	каждый раз	1	1
577	только так	2	1
578	один миг	1	1
579	на все	1	1
580	можно сказать	1	1
581	ли она	1	1
582	в значительной	1	1
583	ни на	1	1
584	и во	3	1
585	а во	1	1
586	все в	1	1
587	связь между	1	1
588	я а	1	1
589	и требует	1	1
590	смысла его	1	1
591	лишь путем	1	1
592	переходит в	2	1
593	нуждается в	3	1
594	себя но	2	1
595	понять его	1	1
596	даже для	1	1
597	сказать и	1	1
598	не знаю	2	1
599	человека как	4	1
600	к ней	2	1
601	для самого	1	1
602	бы меня	1	1
603	оставаясь в	1	1
604	один из	2	1
605	но с	2	1
606	тон не	1	1
607	вне себя	2	1
608	согласиться с	1	1
609	одной из	1	1
610	и кажется	4	1
611	же я	3	1
612	в напряженном	1	1
613	и так	5	1
614	это очень	1	1
615	поэтому и	1	1
616	искажает его	1	1
617	в интонации	1	1
618	нем нет	1	1
619	не он	1	1
620	целом это	1	1
621	же и	2	1
622	в большинстве	2	1
623	только на	4	1
624	ибо действительно	1	1
625	дано в	1	1
626	еще одной	1	1
627	что первая	1	1
628	а то	1	1
629	большинстве случаев	3	1
630	в душе	2	1
631	него все	1	1
632	только одно	1	1
633	ибо он	2	1
634	она действительно	1	1
635	него нет	2	1
636	себе в	1	1
637	никто не	1	1
638	ведь это	1	1
639	не для	2	1
640	смысле этого	2	1
641	так как	4	1
642	друг друга	2	1
643	если оно	1	1
644	мы можем	1	1
645	к человеку	1	1
646	но уже	1	1
647	как раз	4	1
648	из только	1	1
649	к той	1	1
650	другой и	1	1
651	поступков в	1	1
652	но из	1	1
653	предмету но	1	1
654	именно как	1	1
655	никогда и	1	1
656	активно и	1	1
657	она и	1	1
658	точек зрения	2	1
659	с другим	11	1
660	или просто	1	1
661	и самая	1	1
662	и своего	3	1
663	уже давно	1	1
664	себе тождественное	1	1
665	ничем не	1	1
666	с которым	7	1
667	нет ничего	1	1
668	него в	1	1
669	эти слова	3	1
670	вместе с	4	1
671	к его	1	1
672	себе самому	18	1
673	из которых	1	1
674	этим моментом	1	1
675	какого бы	1	1
676	еще на	1	1
677	уже вне	1	1
678	когда мы	1	1
679	даже там	1	1
680	самого себя	2	1
681	в мир	1	1
682	в человеке	2	1
683	лежит в	2	1
684	в реальном	3	1
685	слова и	10	1
686	будет и	1	1
687	только для	1	1
688	как таковой	1	1
689	свой тон	1	1
690	самого и	1	1
691	слышит и	1	1
692	остается в	2	1
693	определения и	1	1
694	одного и	1	1
695	каким бы	1	1
696	или в	1	1
697	а к	2	1
698	когда он	2	1
699	слова мы	2	1
700	в эту	1	1
701	где ее	1	1
702	мы должны	5	1
703	только что	3	1
704	все они	1	1
705	я в	4	1
706	воплощения ее	1	1
707	или не	1	1
708	пока я	1	1
709	его единственным	1	1
710	но оно	1	1
711	помимо его	1	1
712	требует чтобы	1	1
713	между ними	1	1
714	с ней	1	1
715	вмещает в	1	1
716	найти себя	2	1
717	того же	2	1
718	является и	1	1
719	для героя	1	1
720	в последнем	2	1
721	бы его	4	1
722	ней в	1	1
723	а я	10	1
724	это в	2	1
725	себя другой	1	1
726	который не	1	1
727	им и	3	1
728	во всяком	5	1
