N	3gram	Bakhtin_Fr_8	Formalny
1	с точки зрения	2	13
2	в настоящее время	3	10
3	то же время	10	8
4	в то же	10	8
5	более или менее	2	6
6	на самом деле	1	6
7	до сих пор	8	6
8	не может быть	2	5
9	по отношению к	1	4
10	одной стороны и	1	4
11	с одной стороны	2	4
12	так и в	1	4
13	прежде всего в	1	3
14	и до конца	4	3
15	настоящее время в	1	3
16	бы то ни	2	3
17	может быть и	1	3
18	в ее целом	1	3
19	как бы ни	1	3
20	и наконец в	1	2
21	в нем и	2	2
22	а отчасти и	1	2
23	в этом процессе	2	2
24	и в частности	1	2
25	в большинстве случаев	6	2
26	мы полагаем что	1	2
27	но в то	2	2
28	и в этом	1	2
29	начала и до	3	2
30	в связи с	3	2
31	мы не можем	1	2
32	до настоящего времени	3	2
33	не только не	2	2
34	с начала и	3	2
35	как мы видели	2	2
36	и глубже чем	1	1
37	могут быть найдены	1	1
38	еще далеко не	1	1
39	в точке пересечения	1	1
40	состоит в том	1	1
41	в чем же	1	1
42	лишена подхода к	1	1
43	как один из	1	1
44	в этом смысле	1	1
45	в том что	6	1
46	но и в	1	1
47	же время не	1	1
48	на самом же	1	1
49	в этом отношении	1	1
50	вместо того чтобы	1	1
51	том числе и	2	1
52	эпохи так и	1	1
53	вместе с тем	1	1
54	не был понят	1	1
55	мы видим что	2	1
56	в данном случае	2	1
57	то ни было	1	1
58	и в то	5	1
59	а также и	1	1
60	еще не было	1	1
61	они вовсе не	1	1
62	в отличие от	1	1
63	по сравнению с	1	1
64	и как бы	1	1
65	с разных сторон	1	1
66	людей и вещей	1	1
67	это конечно не	1	1
68	в новое время	1	1
69	с другой стороны	2	1
70	самом же деле	1	1
71	них и в	1	1
72	одним словом не	1	1
73	вовсе не как	1	1
74	в той же	3	1
75	между этими двумя	1	1
76	с конкретностью и	1	1
77	может и не	1	1
78	и притом в	1	1
79	и в лице	1	1
80	к миру когда	1	1
81	в самом начале	1	1
82	данной эпохи и	1	1
83	и до сих	2	1
84	с самого начала	1	1
85	настоящего времени еще	1	1
86	и все остальные	1	1
87	прежде всего это	1	1
88	как мы знаем	1	1
89	заключается в том	1	1
90	дело здесь идет	1	1
91	и здесь в	1	1
92	в том числе	3	1
93	или же в	1	1
94	в предисловии к	1	1
95	и до настоящего	2	1
96	выходит за пределы	1	1
