N	3gram	Tiupa_Disk_2	Formalny
1	с точки зрения	2	13
2	то же время	5	8
3	в то же	4	8
4	не может быть	3	5
5	по отношению к	4	4
6	одной стороны и	2	4
7	с одной стороны	4	4
8	во всяком случае	1	4
9	так и в	3	4
10	прежде всего в	1	3
11	бы то ни	1	3
12	по аналогии с	1	3
13	средства изображения и	1	2
14	и не может	2	2
15	и в частности	1	2
16	в большинстве случаев	1	2
17	в применении к	1	2
18	того или иного	1	2
19	из виду что	1	2
20	не сводится к	2	2
21	друг от друга	1	2
22	а часто и	1	2
23	быть и не	1	2
24	для этого она	1	1
25	становления и развития	1	1
26	состоит в том	2	1
27	как и всякое	2	1
28	не говоря уже	1	1
29	и может быть	2	1
30	же время и	1	1
31	художественного целого отнюдь	1	1
32	говоря уже о	1	1
33	при этом не	1	1
34	можно говорить о	1	1
35	в том что	6	1
36	в искусстве не	1	1
37	в этом отношении	4	1
38	но для этого	1	1
39	том числе и	1	1
40	целого отнюдь не	1	1
41	отнюдь не является	1	1
42	не приводит к	1	1
43	в предыдущей главе	1	1
44	взаимодействия при этом	1	1
45	в это время	1	1
46	в целом и	1	1
47	в своем творчестве	1	1
48	в данном случае	6	1
49	свои формы и	1	1
50	то ни было	1	1
51	во внешнем мире	1	1
52	целом и в	1	1
53	и в то	1	1
54	а также и	1	1
55	не столько в	1	1
56	и в пределах	1	1
57	в отличие от	12	1
58	так и с	1	1
59	и как бы	2	1
60	а не как	1	1
61	с другой стороны	1	1
62	все то что	1	1
63	между тем как	1	1
64	та или иная	1	1
65	так и на	2	1
66	с самого начала	1	1
67	но все эти	1	1
68	не менее в	1	1
69	один из важнейших	1	1
70	и здесь в	1	1
71	в том числе	1	1
72	изображения и выражения	1	1
73	тем не менее	1	1
74	по своей природе	1	1
75	в пределах одного	1	1
