N	3gram	Losev_Dial_4	Narrotol
1	в данном случае	1	8
2	не только в	1	6
3	в том что	9	5
4	то же время	6	4
5	той или иной	1	4
6	в то же	6	4
7	не может быть	6	4
8	подобно тому как	4	3
9	для того чтобы	5	3
10	тем не менее	2	3
11	речь идет о	1	3
12	о том что	1	2
13	мы имеем дело	1	2
14	не было и	1	2
15	в отличие от	1	2
16	перед нами не	1	2
17	в зависимости от	1	2
18	в связи с	1	2
19	дело в том	1	2
20	в свою очередь	2	2
21	можно сказать что	1	2
22	на то что	3	2
23	ни о каких	1	1
24	что иное как	8	1
25	только потому что	1	1
26	бытия и о	1	1
27	или другой стороны	1	1
28	точки зрения в	1	1
29	же как и	1	1
30	он не может	1	1
31	с другой стороны	1	1
32	с точки зрения	9	1
33	и не только	1	1
34	указывает и на	1	1
35	и не может	1	1
36	как и все	2	1
37	в сущности в	1	1
38	том случае если	1	1
39	и в то	2	1
40	сам по себе	2	1
41	в той же	1	1
42	и не мог	2	1
43	с той или	1	1
44	и то что	1	1
45	из того что	1	1
46	точно так же	2	1
47	качестве одного из	1	1
48	по крайней мере	7	1
49	именно в этом	1	1
50	к жизни и	1	1
51	в том случае	1	1
52	как и на	1	1
53	исходя из того	1	1
54	а стало быть	2	1
55	стало быть в	3	1
56	все что было	1	1
57	и не по	1	1
58	мы не знаем	1	1
59	стало быть и	1	1
60	оно и не	1	1
61	и как бы	1	1
62	в нашем случае	1	1
63	в качестве одного	1	1
64	в нем не	1	1
65	и та же	1	1
66	лишь в том	1	1
67	одна и та	1	1
68	с тем кто	1	1
69	а не в	1	1
70	связи с этим	1	1
71	было и не	1	1
72	содержит в себе	1	1
73	той или другой	3	1
74	потому что стало	1	1
75	то что мы	2	1
76	его жизни и	1	1
77	само по себе	4	1
78	ни одна из	1	1
79	одна из этих	1	1
80	но все же	1	1
81	ничего не говорит	4	1
82	друг от друга	1	1
83	тем более не	3	1
84	и даже не	1	1
85	как формы бытия	1	1
86	по себе а	1	1
87	стало быть не	1	1
88	и т д	15	1
89	не входит в	1	1
