N	3gram	Propp_Russ_2	Dialekti
1	и т д	5	15
2	в том что	18	6
3	о том что	4	4
4	с другой стороны	1	4
5	только тогда когда	3	4
6	что иное как	2	3
7	не может не	1	3
8	может быть и	1	3
9	то время как	1	3
10	т е в	5	3
11	не что иное	2	3
12	не может быть	3	3
13	в то время	2	3
14	можно сказать что	1	3
15	мы уже знаем	1	3
16	потому что он	1	2
17	иметь в виду	1	2
18	в виду что	1	2
19	более или менее	1	2
20	может быть только	2	2
21	в данном случае	6	2
22	так как это	1	2
23	тем не менее	2	2
24	во всяком случае	1	2
25	но это не	1	2
26	том что в	1	1
27	бросается в глаза	2	1
28	в египетской религии	1	1
29	имея в виду	1	1
30	подобно тому как	3	1
31	в таком виде	2	1
32	и в мифе	1	1
33	так что в	1	1
34	одна из основных	1	1
35	о том как	1	1
36	же как и	2	1
37	на сцену а	1	1
38	и во многих	1	1
39	не отличаются от	1	1
40	и то и	1	1
41	это еще не	1	1
42	но и в	1	1
43	на самом же	2	1
44	в этом отношении	1	1
45	также что в	1	1
46	т е что	1	1
47	вместе с тем	4	1
48	в это время	1	1
49	это не вызывает	1	1
50	и после этого	1	1
51	все то же	1	1
52	так же как	4	1
53	с одной стороны	2	1
54	на первый взгляд	1	1
55	мы имеем не	2	1
56	в некоторых случаях	1	1
57	и в этом	1	1
58	как и вообще	1	1
59	т д с	1	1
60	и в том	1	1
61	т е как	1	1
62	в поле с	1	1
63	и от этого	1	1
64	целый год и	1	1
65	это и есть	1	1
66	на этом основании	1	1
67	во многих отношениях	1	1
68	к выводу что	1	1
69	тем и другим	1	1
70	того или другого	1	1
71	вопрос о том	1	1
72	не только на	1	1
73	как мы уже	1	1
74	дело не в	1	1
75	это показывает что	3	1
76	самом же деле	2	1
77	можно понимать как	1	1
