N	3gram	Losev_Prob_2	Istorich
1	и т д	6	18
2	в этих случаях	1	8
3	до сих пор	4	6
4	точно так же	3	6
5	в этом случае	7	5
6	вместе с тем	1	5
7	мы имеем в	1	5
8	в том что	4	5
9	но все же	1	4
10	так же как	1	4
11	не только в	2	4
12	в связи с	5	4
13	так же и	2	3
14	подобно тому как	2	3
15	можно было бы	2	3
16	с одной стороны	5	3
17	в тот момент	1	2
18	что иное как	3	2
19	иметь в виду	1	2
20	на самом деле	2	2
21	мы не будем	1	2
22	но и в	3	2
23	и только после	1	2
24	не что иное	3	2
25	сих пор мы	1	2
26	и ничего не	1	2
27	в одном случае	1	2
28	с другой стороны	5	2
29	не может быть	3	2
30	что это за	1	2
31	о том что	14	2
32	с самого начала	2	2
33	на то что	4	2
34	уже с самого	2	2
35	о том как	1	1
36	здесь идет речь	2	1
37	том что в	2	1
38	и есть то	2	1
39	она и есть	1	1
40	говорить о его	1	1
41	как только мы	2	1
42	то это значит	2	1
43	и той же	2	1
44	на себя эту	1	1
45	в обратном порядке	1	1
46	является не только	1	1
47	да и то	2	1
48	друг от друга	2	1
49	и не только	1	1
50	хотя оно и	1	1
51	в зависимости от	1	1
52	того что такое	5	1
53	здесь то что	1	1
54	а может быть	2	1
55	что она не	1	1
56	но это не	1	1
57	и здесь мы	2	1
58	т д для	1	1
59	что и здесь	1	1
60	несмотря на то	1	1
61	не то что	1	1
62	это может быть	1	1
63	и в его	1	1
64	казалось бы что	1	1
65	в отдельности и	1	1
66	и то же	1	1
67	как один из	1	1
68	нас пока не	1	1
69	тем не менее	12	1
70	нужно было бы	1	1
71	так или иначе	6	1
72	но вместе с	1	1
73	тем что они	1	1
74	а на самом	1	1
75	в себе в	2	1
76	потому что они	1	1
77	есть не что	3	1
78	мы можем здесь	1	1
79	нечто что мы	1	1
80	мы не можем	1	1
81	здесь не будем	1	1
82	тем самым и	1	1
83	а тем самым	1	1
84	это и есть	2	1
85	в одно время	1	1
86	мы здесь не	1	1
87	связи с этим	2	1
88	это значит что	3	1
89	не только не	2	1
90	и прежде всего	2	1
91	не просто как	3	1
92	и один из	1	1
93	и многое другое	1	1
94	не только на	1	1
95	в другом случае	1	1
96	говорят только о	1	1
97	то что она	2	1
98	по этому поводу	2	1
99	одной и той	2	1
100	только в этом	1	1
101	один из видов	1	1
102	все на свете	3	1
103	может быть даже	1	1
104	но если мы	2	1
