N	3gram	Losev_Dial_3	Istorich
1	и т д	23	15
2	с другой стороны	2	7
3	до сих пор	1	5
4	в том что	3	5
5	тем не менее	10	5
6	что иное как	6	3
7	в данном случае	1	3
8	в связи с	1	3
9	не что иное	6	3
10	том что в	1	2
11	показывает что в	1	2
12	если я буду	1	2
13	что в них	1	2
14	точно так же	2	2
15	что и в	1	2
16	с одной стороны	3	2
17	то время как	4	2
18	во всяком случае	2	2
19	в то время	4	2
20	о том что	5	2
21	в одном из	1	2
22	не только не	7	2
23	мы имеем в	1	2
24	как и в	3	2
25	к тому же	2	2
26	не знает не	1	1
27	на ту же	1	1
28	хотя и не	2	1
29	это даже не	1	1
30	и той же	1	1
31	подобно тому как	4	1
32	т е не	4	1
33	другими словами здесь	1	1
34	с этой точки	2	1
35	с точки зрения	14	1
36	сами по себе	3	1
37	так как мы	1	1
38	из того что	2	1
39	в таком случае	10	1
40	это вовсе не	1	1
41	мы до сих	1	1
42	с тех пор	2	1
43	это может быть	1	1
44	в том смысле	1	1
45	одной из них	1	1
46	во многих местах	1	1
47	себе ничего не	1	1
48	ничего не знает	2	1
49	как таковой но	1	1
50	и пр это	2	1
51	руки и ноги	2	1
52	так или иначе	2	1
53	в такой же	1	1
54	по себе ничего	1	1
55	нет ничего специфически	1	1
56	и к ней	1	1
57	так же как	2	1
58	и в том	1	1
59	имеют право на	1	1
60	этой точки зрения	2	1
61	а так как	1	1
62	достаточно чтобы убедиться	1	1
63	есть не что	3	1
64	но они не	2	1
65	это и есть	2	1
66	и прежде всего	3	1
67	на самом деле	1	1
68	не может быть	6	1
69	и даже не	1	1
70	у меня и	1	1
71	на то что	3	1
72	если выйти за	1	1
73	одной и той	1	1
74	все совершенно ясно	1	1
75	этим мы еще	1	1
76	не только то	1	1
77	и не имели	1	1
