N	3gram	Bakhtin_Pr_3	RusskieA
1	в том что	1	15
2	и т д	2	9
3	вместе с тем	2	6
4	в этом случае	2	5
5	и в других	1	4
6	о том что	2	4
7	к тому что	1	4
8	с точки зрения	4	3
9	тем не менее	2	3
10	по улицам и	1	3
11	может быть и	1	2
12	друг к другу	1	2
13	но тем не	1	2
14	в свою очередь	1	2
15	но все же	1	2
16	в большинстве случаев	2	2
17	хотя и не	1	1
18	что каждый из	1	1
19	еще далеко не	2	1
20	с таким же	1	1
21	время от времени	2	1
22	себя и своего	2	1
23	и того же	1	1
24	и наконец в	2	1
25	по отношению к	5	1
26	на самом деле	10	1
27	всяком случае не	1	1
28	подобно тому как	2	1
29	но и по	1	1
30	т д и	1	1
31	мы должны признать	1	1
32	на самом же	1	1
33	в этом отношении	1	1
34	и т п	6	1
35	и некоторое время	1	1
36	и у других	1	1
37	к другому и	2	1
38	у него нет	1	1
39	ни в одном	1	1
40	в один из	1	1
41	от него он	1	1
42	как будто бы	1	1
43	их так что	1	1
44	в отличие от	2	1
45	и в этом	2	1
46	и как бы	1	1
47	не только для	1	1
48	во всяком случае	5	1
49	и в том	1	1
50	самом же деле	1	1
51	в очень ярких	1	1
52	вопрос о том	1	1
53	но оно в	1	1
54	можно сказать что	1	1
55	на то что	1	1
56	одного и того	1	1
57	как мы уже	1	1
58	друг с другом	2	1
59	частично совпадают с	1	1
60	как и в	1	1
61	потому что они	1	1
62	что и в	1	1
63	мы увидим что	2	1
64	как мы знаем	2	1
65	в данном случае	1	1
66	как мы видели	2	1
67	этого слова в	2	1
