N	3gram	Losev_Prob_3	formyVre
1	в то же	4	6
2	и того же	1	5
3	одного и того	1	5
4	в связи с	7	5
5	для того чтобы	1	5
6	вполне понятно что	1	4
7	до сих пор	2	3
8	с самим собою	1	3
9	одно и то	3	3
10	в нем не	1	3
11	не может быть	5	3
12	в то время	4	3
13	и то же	4	3
14	в чем не	2	2
15	само собой разумеется	1	2
16	дело в том	3	2
17	равно как и	1	2
18	же как и	2	2
19	как раз и	4	2
20	с точки зрения	2	2
21	и не только	1	2
22	то есть именно	1	2
23	в отличие от	2	2
24	но и в	2	2
25	ни в чем	2	2
26	и в частности	2	2
27	то время как	4	2
28	так же как	1	2
29	не только в	2	2
30	с одной стороны	1	2
31	может быть и	3	2
32	по сравнению с	2	2
33	друг к другу	1	2
34	собой разумеется что	1	2
35	той или иной	8	2
36	в том что	9	2
37	вовсе не было	1	2
38	как и в	1	2
39	к тому же	1	2
40	и может быть	1	1
41	в той или	2	1
42	ровно ничего не	2	1
43	с чем не	1	1
44	а вовсе не	2	1
45	мы встречаем например	1	1
46	и во всяком	1	1
47	и не был	1	1
48	в самом деле	1	1
49	и по существу	1	1
50	между собой в	1	1
51	тех случаях когда	1	1
52	на первый план	2	1
53	мы находим в	2	1
54	сами по себе	6	1
55	в той же	1	1
56	точка зрения на	1	1
57	но он не	1	1
58	с тем что	1	1
59	что в нем	1	1
60	не являются только	1	1
61	и совсем не	1	1
62	в тех случаях	1	1
63	как мы сказали	1	1
64	в данном случае	7	1
65	у нас и	1	1
66	таким образом и	1	1
67	и все его	1	1
68	выступает на первый	1	1
69	тот факт что	1	1
70	смысле этого слова	1	1
71	могло бы происходить	1	1
72	как мы это	1	1
73	в определенном направлении	1	1
74	так и в	1	1
75	и в этом	6	1
76	ясно что в	2	1
77	и как бы	2	1
78	на второй план	1	1
79	то есть такого	1	1
80	вовсе не является	2	1
81	во всяком случае	6	1
82	здесь не только	1	1
83	вовсе не являются	1	1
84	когда мы говорим	3	1
85	бросается в глаза	1	1
86	мы уже видели	1	1
87	во всех этих	1	1
88	и все же	1	1
89	смысле слова и	3	1
90	были бы совершенно	1	1
91	узком смысле слова	1	1
92	имел в виду	1	1
93	быть и речи	1	1
94	та или иная	3	1
95	в этом случае	5	1
96	о том что	3	1
97	то есть в	3	1
98	к выводу что	1	1
99	но отнюдь не	1	1
100	ни с чем	1	1
101	мы говорим о	2	1
102	и не обязательно	2	1
103	которые могут быть	1	1
104	и в литературе	1	1
105	и с которой	1	1
106	отнюдь не являются	1	1
107	сама по себе	8	1
108	для нас не	3	1
109	в себе не	1	1
110	как мы говорили	2	1
111	мы еще не	1	1
112	что дело здесь	1	1
