N	3gram	Propp_Isto_4	Psycholo
1	на то что	3	12
2	то же самое	2	8
3	мы видим что	1	7
4	мы увидим что	2	7
5	до сих пор	5	5
6	совершенно ясно что	1	5
7	с другой стороны	4	5
8	и т д	24	4
9	не имеет никакого	1	3
10	и то что	5	3
11	указывает на то	1	3
12	о том что	2	3
13	о том как	1	2
14	мы видим в	1	2
15	как мы увидим	1	2
16	вместе с тем	1	2
17	одно и то	1	2
18	то время как	1	2
19	он говорит что	1	2
20	в данном случае	3	2
21	одного из них	1	2
22	смысле этого слова	2	2
23	и то же	1	2
24	не в том	1	2
25	что у него	1	2
26	то что он	2	2
27	он не мог	1	2
28	мы видели что	3	2
29	мы увидим ниже	1	2
30	вовсе не в	1	2
31	мы не можем	1	2
32	в то время	1	2
33	и вместе с	1	2
34	к тому что	1	2
35	она не имеет	1	2
36	как мы видели	3	2
37	но все же	4	1
38	потому что он	1	1
39	что в этом	1	1
40	и может быть	1	1
41	но это только	1	1
42	а в силу	1	1
43	было бы назвать	1	1
44	внимание на то	1	1
45	что они представляют	1	1
46	как и все	1	1
47	в зависимости от	1	1
48	или иначе говоря	1	1
49	что он не	1	1
50	представить себе что	1	1
51	и если бы	1	1
52	можно показать что	1	1
53	дело вовсе не	1	1
54	они представляют собой	1	1
55	его силы и	1	1
56	надо еще прибавить	1	1
57	в основе своей	1	1
58	может быть и	1	1
59	наше внимание будет	1	1
60	здесь мы видим	1	1
61	но и это	1	1
62	здесь мы имеем	1	1
63	не потому что	1	1
64	когда он говорит	1	1
65	и как мы	1	1
66	наряду с животными	1	1
67	не только как	1	1
68	мы уже видели	1	1
69	но не к	1	1
70	том что они	1	1
71	показывает совершенно ясно	1	1
72	в этом рассказе	1	1
73	не мог бы	1	1
74	в тех случаях	2	1
75	по сравнению с	3	1
76	и тут же	1	1
77	таким образом мы	1	1
78	раньше чем перейти	1	1
79	если бы мы	1	1
80	как это мы	1	1
81	легко заметить что	1	1
82	мы знаем что	7	1
83	никогда не говорит	1	1
84	можно сказать что	1	1
85	чем перейти к	1	1
86	имеет никакого действия	1	1
87	таким образом и	1	1
88	не в силу	2	1
89	не может быть	4	1
90	подобно тому как	1	1
91	указывают на то	1	1
92	ту роль которую	1	1
