N	2gram	Tiupa_Anal_2	Formalny
1	т е	2	32
2	и не	12	30
3	вовсе не	2	28
4	и в	16	27
5	может быть	6	25
6	не может	4	24
7	так и	15	21
8	и его	4	19
9	в этом	18	18
10	таким образом	2	18
11	а не	10	17
12	самом деле	1	16
13	точки зрения	4	16
14	то же	4	15
15	в нем	1	15
16	как и	14	14
17	с точки	2	14
18	не в	4	12
19	если бы	3	12
20	и т	1	11
21	в самом	6	11
22	в жизни	1	11
23	место в	3	10
24	но и	12	10
25	в действительности	3	9
26	не только	16	9
27	лишь в	9	9
28	как его	1	9
29	так как	1	9
30	так же	2	9
31	отнюдь не	8	8
32	как бы	10	8
33	при этом	10	8
34	входит в	1	8
35	ни в	1	8
36	как мы	3	8
37	в пределах	9	8
38	только в	4	8
39	как раз	4	8
40	то что	7	8
41	и все	3	8
42	что в	2	8
43	художественного произведения	2	7
44	тем же	1	7
45	не менее	4	7
46	же время	2	7
47	потому что	1	7
48	его в	2	7
49	между тем	2	7
50	в его	2	7
51	в том	12	7
52	все это	4	7
53	совершенно не	1	7
54	в то	2	7
55	здесь и	1	6
56	действительности и	1	6
57	еще не	2	6
58	но в	6	6
59	все эти	1	6
60	в своей	2	6
61	и ее	1	6
62	произведения в	5	6
63	произведения как	2	6
64	было бы	3	6
65	в литературе	1	6
66	с другой	6	6
67	более того	1	6
68	вместе с	2	6
69	в данном	8	6
70	и для	2	6
71	бы в	3	6
72	хотя бы	1	6
73	совсем не	1	5
74	но не	4	5
75	независимо от	1	5
76	в художественном	1	5
77	так сказать	1	5
78	без исключения	1	5
79	в каждом	1	5
80	материала в	1	5
81	сводится к	3	5
82	если же	1	5
83	никогда не	3	5
84	связи с	1	5
85	и их	2	5
86	тем что	3	5
87	и потому	1	5
88	тому как	3	5
89	что же	1	5
90	высказывания и	2	5
91	не является	1	5
92	в результате	3	5
93	другой стороны	2	5
94	не есть	2	4
95	произведения но	1	4
96	он был	2	4
97	как в	4	4
98	и как	1	4
99	в целом	8	4
100	и те	1	4
101	но ведь	1	4
102	на ее	1	4
103	подобно тому	3	4
104	данном случае	5	4
105	в ее	1	4
106	том что	12	4
107	для данного	1	4
108	по себе	2	4
109	она не	2	4
110	тогда когда	1	4
111	и является	4	4
112	могут быть	10	4
113	к тому	7	4
114	роль в	2	4
115	о том	7	4
116	слов и	1	4
117	же и	1	4
118	уже в	1	4
119	только на	3	4
120	литературного произведения	16	4
121	со стороны	3	4
122	прежде всего	3	4
123	в связи	1	4
124	как это	6	4
125	да и	1	4
126	слова и	1	4
127	в романе	1	4
128	из этого	1	4
129	того же	4	3
130	мы уже	1	3
131	той же	2	3
132	в виду	1	3
133	и на	6	3
134	столь же	4	3
135	во всех	4	3
136	то он	1	3
137	а и	1	3
138	бы и	1	3
139	в себе	7	3
140	сливаются в	1	3
141	вследствие этого	2	3
142	не следует	2	3
143	те же	2	3
144	это не	1	3
145	и тем	4	3
146	ее в	1	3
147	он и	2	3
148	раз и	1	3
149	в этих	2	3
150	и более	1	3
151	по отношению	4	3
152	тому что	1	3
153	случае в	3	3
154	для нас	1	3
155	этом отношении	3	3
156	же самое	1	3
157	только то	1	3
158	в произведении	2	3
159	еще в	2	3
