N	2gram	Vygotskiy__3	Vladivir
1	и в	38	30
2	в этом	13	20
3	то что	35	20
4	у него	4	19
5	и не	10	18
6	в том	25	18
7	и с	1	14
8	что он	11	13
9	в конце	2	13
10	не только	12	12
11	том что	14	12
12	что в	20	12
13	как мы	7	11
14	в его	5	11
15	а в	7	11
16	сказать что	4	11
17	и вообще	1	10
18	не было	1	10
19	и даже	4	10
20	все же	8	9
21	кроме того	1	9
22	было бы	12	9
23	не в	12	9
24	в то	3	9
25	не может	7	9
26	для него	2	9
27	потому что	14	9
28	в своем	5	8
29	но в	3	8
30	что же	2	8
31	не мог	4	8
32	но и	5	8
33	вместе с	5	8
34	до конца	2	7
35	то есть	15	7
36	ни в	3	7
37	точки зрения	16	7
38	никогда не	4	7
39	может быть	19	7
40	а не	7	7
41	как это	6	7
42	между прочим	1	7
43	для нас	8	7
44	и все	10	7
45	он был	3	6
46	хотя и	1	6
47	и к	3	6
48	в себе	4	6
49	и его	6	6
50	у нас	2	6
51	то время	2	6
52	всякого рода	1	6
53	только в	4	6
54	всяком случае	2	6
55	а именно	1	6
56	еще и	2	6
57	о чем	1	6
58	к этому	3	6
59	жизни и	1	6
60	во всяком	2	6
61	того же	3	5
62	и то	8	5
63	и я	2	5
64	с этим	8	5
65	то в	1	5
66	все эти	4	5
67	при этом	4	5
68	как и	8	5
69	в своей	5	5
70	в котором	6	5
71	так как	6	5
72	к концу	3	5
73	это мы	1	5
74	так и	1	5
75	с ним	2	5
76	и что	18	5
77	того что	4	5
78	тот же	3	5
79	так что	8	5
80	но что	2	5
81	в течение	4	5
82	как бы	14	5
83	о его	1	5
84	все это	3	5
85	в результате	1	5
86	из этого	8	5
87	с с	2	4
88	то же	10	4
89	той же	2	4
90	я не	5	4
91	то это	2	4
92	и он	1	4
93	в ней	15	4
94	и на	6	4
95	мы читаем	2	4
96	время в	5	4
97	что его	2	4
98	с его	1	4
99	совсем не	3	4
100	отношение к	1	4
101	в которой	5	4
102	что это	10	4
103	в целом	4	4
104	в этой	13	4
105	и если	6	4
106	на его	1	4
107	в нем	4	4
108	он не	6	4
109	его в	3	4
110	это было	1	4
111	и мы	13	4
112	несмотря на	5	4
113	мы знаем	1	4
114	мы с	1	4
115	в этих	2	4
116	мы должны	1	4
117	вот что	1	4
118	не есть	1	4
119	и о	3	4
120	здесь не	3	4
121	можно сказать	1	4
122	о том	6	4
123	с которыми	1	4
124	конечно не	4	4
125	вовсе не	8	4
126	для меня	1	4
127	со стороны	2	4
128	именно в	1	4
129	так же	2	4
130	мой друг	1	4
131	с этой	2	4
132	но это	3	4
133	в начале	1	4
134	и наконец	2	4
135	ко всему	1	4
136	отношения к	2	3
137	нам кажется	1	3
138	и больше	2	3
139	едва ли	3	3
140	и вот	2	3
141	что можно	1	3
142	во всех	4	3
143	но не	1	3
144	не то	4	3
145	отличие от	1	3
146	мы сейчас	1	3
147	как в	4	3
148	и как	8	3
149	более или	1	3
150	из этих	3	3
151	всех этих	2	3
152	таким образом	12	3
153	те же	1	3
154	должен был	2	3
155	только одно	1	3
156	в них	3	3
157	должно быть	1	3
158	он сказал	1	3
159	или менее	1	3
160	в следующем	1	3
161	с точки	9	3
162	не столько	1	3
163	в отличие	1	3
164	но он	2	3
165	не могли	4	3
166	к ней	2	3
167	он и	1	3
168	когда мы	2	3
169	где он	3	3
170	и это	8	3
171	опять в	1	3
172	никак не	7	3
173	что и	4	3
174	мы будем	1	3
175	уже не	2	3
176	в виде	2	3
177	здесь мы	4	3
178	никакого отношения	1	3
179	само собой	1	3
180	или иначе	1	3
181	дело в	1	3
182	сведения о	1	3
183	в данном	2	3
184	по существу	2	3
185	своей жизни	2	3
186	и для	4	3
187	уже на	1	3
188	еще более	1	3
189	хотя бы	2	3
190	в свою	4	3
191	в таком	3	3
192	это в	1	3
193	и особенно	1	3
194	увидим ниже	2	2
195	не имел	1	2
196	перед смертью	1	2
197	и есть	1	2
198	очень много	1	2
199	и до	1	2
200	философа в	1	2
201	из его	1	2
202	что эти	4	2
203	мы уже	7	2
204	что если	4	2
205	время как	4	2
206	а другие	1	2
207	по своему	4	2
208	при жизни	1	2
209	в общем	2	2
210	как к	2	2
211	в самом	25	2
212	на то	16	2
213	не могла	2	2
