N	3gram	Losev_Vlad_2	EvropaiE
1	с точки зрения	3	16
2	в то же	3	15
3	то же время	3	14
4	и в то	1	8
5	в том что	9	6
6	для того чтобы	1	5
7	бы то ни	1	4
8	не только в	2	4
9	само по себе	2	4
10	в этом смысле	1	3
11	в этом отношении	1	3
12	можно было бы	2	3
13	во всяком случае	6	3
14	и прежде всего	1	3
15	можно сказать что	1	3
16	в последние годы	1	3
17	сказать что в	2	2
18	между прочим и	2	2
19	не говоря уже	2	2
20	нам кажется что	2	2
21	то что в	1	2
22	и в частности	1	2
23	в данном случае	2	2
24	но в то	1	2
25	заключается в том	2	2
26	не может быть	1	2
27	по себе не	1	2
28	и притом в	1	2
29	в свою очередь	2	2
30	на то что	2	2
31	во второй половине	2	2
32	как мы видели	2	2
33	не может не	1	1
34	хотя и не	2	1
35	что в этом	1	1
36	в последнее время	2	1
37	в своем противопоставлении	1	1
38	чуть ли не	1	1
39	дело в том	3	1
40	более или менее	3	1
41	также и в	1	1
42	во многих случаях	1	1
43	в том же	2	1
44	то как нам	1	1
45	то что с	1	1
46	что же касается	5	1
47	можно утверждать что	1	1
48	и не в	1	1
49	говоря уже о	2	1
50	а также в	1	1
51	в отличие от	3	1
52	кроме того что	1	1
53	в этот период	1	1
54	на этот вопрос	1	1
55	почти никогда не	1	1
56	может быть и	1	1
57	в течение этого	1	1
58	и в своем	1	1
59	мы находим у	1	1
60	на этот раз	3	1
61	а также и	1	1
62	что начиная с	1	1
63	ни на минуту	1	1
64	то время как	1	1
65	которые можно было	1	1
66	этого следует что	1	1
67	то его можно	1	1
68	в связи с	8	1
69	но как бы	1	1
70	последнее время в	1	1
71	в то время	6	1
72	связи с этим	1	1
73	как это мы	4	1
74	это значит что	1	1
75	в каком они	1	1
76	для нас в	1	1
77	в том числе	1	1
78	и всего мира	1	1
79	или вовсе не	1	1
80	в себе в	1	1
81	насколько можно судить	1	1
82	а именно в	1	1
83	к тому же	1	1
84	только тогда когда	1	1
85	и т д	1	1
86	а также от	1	1
