N	4gram	Vygotskiy__1	VeschiIm
1	одно и то же	2	5
2	в то же время	1	4
3	указывает на то что	2	3
4	и в то же	1	3
5	дело в том что	1	2
6	с этой точки зрения	1	2
7	заключается в том что	4	2
8	если это так то	1	2
9	или по крайней мере	1	1
10	с одной стороны и	1	1
11	из того что наука	1	1
12	когда речь идет о	1	1
13	и та и другая	1	1
14	видим таким образом что	3	1
15	в то время как	4	1
16	и с другой стороны	1	1
17	представить себе такой случай	1	1
18	мы видим таким образом	3	1
19	в том что он	1	1
20	себе такой случай что	1	1
21	из того что в	1	1
22	она содержит в себе	1	1
23	до самого последнего времени	1	1
24	общение в собственном смысле	1	1
25	таким образом и со	1	1
26	что с точки зрения	1	1
27	образом и со стороны	1	1
28	только тогда когда я	1	1
