N	4gram	Bakhtin_fo_2	FransuaR
1	в то же время	4	6
2	но в то же	1	3
3	до сих пор еще	1	2
4	и в то же	2	2
5	как мы уже говорили	1	2
6	мы имеем в виду	2	1
7	но все же в	1	1
8	одна и та же	2	1
9	мы уже говорили что	1	1
10	еды и питья и	2	1
11	для него существует только	1	1
12	о высокой оценке рабле	1	1
13	мы еще вернемся в	2	1
14	мы уже говорили о	1	1
15	брата жана и панурга	1	1
16	в фабльо и шванках	1	1
17	у рабле не только	1	1
18	мы еще вернемся к	1	1
19	все же в них	1	1
20	рабле гаргантюа и пантагрюэль	1	1
21	как мы уже сказали	3	1
22	на протяжении всего романа	2	1
23	все более и более	1	1
24	и др все эти	1	1
25	эпизод пребывания эпистемона в	1	1
