N	3gram	Vygotskiy__6	Tvorches
1	по отношению к	10	3
2	до сих пор	3	3
3	не может быть	2	3
4	в самом деле	1	2
5	и не может	2	2
6	по самой своей	4	2
7	в отличие от	1	2
8	на этот вопрос	2	2
9	именно в этом	2	2
10	едва ли не	1	2
11	так же как	6	2
12	в том же	2	2
13	с другой стороны	2	2
14	в том что	19	2
15	том что в	1	1
16	нет и не	1	1
17	в которой он	1	1
18	потому что в	1	1
19	с первого взгляда	1	1
20	и через него	1	1
21	к анализу самого	1	1
22	в том числе	1	1
23	о том как	1	1
24	как по самой	1	1
25	же как и	1	1
26	сами по себе	1	1
27	мы как бы	1	1
28	является одним из	1	1
29	в первую очередь	3	1
30	может быть в	1	1
31	мы видим в	2	1
32	можно было бы	5	1
33	в этот период	1	1
34	сказывается в том	1	1
35	точно так же	1	1
36	не то что	1	1
37	в том смысле	2	1
38	только то что	2	1
39	привело нас к	3	1
40	в первый раз	1	1
41	это сказывается в	1	1
42	и в этом	1	1
43	приблизительно так же	1	1
44	он утверждает что	1	1
45	не могут быть	2	1
46	в свою очередь	1	1
47	той или иной	1	1
48	переход от одной	1	1
49	в связи с	2	1
50	это не значит	1	1
51	глубокие изменения в	1	1
52	чего он не	1	1
53	и начинается с	1	1
54	потому что они	1	1
55	в этом плане	1	1
56	в то время	6	1
57	психологии и в	1	1
58	мы не можем	1	1
59	том смысле что	2	1
60	ничего общего с	1	1
61	которые сами по	1	1
62	с самого начала	7	1
63	но отнюдь не	1	1
64	именно потому что	2	1
65	том числе и	1	1
66	мы знаем что	3	1
67	содержит в себе	1	1
68	бы он ни	1	1
69	на всем протяжении	1	1
70	и ту же	1	1
71	не значит что	1	1
72	к самому себе	1	1
73	того факта что	1	1
74	как и в	1	1
75	и в другом	1	1
