N	3gram	Bakhtin_Pr_5	Komedia
1	к тому же	3	10
2	в том что	2	5
3	за то что	1	4
4	вместе с тем	1	4
5	на этот раз	2	4
6	о том что	1	4
7	для того чтобы	1	4
8	и столь же	1	3
9	по отношению к	6	3
10	то же время	10	3
11	в то время	1	3
12	в то же	10	3
13	одних и тех	1	2
14	а затем и	1	2
15	в этом смысле	3	2
16	до сих пор	1	2
17	в отличие от	2	2
18	бы то ни	3	2
19	и тех же	1	2
20	то время как	1	2
21	то ни было	3	2
22	и с этой	1	2
23	в нем не	1	2
24	то что он	1	2
25	во всяком случае	4	2
26	к тому что	1	2
27	можно было бы	2	2
28	друг с другом	4	2
29	что и в	1	2
30	сплошь да рядом	1	1
31	сводится к тому	2	1
32	время как в	1	1
33	и к тому	2	1
34	потому что в	1	1
35	сущности одна и	1	1
36	как и во	1	1
37	в самом деле	1	1
38	никак не может	1	1
39	в том же	1	1
40	так и не	1	1
41	с точки зрения	2	1
42	и в то	2	1
43	с самого начала	8	1
44	и та же	2	1
45	то что в	1	1
46	что в нем	1	1
47	и во всяком	1	1
48	то что у	1	1
49	той или иной	4	1
50	ни в одном	1	1
51	в один из	1	1
52	в чем же	1	1
53	как будто бы	1	1
54	благодаря тому что	1	1
55	в сущности одна	1	1
56	они и в	1	1
57	одна и та	2	1
58	же время он	1	1
59	с другой стороны	3	1
60	и в том	1	1
61	не может быть	3	1
62	так и для	1	1
63	что он не	1	1
64	всяком случае в	1	1
65	так и в	2	1
66	в свою очередь	1	1
67	на протяжении всего	4	1
68	мы можем сказать	2	1
69	и в самом	3	1
70	но в этом	1	1
71	но все же	2	1
72	как мы знаем	2	1
73	друг от друга	1	1
74	но все эти	1	1
75	в большинстве случаев	2	1
76	как можно более	1	1
77	тем не менее	1	1
78	и для себя	3	1
79	в пределах одного	5	1
80	можем сказать что	2	1
81	как мы видели	1	1
