N	2gram	Savitsky_E_1	Narrotol
1	не только	18	31
2	но и	14	27
3	и не	14	23
4	при этом	1	19
5	может быть	6	15
6	в качестве	14	14
7	в частности	5	14
8	как и	7	13
9	а не	2	13
10	а в	2	13
11	в этом	12	12
12	только в	9	12
13	и в	37	11
14	в данном	3	11
15	тогда как	1	10
16	состоит в	1	10
17	и его	1	10
18	то есть	6	9
19	то что	6	9
20	то же	15	8
21	представляет собой	3	8
22	иначе говоря	2	8
23	не может	9	8
24	данном случае	2	8
25	в том	11	8
26	уже не	1	8
27	со стороны	5	8
28	но в	14	7
29	том что	6	7
30	если бы	2	7
31	в самом	4	6
32	не в	5	6
33	в этой	2	6
34	в себе	9	6
35	тому же	1	6
36	об этом	1	6
37	к тому	8	6
38	одного из	1	6
39	во втором	2	6
40	в его	2	6
41	как бы	6	6
42	один из	1	6
43	или в	2	6
44	а также	7	6
45	жизни и	2	6
46	и на	6	5
47	той или	4	5
48	так и	10	5
49	точки зрения	23	5
50	в своей	8	5
51	тем самым	5	5
52	потому что	3	5
53	можно сказать	4	5
54	точка зрения	2	5
55	в соответствии	1	5
56	столь же	5	5
57	то в	4	4
58	на себя	3	4
59	истории в	1	4
60	с его	1	4
61	но не	5	4
62	как в	3	4
63	все же	1	4
64	хотя и	2	4
65	в нем	1	4
66	в принципе	1	4
67	в мире	2	4
68	из них	3	4
69	по себе	4	4
70	и тем	3	4
71	соответствии с	1	4
72	в одном	2	4
73	вплоть до	1	4
74	в то	16	4
75	одна из	1	4
76	того чтобы	6	4
77	никогда не	3	4
78	в сознании	1	4
79	что на	2	4
80	в ней	4	4
81	о том	3	4
82	внимание на	1	4
83	же время	14	4
84	к нему	2	4
85	того что	7	4
86	являет собой	1	4
87	для него	1	4
88	или иной	4	4
89	прежде всего	9	4
90	мира в	4	4
91	в третьем	1	4
92	имеет место	2	4
93	как известно	1	3
94	речь идет	1	3
95	также и	7	3
96	и то	2	3
97	идет о	3	3
98	всего лишь	3	3
99	мы не	4	3
100	а для	1	3
101	он сам	2	3
102	но как	2	3
103	в центре	1	3
104	в своем	14	3
105	и как	2	3
106	в нашем	1	3
107	большей части	2	3
108	но именно	2	3
109	он не	2	3
110	для того	6	3
111	и с	2	3
112	в жизни	1	3
113	и ее	1	3
114	не менее	1	3
115	но они	1	3
116	как будто	2	3
117	этом отношении	3	3
118	у нас	1	3
119	начиная с	2	3
120	и о	1	3
121	еще в	1	3
122	когда в	1	3
123	сводится к	1	3
124	его жизни	1	3
125	лишь в	1	3
126	между тем	8	3
127	в состав	1	3
128	по отношению	1	3
129	именно в	4	3
130	по большей	1	3
131	не было	1	3
132	как это	4	3
133	в начале	1	3
134	не является	3	3
135	и все	2	3
136	что в	21	3
137	в сфере	3	2
138	и для	3	2
139	меньшей степени	2	2
140	между собой	2	2
141	чем это	1	2
142	если в	2	2
143	отличие от	1	2
144	один и	1	2
145	отнюдь не	9	2
146	в той	5	2
147	та же	1	2
148	в известном	3	2
149	на то	6	2
150	в случае	2	2
151	и еще	2	2
152	заключает в	3	2
153	не будет	3	2
154	входит в	1	2
155	и иных	1	2
156	для них	2	2
157	жизни но	1	2
158	и того	2	2
159	в этих	2	2
160	в отличие	1	2
161	она не	2	2
162	в обоих	1	2
163	не имеет	4	2
164	дело в	3	2
165	казалось бы	1	2
166	вне сознания	1	2
167	связи с	1	2
168	к жизни	1	2
169	ли не	1	2
170	оно не	1	2
171	как мы	5	2
172	с ее	1	2
173	свою очередь	2	2
174	другой стороны	2	2
175	в пределах	25	2
176	что может	1	2
177	с ним	1	2
178	при такой	1	2
179	с другой	7	2
180	времени в	1	2
181	нас в	1	2
182	и только	3	2
183	не сводится	1	2
184	же в	2	2
185	большей или	1	2
186	известном смысле	3	2
187	с ними	1	2
188	дело с	1	2
189	всяком случае	3	2
190	они могут	1	2
191	который в	1	2
192	к ним	3	2
193	не о	1	2
194	мы можем	3	2
195	где в	1	2
196	и даже	6	2
197	в области	11	2
198	в результате	3	2
199	она в	3	2
200	и притом	4	2
201	что не	1	2
202	а на	1	2
203	зависит от	1	2
204	человеческой жизни	1	2
205	что мы	1	2
206	оснований для	1	2
207	если не	1	2
208	вместе с	2	2
209	по своим	3	2
210	по своему	7	2
211	мыслится как	1	2
212	быть и	1	2
213	к двум	1	2
214	в связи	1	2
215	и от	3	2
216	она может	1	2
217	которая в	1	2
218	хотя бы	15	2
219	исключительно в	2	2
220	но возможно	1	2
221	жизни в	3	2
222	между ними	2	2
223	сказать что	4	2
224	в свою	3	2
225	все что	1	2
226	и будущего	1	2
227	в таком	3	2
228	во всяком	3	2
229	и наиболее	2	1
230	и т	1	1
231	же как	5	1
232	чтобы не	1	1
233	отметим что	1	1
234	получает в	1	1
235	в стороне	3	1
236	и до	1	1
237	и утверждается	1	1
238	из всех	3	1
239	например в	1	1
240	не исключено	1	1
241	что между	1	1
242	то и	1	1
243	и другая	2	1
244	из того	2	1
245	но даже	4	1
246	в некотором	4	1
247	что согласно	3	1
248	и сами	1	1
249	качестве одного	1	1
250	быть в	1	1
251	в последних	1	1
252	не представляется	1	1
253	бы то	4	1
254	тем как	1	1
255	бы она	1	1
256	различия между	1	1
257	мы будем	1	1
258	тех же	1	1
259	значение и	1	1
260	свое существование	1	1
261	же мало	2	1
262	его на	2	1
263	с этим	2	1
264	человеческого бытия	1	1
265	на минуту	1	1
266	вспомним что	1	1
267	в полном	1	1
268	конечно но	1	1
269	когда он	3	1
270	целый ряд	2	1
271	и наконец	2	1
272	и к	3	1
273	он на	1	1
274	что это	2	1
275	как некий	1	1
276	во многих	4	1
277	будто к	1	1
278	на территории	1	1
279	что автор	1	1
280	что к	2	1
281	мы именуем	1	1
282	и тот	1	1
283	что даже	1	1
284	в общий	1	1
285	мира но	2	1
286	претендовать на	1	1
287	но на	3	1
288	главным образом	2	1
289	параллели между	1	1
290	можно развернуть	1	1
291	т д	1	1
292	имело бы	1	1
293	скоро и	1	1
294	как с	1	1
295	не как	1	1
296	в силу	2	1
297	в корне	1	1
298	бытия это	1	1
299	на земле	1	1
300	друг с	3	1
301	какой бы	2	1
302	и по	5	1
303	таким образом	2	1
304	но все	1	1
305	значительной степени	1	1
306	может остаться	1	1
307	то ни	4	1
308	значение в	1	1
309	что произошло	1	1
310	том случае	1	1
311	той же	1	1
312	говорить не	1	1
313	с другими	2	1
314	свести к	1	1
315	лишь на	1	1
316	например с	2	1
317	и служат	1	1
318	в большей	1	1
319	отражение в	1	1
320	далеко не	2	1
321	на основании	2	1
322	в ее	8	1
323	с тем	3	1
324	одна и	2	1
325	мы видели	3	1
326	и некоторого	1	1
327	в не	2	1
328	и было	1	1
329	с еще	1	1
330	есть некоторая	1	1
331	или менее	1	1
332	или точнее	2	1
333	в котором	2	1
334	с точки	17	1
335	в их	11	1
336	в которых	3	1
337	реальности в	1	1
338	ни было	4	1
339	и наоборот	1	1
340	в предыдущем	4	1
341	для нее	1	1
342	даже в	4	1
343	что эта	1	1
344	нас к	2	1
345	тому что	1	1
346	ними но	1	1
347	можно ли	3	1
348	на рубеже	1	1
349	так как	7	1
350	для каждого	1	1
351	освободиться от	1	1
352	которые не	1	1
353	не говоря	2	1
354	душе и	1	1
355	своего существования	1	1
356	с и	10	1
357	из их	1	1
358	фактора в	1	1
359	для всех	1	1
360	они являются	1	1
361	наряду со	1	1
362	по своей	2	1
363	за исключением	1	1
364	на планете	1	1
365	во всем	1	1
366	в перспективе	4	1
367	как не	2	1
368	за всех	1	1
369	мы бы	1	1
370	и направляет	1	1
371	так называемый	1	1
372	с другом	3	1
373	и со	3	1
374	всех прочих	2	1
375	со множеством	1	1
