N	2gram	Losev_Prob_1	FransuaR
1	и в	32	65
2	то есть	33	45
3	как бы	14	22
4	и не	31	22
5	вовсе не	35	18
6	в сущности	2	16
7	в том	9	16
8	в этом	19	15
9	но в	14	14
10	в нем	13	13
11	в условиях	1	13
12	мы уже	5	12
13	и на	8	11
14	прежде всего	10	11
15	все эти	8	10
16	не только	17	10
17	и его	3	10
18	так и	12	10
19	но и	9	10
20	и потому	2	10
21	во всех	7	9
22	в его	6	9
23	все это	7	9
24	за пределы	6	8
25	всех этих	7	8
26	в своем	5	8
27	в основе	1	8
28	в дальнейшем	4	8
29	и даже	11	8
30	здесь в	3	8
31	по своему	9	8
32	его в	6	7
33	точки зрения	3	7
34	в области	2	7
35	только в	7	7
36	жизни и	1	7
37	на самом	6	6
38	в году	1	6
39	и литературы	1	6
40	еще не	9	6
41	все же	1	6
42	при этом	6	6
43	том что	12	6
44	в отношении	3	6
45	никогда не	7	6
46	как мы	7	6
47	искусства и	3	6
48	в литературе	4	6
49	одно из	2	6
50	так как	11	6
51	может быть	14	6
52	не знает	1	6
53	сказать что	13	6
54	литературы и	4	5
55	с его	2	5
56	как в	4	5
57	на протяжении	1	5
58	в них	7	5
59	как и	3	5
60	есть в	5	5
61	в своей	8	5
62	между людьми	1	5
63	потому что	16	5
64	той или	5	5
65	между тем	2	5
66	для него	2	5
67	или иной	5	5
68	еще и	5	5
69	и пр	4	5
70	xix века	1	5
71	и все	7	5
72	здесь и	1	4
73	и до	2	4
74	в общем	1	4
75	и к	1	4
76	поэтому и	2	4
77	в самом	6	4
78	в этой	10	4
79	и еще	3	4
80	входит в	4	4
81	во время	1	4
82	в их	4	4
83	не в	4	4
84	до сих	3	4
85	и искусства	4	4
86	мы остановимся	1	4
87	связи с	5	4
88	в жизни	3	4
89	из них	3	4
90	выходит за	1	4
91	нужно сказать	3	4
92	сих пор	3	4
93	для нас	5	4
94	совершенно не	6	4
95	это в	1	4
96	самом деле	6	3
97	по его	2	3
