N	3gram	Trubetskoy_1	Problemy
1	с точки зрения	9	8
2	в большинстве случаев	2	8
3	до сих пор	5	7
4	по отношению к	1	5
5	то же время	10	5
6	в то же	10	5
7	и не может	3	4
8	сама по себе	2	4
9	не может быть	4	4
10	друг с другом	14	4
11	в самом деле	1	4
12	более или менее	4	3
13	можно было бы	3	3
14	к тому же	1	3
15	но в то	1	3
16	той или иной	3	3
17	с самим собой	2	3
18	о себе самом	1	3
19	которая как мы	1	2
20	в настоящее время	2	2
21	что в большинстве	1	2
22	того и другого	1	2
23	на этот вопрос	1	2
24	в конце концов	3	2
25	но при этом	1	2
26	по себе еще	1	2
27	друг к другу	1	2
28	тем не менее	1	2
29	но все же	1	2
30	на то что	4	2
31	друг от друга	2	2
32	себе еще не	1	2
33	а между тем	5	1
34	эта последняя может	1	1
35	а следовательно и	2	1
36	и в жизни	1	1
37	его лежит не	1	1
38	то есть не	1	1
39	прежде всего в	1	1
40	дело в том	1	1
41	котором идет речь	2	1
42	на том же	1	1
43	как бы не	1	1
44	в том числе	1	1
45	в том и	2	1
46	то же самое	1	1
47	в том же	1	1
48	по крайней мере	1	1
49	что с точки	1	1
50	и в других	1	1
51	что он не	2	1
52	и ту же	1	1
53	бы то ни	4	1
54	лишь тогда когда	1	1
55	сойтись друг с	1	1
56	в себе и	2	1
57	том числе и	1	1
58	в значительной степени	1	1
59	такое положение в	1	1
60	то ни было	1	1
61	неизбежно приводит к	1	1
62	мы не знаем	1	1
63	смысле этого слова	1	1
64	в связи с	1	1
65	может стремиться к	1	1
66	но она не	2	1
67	прежде всего на	1	1
68	с нею и	1	1
69	с другом как	1	1
70	во всяком случае	6	1
71	о которых мы	1	1
72	том и в	2	1
73	и в том	2	1
74	о том что	2	1
75	а в нем	1	1
76	его жизни и	1	1
77	не может не	3	1
78	на самом деле	6	1
79	самим собой в	1	1
80	в другом случае	2	1
81	о котором идет	2	1
82	одну и ту	1	1
83	в том что	7	1
84	и в другом	2	1
