N	2gram	Trubetskoy_1	Literetu
1	а не	5	20
2	и в	26	19
3	может быть	10	17
4	то же	4	12
5	и не	8	11
6	как и	1	10
7	в том	11	10
8	но и	9	10
9	тогда как	1	9
10	в этом	15	9
11	состоит в	2	9
12	в то	4	9
13	в мире	5	9
14	же время	2	9
15	не может	4	9
16	не только	10	8
17	и даже	3	8
18	с другой	8	8
19	том что	7	7
20	так и	6	7
21	и т.д	6	7
22	с одной	7	7
23	то что	7	7
24	и на	2	6
25	в себе	6	6
26	при этом	3	6
27	однако в	1	6
28	не менее	3	6
29	себя в	1	6
30	одной стороны	7	6
31	но не	8	5
32	он не	4	5
33	в качестве	3	5
34	для всех	2	5
35	у нас	1	5
36	то есть	4	5
37	того что	3	5
38	вместе с	15	5
39	в сфере	1	4
40	но тем	1	4
41	мы не	1	4
42	того же	6	4
43	по отношению	1	4
44	так что	3	4
45	в рамках	3	4
46	человека в	1	4
47	для него	3	4
48	точки зрения	13	4
49	не в	2	4
50	даже в	1	4
51	в области	9	4
52	ли не	1	4
53	в ней	1	4
54	в его	5	4
55	один из	2	4
56	и других	1	4
57	тем что	1	4
58	прежде всего	2	4
59	другой стороны	1	4
60	жизни и	2	4
61	что в	9	4
62	речь идет	1	3
63	одним из	2	3
64	идет о	1	3
65	тем же	1	3
66	в сущности	1	3
67	во всех	2	3
68	как к	1	3
69	в этой	4	3
70	в нем	4	3
71	в глазах	2	3
72	перестает быть	2	3
73	такой же	1	3
74	в их	1	3
75	с точки	6	3
76	вплоть до	2	3
77	без остатка	2	3
78	никогда не	5	3
79	ничего не	1	3
80	и его	1	3
81	этот путь	2	3
82	данном случае	1	3
83	в себя	1	3
84	всей своей	1	3
85	не с	2	3
86	и с	10	3
87	но с	3	3
88	а в	4	3
89	так как	9	3
90	этом отношении	2	3
91	в данном	1	3
92	а именно	1	3
93	по существу	2	3
94	но это	1	3
95	в начале	2	3
96	и для	5	3
97	и как	3	3
98	что он	4	3
99	отношению к	3	3
100	от слова	1	3
101	как на	8	3
102	себя как	1	2
103	же как	3	2
104	и до	1	2
105	и за	1	2
106	той же	1	2
107	из своих	2	2
108	с ее	1	2
109	путь есть	1	2
110	в каждой	1	2
111	если в	3	2
112	все же	6	2
113	и наконец	2	2
114	и к	5	2
115	но в	7	2
116	то в	1	2
117	представляет собой	3	2
118	в нашем	1	2
119	духовной культуры	3	2
120	на этом	1	2
121	в жизни	1	2
122	в них	2	2
123	нет в	1	2
124	соответствии с	1	2
125	с этой	3	2
126	с тем	18	2
127	как бы	12	2
128	в такой	1	2
129	с идеей	2	2
130	не к	2	2
131	одном из	1	2
132	тем не	3	2
133	по крайней	5	2
134	то с	3	2
135	из нас	1	2
136	не по	1	2
137	жизни на	1	2
138	не вполне	3	2
139	могут быть	1	2
140	для того	5	2
141	с образом	1	2
142	для себя	1	2
143	в виду	2	2
144	в ее	1	2
145	это как	1	2
146	еще не	2	2
147	ко всему	2	2
148	для этого	2	2
149	о том	6	2
150	картина мира	1	2
151	и что	4	2
152	а также	2	2
153	путь к	3	2
154	а потому	1	2
155	и только	4	2
156	крайней мере	5	2
157	не более	1	2
158	не надо	1	2
159	в русском	2	2
160	было бы	1	2
161	могло бы	1	2
162	тот же	2	2
163	одной из	5	2
164	друг друга	1	2
165	потому что	7	2
166	уже не	3	2
167	уже в	2	2
168	ни было	2	2
169	свидетельствует о	2	2
170	из них	7	2
171	одно из	2	2
172	не так	1	2
173	в одном	3	2
174	в конце	6	2
175	что и	6	2
176	власти над	1	2
177	у него	1	2
178	как раз	1	2
179	наконец в	2	2
180	не было	2	2
181	черты в	1	2
182	в россии	2	2
183	мира в	1	2
