1	то же время	5	9
2	и т п	9	8
3	в то же	5	6
4	в связи с	10	5
5	и в то	3	5
6	для того чтобы	3	5
7	и в других	1	4
8	до сих пор	1	3
9	между этими двумя	2	3
10	с самим собою	1	3
11	не может быть	10	3
12	в этом отношении	7	3
13	прежде всего необходимо	1	3
14	ни в чем	2	2
15	но и в	3	2
16	и в особенности	1	2
17	с самого начала	2	2
18	место и в	1	2
19	как раз и	3	2
20	с точки зрения	7	2
21	в отличие от	2	2
22	в широком смысле	1	2
23	связи с этим	3	2
24	но все эти	1	2
25	не для того	1	2
26	может быть конечно	1	2
27	в чем не	1	2
28	но все же	2	2
29	в том что	2	2
30	равно как и	1	2
31	с одной стороны	1	2
32	как и в	1	2
33	может быть и	3	2
34	как и для	1	2
35	не было и	2	2
36	и прежде всего	2	2
37	же что и	1	2
38	вместе с тем	4	2
39	в этом романе	1	2
40	в его целом	1	2
41	как раз за	1	1
42	мы говорим о	2	1
43	он не является	1	1
44	вместе с ними	1	1
45	и до сих	1	1
46	все более и	1	1
47	по самому своему	1	1
48	в процессе разрешения	1	1
49	в последнем счете	1	1
50	и во всяком	1	1
51	так сказать в	1	1
52	во всех этих	1	1
53	не могут быть	4	1
54	так и в	3	1
55	вовсе не является	1	1
56	находится в противоречии	1	1
57	могут быть названы	1	1
58	или во всяком	1	1
59	в той же	1	1
60	в виду что	1	1
61	по существу и	1	1
62	в других областях	1	1
63	в высшей степени	4	1
64	сами по себе	2	1
65	быть и речи	3	1
66	остановимся прежде всего	1	1
67	т п все	1	1
68	и в этом	5	1
69	и в дальнейшем	2	1
70	имеет место и	1	1
71	как мы увидим	1	1
72	в зависимости от	3	1
73	не похож на	1	1
74	в особенности в	1	1
75	в значительной степени	3	1
76	не входит в	2	1
77	сама по себе	1	1
78	имеем в виду	1	1
79	то увидим что	1	1
80	лишь один из	1	1
81	но в этом	2	1
82	была бы совершенно	2	1
83	роль в истории	1	1
84	это время и	2	1
85	во всяком случае	5	1
86	в этом случае	1	1
87	мы имеем в	1	1
88	ровно ничего не	1	1
89	в его существенных	1	1
90	по этому вопросу	1	1
91	смысле этого слова	1	1
92	прежде всего на	1	1
93	прежде всего в	2	1
94	очень характерно для	1	1
95	более того если	1	1
96	т п такая	1	1
97	при помощи которой	1	1
98	она входит в	1	1
99	вовсе ничего не	1	1
100	процессе разрешения этой	1	1
101	а вовсе не	1	1
102	на деле и	1	1
103	в нем частично	1	1
104	особенно важное значение	1	1
105	не могло не	1	1
106	в данном случае	1	1
107	в самом деле	5	1
108	в свою очередь	1	1
109	потому что не	1	1
110	времени и пространстве	1	1
111	не происходит в	1	1
112	целого произведения и	1	1
113	более и более	1	1
114	теперь мы должны	1	1
115	с тем что	5	1
116	с тем и	2	1
117	но он не	1	1
118	самому своему существу	1	1
119	если бы дело	1	1
120	в нем как	1	1
121	на первый план	2	1
122	но в то	1	1
123	все без исключения	2	1
124	более существенной и	1	1
125	та же что	1	1
126	что в нем	2	1
127	во всей ее	1	1
128	до известной степени	3	1
