N	2gram	Medvedev_U_1	Problemy
1	и в	14	35
2	и не	8	27
3	что он	2	24
4	в его	2	21
5	но в	3	19
6	как и	3	18
7	не может	7	18
8	в нем	1	16
9	то есть	1	16
10	то же	5	15
11	с самим	1	15
12	и все	1	15
13	в этом	7	14
14	для него	3	14
15	может быть	6	14
16	но и	4	14
17	все это	5	14
18	он не	1	13
19	и с	2	12
20	прежде всего	8	12
21	в пределах	1	11
22	в то	3	11
23	самом деле	2	10
24	не только	10	10
25	не в	2	10
26	же время	3	10
27	то что	7	10
28	все же	3	8
29	так и	1	8
30	и слово	1	8
31	и для	2	8
32	с его	2	7
33	таким образом	2	7
34	для себя	1	7
35	в виде	1	7
36	что же	1	7
37	но не	2	6
38	в самом	2	6
39	и что	1	6
40	только в	2	6
41	но это	2	6
42	что в	1	6
43	и то	3	5
44	в себе	2	5
45	он и	1	5
46	в конце	2	5
47	и это	1	5
48	в том	2	5
49	и даже	1	5
50	он в	1	4
51	нет и	1	4
52	на его	1	4
53	друг с	1	4
54	же не	2	4
55	все и	1	4
56	в своей	3	4
57	но он	1	4
58	друг другу	1	4
59	по себе	2	4
60	никогда не	1	4
61	как раз	2	4
62	и делает	1	4
63	все его	1	4
64	между тем	2	4
65	говорит он	1	4
66	и так	1	4
67	и у	2	4
68	не о	3	4
69	у него	1	4
70	тем что	2	4
71	с другой	4	4
72	и прежде	1	4
73	с другом	1	4
74	до конца	1	4
75	а не	10	4
76	в той	1	4
77	бы в	1	4
78	тот же	1	4
79	а между	2	3
80	он знает	1	3
81	в виду	1	3
82	бы то	3	3
83	за пределы	1	3
84	ее как	1	3
85	то ни	3	3
86	в ухо	1	3
87	было бы	3	3
88	этом смысле	2	3
89	этого не	1	3
90	с тем	1	3
91	в котором	1	3
92	не как	3	3
93	ничего не	2	3
94	и т.д	3	3
95	сводится к	2	3
96	время не	1	3
97	что и	2	3
98	это не	3	3
99	того что	1	3
100	он уже	1	3
101	уже не	1	3
102	его и	2	3
103	даже и	2	3
104	должно быть	1	3
105	конце концов	2	3
106	ни было	3	3
107	том что	2	3
108	сказать что	1	3
109	другой стороны	3	3
110	сам по	1	2
111	а как	2	2
112	она в	1	2
113	надо было	2	2
114	до крайности	1	2
115	в ней	1	2
116	в которых	1	2
117	быть в	1	2
118	но конечно	2	2
119	должна была	2	2
120	с которыми	1	2
121	определяется не	1	2
122	в своем	1	2
123	мы можем	1	2
124	в этот	1	2
125	в которой	1	2
126	бы и	2	2
127	еще один	1	2
128	но именно	1	2
129	всех этих	2	2
130	этот процесс	1	2
131	их в	1	2
132	что все	2	2
133	той же	1	2
134	это было	2	2
135	и вы	1	2
136	достоевского и	1	2
137	речи в	1	2
138	тому чтобы	1	2
139	что с	1	2
140	но что	1	2
141	очень часто	1	2
142	этого и	1	2
143	приводит к	1	2
144	для этого	3	2
145	о нем	1	2
146	о том	1	2
147	переходит в	1	2
148	в произведении	1	2
149	в сторону	2	2
150	конечно не	4	2
151	не случайно	2	2
152	смысле этого	2	2
153	материал для	2	2
154	но для	1	2
155	это уже	2	2
156	хотя бы	5	2
157	на одно	1	2
158	это в	1	2
159	именно как	2	1
160	одним из	2	1
161	и через	2	1
162	без них	1	1
163	он может	1	1
164	нем но	1	1
165	в кавычки	1	1
166	в их	4	1
167	по его	1	1
168	мы не	2	1
169	а где	1	1
170	но даже	2	1
171	один пример	1	1
172	меньшей степени	2	1
173	но положение	1	1
174	он был	1	1
175	отказ от	1	1
176	к которой	1	1
177	не все	2	1
178	в качестве	1	1
179	оно является	1	1
180	отнюдь не	1	1
181	независимо от	1	1
182	тем более	1	1
183	может обойтись	1	1
184	как нам	1	1
185	могли бы	2	1
186	что по	1	1
187	как всякая	1	1
188	вообще по	1	1
189	в этой	4	1
190	бы только	1	1
191	новых приемов	1	1
192	не следует	3	1
193	весь и	1	1
194	что еще	1	1
195	что этот	1	1
196	об этом	1	1
197	а его	2	1
198	входит в	1	1
199	но нам	1	1
200	в итоге	2	1
201	далеко не	1	1
202	приема и	1	1
203	отношении очень	1	1
204	как таковой	2	1
205	в г	1	1
206	отсюда тот	1	1
207	же ведь	1	1
208	или точнее	3	1
209	что такое	4	1
210	смысле можно	1	1
211	всего только	1	1
212	признать что	1	1
213	по крайней	2	1
214	так он	1	1
215	она не	1	1
216	у кого	1	1
217	в процессе	1	1
218	метода а	1	1
219	к изучению	1	1
220	почти не	1	1
221	этом отношении	2	1
222	не могут	2	1
223	же самое	2	1
224	и свое	1	1
225	но по	1	1
226	в некоторых	2	1
227	данном случае	1	1
228	для читателя	1	1
229	ухо ивану	1	1
230	слова у	1	1
231	является в	2	1
232	если бы	2	1
233	смысле и	1	1
234	никогда и	1	1
235	тех кто	1	1
236	героя не	1	1
237	что такой	1	1
238	в значительной	1	1
239	нас в	2	1
240	все в	1	1
241	он вводит	1	1
242	какие мы	1	1
243	и только	5	1
244	крайней мере	2	1
245	большей или	1	1
246	в большей	1	1
247	что только	1	1
248	ее к	1	1
249	и действительно	1	1
250	мыслей о	1	1
251	бы ни	1	1
252	с одной	1	1
253	не то	1	1
254	без этого	1	1
255	материал как	2	1
256	для всех	2	1
257	не входит	1	1
258	и строится	1	1
259	живого человека	1	1
260	точно и	1	1
261	то и	1	1
262	или даже	1	1
263	или просто	1	1
264	не для	1	1
265	слово как	1	1
266	быть по	1	1
267	стилистический прием	1	1
268	до сих	2	1
269	и быть	1	1
270	превращается в	2	1
271	у других	1	1
272	о чем	2	1
273	него не	1	1
274	если не	2	1
275	себя на	1	1
276	и потому	1	1
277	из которых	1	1
278	без труда	1	1
279	в данном	1	1
280	находятся в	1	1
281	и всей	1	1
282	образом на	1	1
283	еще раз	1	1
284	у стерна	1	1
285	этом случае	1	1
286	художественное произведение	5	1
287	можно сказать	1	1
288	сих пор	2	1
289	только для	1	1
290	остается в	1	1
291	поступка в	1	1
292	же в	1	1
293	или меньшей	1	1
294	к лицу	1	1
295	в свое	1	1
296	и эта	1	1
297	к этому	1	1
298	как на	1	1
