N	3gram	Tiupa_Anal_3	FransuaR
1	то же время	3	10
2	в то же	3	10
3	до сих пор	1	8
4	в большинстве случаев	1	6
5	в том что	7	6
6	в тарасе бульбе	3	4
7	как и в	4	4
8	в связи с	1	3
9	и в особенности	1	2
10	с точки зрения	2	2
11	на хуторе близ	1	2
12	в данном случае	3	2
13	с одной стороны	2	2
14	дело в том	2	2
15	и т.п в	1	2
16	свое отражение в	1	2
17	о том что	5	2
18	не только не	3	2
19	можно сказать что	2	2
20	с другой стороны	5	2
21	для того чтобы	1	2
22	не может быть	1	2
23	это уже не	1	1
24	в частности и	1	1
25	существенно связаны с	1	1
26	и является в	1	1
27	в первой части	1	1
28	по отношению к	7	1
29	и в данном	1	1
30	на самом деле	1	1
31	в первой строфе	3	1
32	лишь тем что	1	1
33	в самом деле	1	1
34	подобно тому как	2	1
35	до известной степени	3	1
36	же время в	1	1
37	в отличие от	2	1
38	одна из существеннейших	1	1
39	и т.п все	1	1
40	в этом отношении	3	1
41	в той или	1	1
42	в самом начале	1	1
43	и т.д в	1	1
44	хуторе близ диканьки	1	1
45	в самом центре	1	1
46	так и в	1	1
47	в известном смысле	1	1
48	там и тогда	1	1
49	а с другой	1	1
50	не в том	1	1
51	тем или иным	2	1
52	как бы в	1	1
53	в свое время	2	1
54	под углом зрения	1	1
55	при этом как	2	1
56	таким образом в	1	1
57	и как бы	1	1
58	в этом ряду	2	1
59	картина мира где	1	1
60	вопрос о том	1	1
61	в пределах одной	1	1
62	и так сказать	1	1
63	и прежде всего	2	1
64	заключается в том	1	1
65	речь идет о	1	1
66	как бы ни	1	1
67	может и не	1	1
68	в этом смысле	1	1
69	в особенности же	1	1
70	в этом контексте	1	1
71	в большинстве своем	1	1
72	к тому же	3	1
73	и в слове	1	1
74	в глубине души	1	1
75	той или иной	3	1
