N	3gram	Berdyaev_M_2	Istorich
1	до сих пор	3	6
2	в том что	2	5
3	что он не	1	4
4	так же как	3	4
5	по отношению к	2	3
6	подобно тому как	2	3
7	мы увидим что	2	3
8	в тот момент	1	2
9	что иное как	3	2
10	потому что он	2	2
11	на самом деле	1	2
12	но и в	1	2
13	не что иное	3	2
14	не может быть	8	2
15	что это за	1	2
16	о том что	2	2
17	на то что	1	2
18	после того как	2	2
19	том что в	1	1
20	она и есть	1	1
21	они до сих	1	1
22	я не думаю	1	1
23	огромную роль в	1	1
24	и той же	2	1
25	но так как	1	1
26	у нас все	1	1
27	и тот кто	2	1
28	сам по себе	1	1
29	в свою противоположность	2	1
30	а может быть	1	1
31	мы видим в	1	1
32	что она не	2	1
33	но это не	2	1
34	играет огромную роль	1	1
35	не сам по	1	1
36	т е в	2	1
37	как бы его	2	1
38	ни к какому	1	1
39	в высшей степени	3	1
40	чтобы получить от	1	1
41	превращает человека в	2	1
42	смысле этого слова	1	1
43	роль в жизни	1	1
44	она не знает	2	1
45	на земле что	1	1
46	говорят о том	1	1
47	не думаю чтобы	1	1
48	органической связи с	1	1
49	не знают какие	1	1
50	на одной и	1	1
51	есть не что	3	1
52	отец и мать	1	1
53	это и есть	3	1
54	тогда и спрашивай	1	1
55	что у него	1	1
56	но я не	1	1
57	одной и той	2	1
58	только в этом	1	1
59	его жалеет и	1	1
60	и в нем	1	1
61	и общественное мнение	1	1
62	том что он	1	1
63	всего этого не	1	1
