N	2gram	Propp_Isto_1	Problemy
1	и в	28	35
2	как бы	2	31
3	и не	9	27
4	что он	10	24
5	в его	5	21
6	но в	8	19
7	как и	4	18
8	не может	15	18
9	в нем	2	16
10	то же	12	15
11	и все	1	15
12	в этом	8	14
13	и его	3	14
14	для него	2	14
15	может быть	25	14
16	но и	10	14
17	все это	4	14
18	он не	2	13
19	и с	4	12
20	в другом	3	12
21	прежде всего	10	12
22	и к	1	12
23	в пределах	4	11
24	в то	3	11
25	не только	12	10
26	не в	9	10
27	то что	9	10
28	на самом	1	9
29	в отношении	1	9
30	мы уже	1	8
31	я не	3	8
32	все же	10	8
33	самого начала	2	8
34	как мы	3	8
35	с самого	2	8
36	так и	9	8
37	и для	4	8
38	потому что	4	8
39	еще не	7	7
40	на них	2	7
41	там где	4	7
42	таким образом	8	7
43	в виде	2	7
44	вовсе не	2	7
45	так же	7	7
46	что же	3	7
47	с ним	2	7
48	а в	7	7
49	отношению к	3	7
50	и на	4	6
51	но не	5	6
52	по отношению	3	6
53	что они	5	6
54	что у	1	6
55	у меня	3	6
56	к тому	6	6
57	он с	1	6
58	в одном	5	6
59	и что	10	6
60	только в	11	6
61	слова в	1	6
62	но это	4	6
63	не знает	5	6
64	что в	12	6
65	и то	1	5
66	как в	2	5
67	в себе	2	5
68	от себя	1	5
69	в конце	1	5
70	даже в	4	5
71	во время	3	5
72	на него	4	5
73	да и	1	5
74	и голос	1	5
75	и это	1	5
76	в глаза	1	5
77	в том	9	5
78	так что	4	5
79	и даже	4	5
80	к своему	2	5
81	этого слова	1	5
82	героя в	5	5
83	ведь и	1	4
84	он как	1	4
85	так чтобы	2	4
86	он в	2	4
87	же и	1	4
88	та же	1	4
89	что это	8	4
90	и вот	2	4
91	друг с	4	4
92	но все	4	4
93	же не	3	4
94	из своего	1	4
95	его в	6	4
96	в них	1	4
97	в эту	1	4
98	в своей	1	4
99	в такой	2	4
100	но он	1	4
101	друг другу	1	4
102	по себе	3	4
103	никогда не	14	4
104	он хочет	1	4
105	во всем	3	4
106	как раз	2	4
107	как будто	4	4
108	где он	1	4
109	говорили что	1	4
110	еще в	2	4
111	герой из	1	4
112	между тем	2	4
113	и так	1	4
114	и у	1	4
115	только на	1	4
116	так как	6	4
117	у него	1	4
118	тем что	3	4
119	с другой	6	4
120	с другом	3	4
121	что не	2	4
122	а не	15	4
123	ты идешь	1	4
124	но как	1	4
125	вот как	1	4
126	бы в	2	4
127	тот же	2	4
128	что ты	1	4
129	во всяком	1	4
130	как его	1	3
131	это и	1	3
132	за собой	2	3
