N	2gram	Tiupa_Narr_1	StatiiOP
1	и в	19	29
2	том что	14	27
3	в том	18	27
4	в этом	17	21
5	не только	32	19
6	но и	23	19
7	что в	3	19
8	о том	6	17
9	в его	9	13
10	что он	6	13
11	то что	11	11
12	таким образом	1	10
13	к тому	7	10
14	в своем	2	9
15	он не	3	9
16	потому что	1	9
17	так и	9	9
18	этом отношении	3	9
19	и не	20	9
20	но в	6	8
21	как раз	2	8
22	и пр	1	8
23	по поводу	1	8
24	в ней	3	7
25	в самом	1	7
26	но все	4	7
27	в котором	1	7
28	не столько	4	7
29	в виду	1	7
30	одним из	2	6
31	и на	3	6
32	все же	7	6
33	вовсе не	1	6
34	и его	5	6
35	об этом	1	6
36	до сих	1	6
37	было бы	4	5
38	точки зрения	10	5
39	в русской	1	5
40	того что	1	5
41	между тем	3	5
42	в качестве	21	5
43	своего рода	12	5
44	прежде всего	4	5
45	а не	12	5
46	о чем	2	5
47	в той	6	5
48	как бы	4	5
49	сих пор	1	5
50	речь идет	4	4
51	хотя и	3	4
52	и к	1	4
53	в нем	4	4
54	что у	2	4
55	в другом	1	4
56	и с	4	4
57	должен был	1	4
58	не в	14	4
59	дело в	1	4
60	ничего не	2	4
61	но также	1	4
62	времени и	7	4
63	внимание на	1	4
64	связи с	4	4
65	в значении	1	4
66	для него	2	4
67	с другой	8	4
68	именно в	6	4
69	действующих лиц	1	4
70	в речи	1	4
71	в частности	14	4
72	а как	1	4
73	например в	2	3
74	же как	3	3
75	самом деле	2	3
76	на самом	1	3
77	идет о	2	3
78	в году	1	3
79	в их	1	3
80	по его	1	3
81	хотя бы	4	3
82	и он	3	3
83	царем и	1	3
84	но не	5	3
85	могло быть	1	3
86	не то	2	3
87	в общем	1	3
88	как в	7	3
89	в полном	2	3
90	не было	2	3
91	что это	3	3
92	в известном	2	3
93	тому же	5	3
94	в начале	1	3
95	отношений между	1	3
96	в россии	1	3
97	из них	3	3
98	ни в	3	3
99	не мог	4	3
100	и сейчас	2	3
101	но он	1	3
102	по себе	5	3
103	не менее	3	3
104	в обоих	2	3
105	одной из	4	3
106	иметь в	1	3
107	не могло	2	3
108	никогда не	3	3
109	на себя	3	3
110	и по	1	3
111	тем что	3	3
112	у нас	1	3
113	оно не	2	3
114	действующие лица	1	3
115	столько же	1	3
116	и здесь	1	3
117	как у	1	3
118	наконец в	2	3
119	но это	1	3
120	с нею	1	3
121	ни одного	1	3
122	обращает на	3	3
