N	2gram	Trubetskoy_1	Tvorches
1	и в	14	21
2	как бы	4	17
3	в то	10	15
4	то же	11	13
5	в его	4	13
6	то есть	1	12
7	как и	4	12
8	же время	10	12
9	что в	4	12
10	том что	9	11
11	все это	6	10
12	он не	5	8
13	то что	13	8
14	и на	5	7
15	но в	2	7
16	не только	9	7
17	при этом	5	7
18	тем самым	2	7
19	у него	2	7
20	и не	19	7
21	в том	17	7
22	в свою	1	7
23	в этом	17	6
24	человека в	1	6
25	в котором	2	6
26	не менее	1	6
27	он сам	3	6
28	о том	7	6
29	и все	1	6
30	что он	6	6
31	для него	6	6
32	а в	5	6
33	жизни в	5	6
34	отнюдь не	7	5
35	все же	4	5
36	в этой	4	5
37	таким образом	11	5
38	вовсе не	1	5
39	в своих	6	5
40	потому что	5	5
41	как будто	2	5
42	по нашему	1	5
43	только в	5	5
44	может быть	9	5
45	а не	2	5
46	но это	2	5
47	хотя бы	5	5
48	из всех	2	4
49	в своем	6	4
50	и как	3	4
51	самим собой	12	4
52	это не	1	4
53	в своей	5	4
54	в мире	4	4
55	одной из	3	4
56	русской жизни	1	4
57	прежде всего	8	4
58	на эту	2	4
59	не может	22	4
60	и от	2	4
61	один из	1	4
62	с большой	1	4
63	ту же	1	3
64	и т	3	3
65	на самом	6	3
66	это и	1	3
67	не был	1	3
68	время в	2	3
69	в самом	3	3
70	в нем	5	3
71	в россии	6	3
72	на его	1	3
73	на земле	4	3
74	и по	3	3
75	что все	3	3
76	и с	7	3
77	и других	1	3
78	в их	4	3
79	место в	2	3
80	представление о	1	3
81	даже в	1	3
82	самого начала	1	3
83	дело в	1	3
84	не по	1	3
85	никогда не	5	3
86	приходит к	3	3
87	с ее	1	3
88	с самого	1	3
89	с ним	2	3
90	того что	3	3
91	уже не	2	3
92	в виде	3	3
93	не так	2	3
94	так как	4	3
95	в которой	1	3
96	связан с	1	3
97	и даже	2	3
98	с другой	1	3
99	но и	10	3
100	ни на	1	3
101	но не	4	3
102	для человека	1	3
103	это как	1	3
104	но если	3	3
105	жизни и	4	3
106	ее в	2	3
107	это в	2	3
108	так же	2	3
109	себя как	2	2
110	вряд ли	3	2
111	в любви	1	2
112	того же	1	2
113	самом деле	7	2
114	на деле	1	2
115	есть не	1	2
116	но она	2	2
117	в ней	2	2
118	собой в	1	2
119	людей в	1	2
120	во имя	5	2
121	если в	6	2
122	человек может	1	2
123	в одной	1	2
124	когда он	1	2
125	и наконец	2	2
126	то в	3	2
127	в себе	9	2
128	по самому	2	2
129	тем не	1	2
130	в принципе	1	2
131	здесь мы	1	2
132	не будет	7	2
133	о котором	3	2
134	а по	1	2
135	и тем	2	2
136	стремления к	2	2
137	в данном	7	2
138	такой же	1	2
139	в один	1	2
140	и того	1	2
141	в этих	2	2
142	не во	1	2
143	не столько	1	2
144	не в	4	2
145	по крайней	1	2
146	одна из	3	2
147	в основе	1	2
148	но только	1	2
149	к ней	1	2
150	людей и	2	2
151	прямо в	1	2
152	в духе	1	2
153	нет ни	1	2
154	могут быть	1	2
155	к тому	7	2
156	отказаться от	4	2
157	в жизни	1	2
158	данном случае	3	2
159	мысль о	1	2
160	в себя	1	2
161	во главе	2	2
162	приводит к	4	2
163	верит в	1	2
164	на том	3	2
165	и когда	1	2
166	так и	1	2
167	за то	2	2
168	об этом	1	2
169	быть может	1	2
170	стремление к	7	2
171	можно сказать	1	2
172	может не	3	2
173	настоящее время	2	2
174	и будет	1	2
175	одного из	1	2
176	что его	1	2
177	переходит в	1	2
178	что и	3	2
179	крайней мере	1	2
180	вот в	1	2
181	в лице	1	2
182	больше чем	2	2
183	в качестве	3	2
184	человека с	1	2
185	так что	2	2
186	же и	1	2
187	в россию	2	2
188	и у	1	2
189	следовало бы	1	2
190	из них	3	2
191	отдельного человека	1	2
192	только на	2	2
193	именно в	3	2
194	что не	1	2
195	влияние на	1	2
196	что для	3	2
197	до конца	1	2
198	зависит от	2	2
199	с которым	1	2
200	уйти в	1	2
201	в частности	2	2
202	вместе с	4	2
203	согласии с	1	2
204	надо было	1	2
205	перед нами	1	2
206	на эти	1	2
207	в одно	1	2
208	или в	3	2
209	ее и	1	2
210	ибо в	3	2
211	личности и	1	2
212	и человек	2	2
213	к этому	1	2
214	точно так	2	2
215	от этой	2	1
216	эта идея	1	1
217	в сфере	1	1
218	же как	1	1
219	с исторической	1	1
220	сплошь и	1	1
221	опасна и	1	1
222	к своей	1	1
223	основан на	1	1
224	и есть	2	1
225	не признает	1	1
226	высшее существо	1	1
227	выражается в	1	1
228	от которых	1	1
229	был и	3	1
230	и этот	3	1
231	также и	1	1
232	мы уже	2	1
233	их и	1	1
234	стремление и	1	1
235	он как	1	1
236	в сущности	1	1
237	говорить о	3	1
238	в полной	1	1
239	событий и	1	1
240	но даже	2	1
241	то это	3	1
242	с большим	1	1
243	проявляется в	2	1
244	еще не	3	1
245	по этому	2	1
246	они считают	1	1
247	он был	1	1
248	между собой	5	1
249	иное как	1	1
250	столь же	1	1
251	может сделать	1	1
252	бы то	4	1
253	во всех	5	1
254	в создании	1	1
255	позора и	1	1
256	по отношению	2	1
257	к творчеству	1	1
258	тогда как	2	1
259	что так	1	1
260	в истории	1	1
261	первый взгляд	1	1
262	образ ивана	1	1
263	а самый	1	1
264	с этим	2	1
265	для создания	1	1
266	найти в	1	1
267	создал человека	1	1
268	целый ряд	2	1
269	что по	1	1
270	к этой	4	1
271	и к	6	1
272	всем существом	1	1
273	он на	1	1
274	этой цели	1	1
275	искусство и	1	1
276	от своей	2	1
277	при таком	1	1
278	со своей	1	1
279	к чему	2	1
280	нее он	1	1
281	что это	3	1
282	формы в	1	1
283	все эти	2	1
284	им в	1	1
285	в жертву	1	1
286	тому же	1	1
287	и те	2	1
288	претендовать на	1	1
289	если он	1	1
290	вследствие этого	1	1
291	он считает	1	1
292	и если	7	1
293	да и	3	1
294	отказа от	1	1
295	чем для	1	1
296	всех этих	3	1
297	к одному	1	1
298	этого вопроса	1	1
299	не к	2	1
300	собой не	1	1
301	и вот	2	1
302	его можно	1	1
303	заключает в	1	1
304	значительной части	2	1
305	подход к	1	1
306	то ни	4	1
307	на все	1	1
308	на этой	2	1
309	его в	4	1
310	заключается в	1	1
311	цивилизации и	1	1
312	в глазах	2	1
313	было бы	5	1
314	то все	1	1
315	роль в	1	1
316	ни в	2	1
317	для них	3	1
318	родной язык	1	1
319	но мы	3	1
320	о которых	3	1
321	все равно	1	1
322	с этой	1	1
323	с тем	6	1
324	и лицемерие	1	1
325	до степени	1	1
326	друга в	1	1
327	жизни но	1	1
328	без этой	1	1
329	о которой	1	1
330	одного и	1	1
331	реального существования	1	1
332	на первый	1	1
333	только реальные	1	1
334	что такое	2	1
335	центр тяжести	2	1
336	же это	1	1
337	россию к	1	1
338	мы были	1	1
339	такое решение	1	1
340	и более	2	1
341	том же	2	1
342	по себе	2	1
343	тому что	2	1
344	человеку не	1	1
345	европейской культуры	2	1
346	ему как	1	1
347	в таких	2	1
348	что эта	1	1
349	что с	2	1
350	вместе и	1	1
351	и другое	1	1
352	есть подлинная	1	1
353	ее с	1	1
354	у кого	1	1
355	на него	1	1
356	он с	1	1
357	для творчества	1	1
358	этот тип	1	1
359	казалось бы	1	1
360	вот это	1	1
361	преимущественно в	1	1
362	в самой	1	1
363	на себя	2	1
364	всего на	1	1
365	так смотрят	1	1
366	природы в	1	1
367	в русском	1	1
368	же он	1	1
369	хочет быть	1	1
370	существуют в	1	1
371	только с	2	1
372	в области	2	1
373	ли это	4	1
374	ярко выраженной	1	1
375	к себе	2	1
376	не могут	4	1
377	выход из	1	1
378	но все	1	1
379	в других	2	1
380	по возможности	1	1
381	что оно	3	1
382	что на	1	1
383	указывает на	2	1
384	все попытки	1	1
385	не есть	3	1
386	если же	2	1
387	быть назван	1	1
388	она не	2	1
389	и это	1	1
390	для всей	1	1
391	и о	2	1
392	в конце	3	1
393	но по	1	1
394	свою очередь	1	1
395	но при	1	1
396	всего этого	1	1
397	в ее	1	1
398	в собственном	1	1
399	только не	1	1
400	перед самим	1	1
401	только то	1	1
402	культуры и	2	1
403	если они	2	1
404	что у	1	1
405	что может	3	1
406	и религии	1	1
407	личности на	1	1
408	и унижений	1	1
409	в эпоху	1	1
410	которая в	1	1
411	нас и	1	1
412	в таком	2	1
413	смысл бытия	1	1
414	движения и	1	1
415	на тех	1	1
416	и должно	2	1
417	никак не	1	1
418	и что	2	1
419	и просто	1	1
420	но когда	1	1
421	при полном	2	1
422	вопросу о	3	1
423	в положение	2	1
424	которая сама	1	1
425	к нему	2	1
426	мира сего	1	1
427	путь к	4	1
428	между тем	5	1
429	от них	1	1
430	была бы	1	1
431	чем и	1	1
432	движения в	1	1
433	под именем	1	1
434	представления о	1	1
435	свои личные	1	1
436	тоже время	1	1
437	такой человек	1	1
438	он верит	1	1
439	каждого человека	1	1
440	с ними	1	1
441	цивилизации в	1	1
442	к чисто	1	1
443	в согласии	1	1
444	положение в	1	1
445	и действительно	1	1
446	в разные	1	1
447	даже если	2	1
448	узнаем что	1	1
449	и оценку	1	1
450	их не	2	1
451	вся эта	2	1
452	человека к	1	1
453	себя в	4	1
454	для всех	6	1
455	гармонии и	1	1
456	особое значение	1	1
457	если мы	1	1
458	то и	1	1
459	своей природы	1	1
460	а это	1	1
461	же у	1	1
462	и обратно	1	1
463	и рядом	1	1
464	то у	1	1
465	его и	2	1
466	разума и	1	1
467	он принадлежит	1	1
468	к своим	1	1
469	мы знаем	1	1
470	вступая в	1	1
471	к мысли	1	1
472	могло бы	1	1
473	он весь	1	1
474	ее не	1	1
475	к ним	1	1
476	отметить что	2	1
477	и богом	1	1
478	тем что	3	1
479	само собой	1	1
480	даже и	2	1
481	не было	3	1
482	и стал	1	1
483	за ними	1	1
484	до сих	5	1
485	однако это	1	1
486	к которому	1	1
487	для этого	3	1
488	на чем	1	1
489	а с	2	1
490	в стремлении	1	1
491	души и	1	1
492	себя и	5	1
493	исходит из	1	1
494	всей русской	1	1
495	у других	2	1
496	естественно что	2	1
497	что бы	3	1
498	и их	1	1
499	превращается в	1	1
500	похожие на	1	1
501	каждый человек	1	1
502	связи с	3	1
503	а на	1	1
504	на этот	1	1
505	а наоборот	1	1
506	на которых	1	1
507	не верит	1	1
508	не на	1	1
509	означало бы	1	1
510	и гибели	1	1
511	в руках	1	1
512	когда же	1	1
513	идет в	1	1
514	этот принцип	1	1
515	связь с	1	1
516	как это	1	1
517	чтобы мы	1	1
518	всех людей	2	1
519	только эта	1	1
520	по своему	1	1
521	в область	1	1
522	а если	1	1
523	есть только	1	1
524	это есть	2	1
525	что же	4	1
526	самого себя	7	1
527	то к	1	1
528	человек с	1	1
529	материал для	1	1
530	сейчас же	1	1
531	и некоторые	1	1
532	сих пор	5	1
533	только для	2	1
534	полную свободу	1	1
535	отличается от	2	1
536	между прочим	1	1
537	в возможность	1	1
538	же самое	1	1
539	же за	1	1
540	и тогда	2	1
541	в полном	1	1
542	к вопросу	4	1
543	в связи	1	1
544	решить вопрос	1	1
545	но на	1	1
546	в настоящее	2	1
547	человек и	1	1
548	во время	2	1
549	в другое	4	1
550	значило бы	2	1
551	от него	2	1
552	себе что	1	1
553	тем более	1	1
554	конце концов	3	1
555	мы должны	7	1
556	все они	3	1
557	ни было	1	1
558	хотя в	1	1
559	отношении к	2	1
560	с людьми	1	1
561	россии для	1	1
562	может и	1	1
563	этот вопрос	2	1
564	и внутренне	1	1
565	русские люди	1	1
566	к его	1	1
567	отношению к	1	1
568	ко всему	1	1
569	бы его	2	1
570	для эпохи	1	1
571	с самим	2	1
