N	2gram	Bakhtin_Fr_2	StatiiOP
1	и в	49	29
2	том что	4	27
3	в том	3	27
4	в этом	15	21
5	не только	17	19
6	но и	13	19
7	что в	2	19
8	о том	3	17
9	в его	18	13
10	что он	3	13
11	в которой	1	11
12	то что	6	11
13	все это	9	11
14	таким образом	7	10
15	к тому	1	10
16	в своем	5	9
17	он не	1	9
18	потому что	1	9
19	так и	6	9
20	этом отношении	3	9
21	и не	15	9
22	как на	4	9
23	но в	4	8
24	как раз	1	8
25	письме к	1	8
26	по поводу	2	8
27	я не	1	7
28	в ней	2	7
29	в самом	3	7
30	на немецкий	1	7
31	так например	2	7
32	но все	4	7
33	в г	3	7
34	в своей	5	7
35	в котором	1	7
36	того как	2	7
37	для того	1	7
38	в виду	3	7
39	с тем	1	7
40	вместе с	2	7
41	одним из	2	6
42	и на	17	6
43	все же	7	6
44	вовсе не	10	6
45	того чтобы	2	6
46	и его	17	6
47	об этом	1	6
48	в одном	3	6
49	до сих	4	6
50	в течение	3	6
51	г в	1	5
52	в свет	2	5
53	было бы	3	5
54	точки зрения	6	5
55	того что	1	5
56	в качестве	2	5
57	своего рода	1	5
58	прежде всего	19	5
59	а не	1	5
60	о чем	3	5
61	как бы	11	5
62	сих пор	4	5
63	был для	2	4
64	выхода в	1	4
65	хотя и	2	4
66	и к	4	4
67	по словам	2	4
68	в нем	9	4
69	в другом	2	4
70	и с	6	4
71	должен был	2	4
72	не в	1	4
73	еще до	1	4
74	дело в	1	4
75	ничего не	2	4
76	у шекспира	1	4
77	но также	1	4
78	и о	4	4
79	времени и	6	4
80	после того	1	4
81	раньше чем	1	4
82	связи с	2	4
83	для него	9	4
84	с другой	4	4
85	именно в	6	4
86	в частности	1	4
87	своего времени	2	4
88	еще более	1	4
89	в романе	9	4
90	к этому	1	4
91	вряд ли	2	3
92	например в	1	3
93	самом деле	1	3
94	на самом	2	3
95	в году	13	3
96	в их	2	3
97	хотя бы	1	3
98	и он	1	3
99	не был	3	3
100	но не	5	3
101	могло быть	1	3
102	в общем	1	3
103	как в	1	3
104	не было	4	3
105	в начале	5	3
106	из них	3	3
107	ни в	3	3
108	не мог	1	3
109	в эту	5	3
110	в этих	4	3
111	но он	6	3
112	не менее	1	3
113	что эта	1	3
114	одной из	2	3
115	никогда не	5	3
116	и по	1	3
117	тем что	4	3
118	и именно	1	3
119	оно не	1	3
120	с самого	1	3
121	в образе	1	3
122	и здесь	1	3
123	должно было	1	3
124	материал для	1	3
125	наконец в	3	3
126	но это	2	3
127	года в	1	3
128	так что	1	3
129	с нею	1	3
130	ни одного	1	3
131	борьбы с	1	3
132	кажется что	1	3
133	всяком случае	2	3
134	связан с	3	3
135	и даже	2	3
136	в предисловии	2	3
137	еще и	1	3
138	до конца	2	3
139	так же	2	3
140	относятся к	1	3
141	xix века	2	3
142	другой стороны	3	3
143	не является	1	3
144	во всяком	2	3
145	как известно	2	2
146	также и	3	2
147	до него	2	2
148	того же	1	2
149	только потому	1	2
150	тем же	1	2
151	то же	7	2
152	и была	1	2
153	для своего	1	2
154	на первом	3	2
155	почти все	3	2
156	французском языке	1	2
157	с его	5	2
158	и который	1	2
159	присутствует в	1	2
160	в комментариях	1	2
161	что они	2	2
162	на то	2	2
163	там где	4	2
164	в истории	6	2
165	в одной	1	2
166	народа в	1	2
167	и положений	1	2
168	и как	1	2
169	на тот	1	2
170	все эти	7	2
171	выражение в	5	2
172	в этой	10	2
173	в себе	4	2
174	этого образа	1	2
175	и те	1	2
176	на его	2	2
177	при этом	5	2
178	если бы	1	2
179	и более	4	2
180	о мире	7	2
181	значительной степени	2	2
182	том же	1	2
183	а затем	3	2
184	не дает	3	2
185	его в	1	2
186	само собою	1	2
187	о которых	1	2
188	как и	11	2
189	несмотря на	3	2
190	действительно не	1	2
191	в один	1	2
192	в отношении	2	2
193	с точки	5	2
194	трагедия не	1	2
195	века и	3	2
196	времени не	1	2
197	была не	1	2
198	что этот	1	2
199	где нет	1	2
200	в устах	2	2
201	даже в	3	2
202	и вся	1	2
203	суждения о	1	2
204	но они	3	2
205	xviii века	6	2
206	в то	6	2
207	только не	1	2
208	и теперь	1	2
209	не может	7	2
210	только с	3	2
211	в области	4	2
212	с и	1	2
213	в духе	4	2
214	на это	1	2
215	и это	3	2
216	в ее	3	2
217	него самого	1	2
218	и сам	1	2
219	особенно в	2	2
220	во многом	1	2
221	еще в	2	2
222	он был	2	2
223	другом месте	2	2
224	в значительной	3	2
225	что и	1	2
226	отметить что	1	2
227	нашло свое	2	2
228	как например	1	2
229	и дело	1	2
230	в какой	1	2
231	только в	13	2
232	свидетельствуют о	1	2
233	раз в	3	2
234	ни с	1	2
235	в конце	2	2
236	так как	6	2
237	свое выражение	1	2
238	может быть	5	2
239	в них	13	2
240	в особенности	5	2
241	знали и	1	2
242	и речи	1	2
243	о своей	1	2
244	простого народа	1	2
245	обращении к	1	2
246	и др	9	2
247	говорит о	1	2
248	в обращении	1	2
249	на этот	1	2
250	не на	1	2
251	если не	1	2
252	и вообще	3	2
253	связь с	3	2
254	эти слова	1	2
255	и потому	5	2
256	к своему	1	2
257	по своему	1	2
258	предисловии к	1	2
259	что за	1	2
260	такого рода	2	2
261	в тех	2	2
262	по существу	2	2
263	это были	1	2
264	с этой	1	2
265	ее в	2	2
266	ко времени	1	2
267	это был	2	2
268	как своего	1	2
269	конечно и	1	2
270	во время	12	2
271	очень хорошо	2	2
272	сказать что	6	2
273	об истории	1	2
274	совершенно не	2	2
275	и другие	2	2
276	уже после	1	2
277	xvii века	9	1
278	романа эти	1	1
279	с кем	1	1
280	и то	1	1
281	к своей	1	1
282	это и	2	1
283	своего романа	2	1
284	по преимуществу	2	1
285	и до	4	1
286	в какой-то	2	1
287	для понимания	2	1
288	действительности и	1	1
289	той же	1	1
290	из всех	1	1
291	тридцатых годов	1	1
292	и значение	2	1
293	на материале	2	1
294	характер его	1	1
295	основным источником	1	1
296	точкой зрения	1	1
297	бы что	1	1
298	дикого и	1	1
299	в сущности	8	1
300	не вполне	1	1
301	все здесь	1	1
302	на тему	1	1
303	как не	1	1
304	можно предполагать	1	1
305	после выхода	1	1
306	о роли	1	1
307	литературы и	2	1
308	еще не	2	1
309	на них	1	1
310	формам в	1	1
311	нельзя недооценивать	1	1
312	формах не	1	1
313	в чем	1	1
314	лишь та	1	1
315	в создании	1	1
316	не говорят	1	1
317	по отношению	1	1
318	отношение к	8	1
319	себе и	2	1
320	чем же	1	1
321	же цели	1	1
322	что во	1	1
323	если она	1	1
324	независимо от	1	1
325	не сливаются	1	1
326	что касается	2	1
327	еще больше	1	1
328	традиция в	1	1
329	в творчестве	6	1
330	наиболее ярких	1	1
331	целый ряд	2	1
332	в материал	1	1
333	нового и	2	1
334	это просто	1	1
335	именно эта	1	1
336	что слово	2	1
337	них как	1	1
338	характер как	1	1
339	для которого	3	1
340	средство для	1	1
341	формы в	1	1
342	из этих	5	1
343	всего к	1	1
344	что к	1	1
345	с их	6	1
346	безусловно был	1	1
347	и тот	1	1
348	важна не	1	1
349	только один	1	1
350	но именно	3	1
351	вследствие этого	2	1
352	чем для	1	1
353	где все	1	1
354	перестает быть	2	1
355	и еще	2	1
356	в первую	2	1
357	в понимании	2	1
358	новое и	1	1
359	на совершенно	2	1
360	свое время	3	1
361	его от	1	1
362	на этом	1	1
363	говоря в	1	1
364	в основу	1	1
365	это лучшее	1	1
366	в совершенно	1	1
367	значение в	4	1
368	связанных с	3	1
369	говорил об	1	1
370	была в	1	1
371	а по	1	1
372	был на	2	1
373	на этой	2	1
374	зрения на	2	1
375	в несколько	1	1
376	первую очередь	1	1
377	известно что	1	1
378	роль в	5	1
379	что один	1	1
380	оказалась не	1	1
381	течение почти	1	1
382	и рядом	1	1
383	для них	2	1
384	времени была	1	1
385	мы видели	3	1
386	в развитии	1	1
387	они делают	1	1
388	отрывков из	1	1
389	еще раз	2	1
390	отрицательное значение	1	1
391	но если	1	1
392	во второй	1	1
393	и их	1	1
394	можно найти	2	1
395	показателен для	1	1
396	ли можно	1	1
397	уже к	2	1
398	еще отметить	1	1
399	то для	1	1
400	что вся	1	1
401	условиях и	1	1
402	место в	3	1
403	его современников	2	1
404	представление о	1	1
405	в условиях	2	1
406	значение для	1	1
407	вышедшая в	1	1
408	вплоть до	2	1
409	нельзя было	3	1
410	и той	1	1
411	не будем	1	1
412	было связано	2	1
413	и эти	2	1
414	темам и	1	1
415	и почти	1	1
416	освободиться от	1	1
417	иной раз	1	1
418	своего социального	1	1
419	народа это	1	1
420	она не	1	1
421	с теми	1	1
422	который был	1	1
423	одна из	4	1
424	первая часть	1	1
425	в комических	3	1
426	тому кто	1	1
427	было не	1	1
428	можно судить	1	1
429	для всего	1	1
430	не поняли	1	1
431	он с	1	1
432	ссылались на	1	1
433	больше чем	1	1
434	века это	1	1
435	и без	2	1
436	на французском	1	1
437	же время	6	1
438	таким путем	1	1
439	совершенно неправильно	1	1
440	к концу	1	1
441	к ней	2	1
442	как она	1	1
443	был так	1	1
444	по первому	1	1
445	вместо обычного	1	1
446	на все	3	1
447	формы для	1	1
448	и далее	1	1
449	и стиля	1	1
450	не могут	1	1
451	он и	1	1
452	поняли и	1	1
453	он имел	1	1
454	его за	1	1
455	с полной	3	1
456	всего что	2	1
457	введенных в	1	1
458	служить и	1	1
459	они и	1	1
460	слова с	1	1
461	как мы	7	1
462	в свое	4	1
463	значения и	1	1
464	знаменитое письмо	1	1
465	что все	1	1
466	здесь не	2	1
467	без всякого	2	1
468	средних веков	2	1
469	характер и	4	1
470	драмы в	1	1
471	в пределах	2	1
472	так в	3	1
473	и совершенно	1	1
474	путешествие в	1	1
475	можно было	3	1
476	таково было	1	1
477	и которые	1	1
478	в борьбе	1	1
479	не место	1	1
480	она была	4	1
481	не были	2	1
482	по сравнению	2	1
483	поэтому в	1	1
484	в эпоху	13	1
485	образом в	1	1
486	говорит здесь	1	1
487	связанное с	2	1
488	не существовало	1	1
489	сам был	1	1
490	и ему	1	1
491	настоящее время	1	1
492	второй половине	1	1
493	одного из	2	1
494	же более	2	1
495	можно сказать	2	1
496	в форму	1	1
497	и во	4	1
498	с властью	1	1
499	на всех	1	1
500	в знаменитой	1	1
501	судить о	1	1
502	всем в	1	1
503	эти два	2	1
504	нуждается в	2	1
505	борьбе с	1	1
506	в форме	4	1
507	но нельзя	1	1
508	литературных и	1	1
509	в лице	1	1
510	статье о	2	1
511	конце концов	1	1
512	и всего	1	1
513	один из	7	1
514	для борьбы	1	1
515	что только	2	1
516	сомнению что	2	1
517	тот же	5	1
518	места в	1	1
519	с ними	1	1
520	будто бы	1	1
521	и действительно	1	1
522	успехом в	1	1
523	серьезностью и	1	1
524	до нас	8	1
525	поэтому и	1	1
526	к числу	2	1
527	том чтобы	1	1
528	народу в	1	1
529	конечно не	1	1
530	уже в	5	1
